"索引"	"等级"	"星级"	"下一星级"	"总经验"	"物品给予经验"	"消耗物品"	"消耗物品数量"	"10次升级暴击概率"	"加成属性_1"	"加成属性_2"	"加成属性_3"	"加成属性_4"	"加成属性_5"	
"325"	"33"	"4"	"5"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4450"	"9,0,4450"	"10,0,2700"	"11,0,2700"	"6,0,100500"	
"326"	"33"	"5"	"6"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4472"	"9,0,4472"	"10,0,2712"	"11,0,2712"	"6,0,101000"	
"327"	"33"	"6"	"7"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4494"	"9,0,4494"	"10,0,2724"	"11,0,2724"	"6,0,101500"	
"328"	"33"	"7"	"8"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4516"	"9,0,4516"	"10,0,2736"	"11,0,2736"	"6,0,102000"	
"329"	"33"	"8"	"9"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4538"	"9,0,4538"	"10,0,2748"	"11,0,2748"	"6,0,102500"	
"330"	"33"	"9"	"-1"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4560"	"9,0,4560"	"10,0,2760"	"11,0,2760"	"6,0,103000"	
"331"	"34"	"0"	"1"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4582"	"9,0,4582"	"10,0,2772"	"11,0,2772"	"6,0,103500"	
"332"	"34"	"1"	"2"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4604"	"9,0,4604"	"10,0,2784"	"11,0,2784"	"6,0,104000"	
"333"	"34"	"2"	"3"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4626"	"9,0,4626"	"10,0,2796"	"11,0,2796"	"6,0,104500"	
"334"	"34"	"3"	"4"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4648"	"9,0,4648"	"10,0,2808"	"11,0,2808"	"6,0,105000"	
"335"	"34"	"4"	"5"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4670"	"9,0,4670"	"10,0,2820"	"11,0,2820"	"6,0,105500"	
"336"	"34"	"5"	"6"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4692"	"9,0,4692"	"10,0,2832"	"11,0,2832"	"6,0,106000"	
"337"	"34"	"6"	"7"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4714"	"9,0,4714"	"10,0,2844"	"11,0,2844"	"6,0,106500"	
"338"	"34"	"7"	"8"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4736"	"9,0,4736"	"10,0,2856"	"11,0,2856"	"6,0,107000"	
"339"	"34"	"8"	"9"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4758"	"9,0,4758"	"10,0,2868"	"11,0,2868"	"6,0,107500"	
"340"	"34"	"9"	"-1"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4780"	"9,0,4780"	"10,0,2880"	"11,0,2880"	"6,0,108000"	
"341"	"35"	"0"	"1"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4802"	"9,0,4802"	"10,0,2892"	"11,0,2892"	"6,0,108500"	
"342"	"35"	"1"	"2"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4824"	"9,0,4824"	"10,0,2904"	"11,0,2904"	"6,0,109000"	
"343"	"35"	"2"	"3"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4846"	"9,0,4846"	"10,0,2916"	"11,0,2916"	"6,0,109500"	
"344"	"35"	"3"	"4"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4868"	"9,0,4868"	"10,0,2928"	"11,0,2928"	"6,0,110000"	
"345"	"35"	"4"	"5"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4890"	"9,0,4890"	"10,0,2940"	"11,0,2940"	"6,0,110500"	
"346"	"35"	"5"	"6"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4912"	"9,0,4912"	"10,0,2952"	"11,0,2952"	"6,0,111000"	
"347"	"35"	"6"	"7"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4934"	"9,0,4934"	"10,0,2964"	"11,0,2964"	"6,0,111500"	
"348"	"35"	"7"	"8"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4956"	"9,0,4956"	"10,0,2976"	"11,0,2976"	"6,0,112000"	
"349"	"35"	"8"	"9"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,4978"	"9,0,4978"	"10,0,2988"	"11,0,2988"	"6,0,112500"	
"350"	"35"	"9"	"-1"	"400"	"50"	"820001"	"5"	"0.100000"	"8,0,5000"	"9,0,5000"	"10,0,3000"	"11,0,3000"	"6,0,113000"	
"351"	"36"	"0"	"1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5023"	"9,0,5023"	"10,0,3012"	"11,0,3012"	"6,0,113540"	
"352"	"36"	"1"	"2"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5046"	"9,0,5046"	"10,0,3024"	"11,0,3024"	"6,0,114080"	
"353"	"36"	"2"	"3"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5069"	"9,0,5069"	"10,0,3036"	"11,0,3036"	"6,0,114620"	
"354"	"36"	"3"	"4"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5092"	"9,0,5092"	"10,0,3048"	"11,0,3048"	"6,0,115160"	
"355"	"36"	"4"	"5"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5115"	"9,0,5115"	"10,0,3060"	"11,0,3060"	"6,0,115700"	
"356"	"36"	"5"	"6"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5138"	"9,0,5138"	"10,0,3072"	"11,0,3072"	"6,0,116240"	
"357"	"36"	"6"	"7"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5161"	"9,0,5161"	"10,0,3084"	"11,0,3084"	"6,0,116780"	
"358"	"36"	"7"	"8"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5184"	"9,0,5184"	"10,0,3096"	"11,0,3096"	"6,0,117320"	
"359"	"36"	"8"	"9"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5207"	"9,0,5207"	"10,0,3108"	"11,0,3108"	"6,0,117860"	
"360"	"36"	"9"	"-1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5230"	"9,0,5230"	"10,0,3120"	"11,0,3120"	"6,0,118400"	
"361"	"37"	"0"	"1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5253"	"9,0,5253"	"10,0,3132"	"11,0,3132"	"6,0,118940"	
"362"	"37"	"1"	"2"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5276"	"9,0,5276"	"10,0,3144"	"11,0,3144"	"6,0,119480"	
"363"	"37"	"2"	"3"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5299"	"9,0,5299"	"10,0,3156"	"11,0,3156"	"6,0,120020"	
"364"	"37"	"3"	"4"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5322"	"9,0,5322"	"10,0,3168"	"11,0,3168"	"6,0,120560"	
"365"	"37"	"4"	"5"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5345"	"9,0,5345"	"10,0,3180"	"11,0,3180"	"6,0,121100"	
"366"	"37"	"5"	"6"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5368"	"9,0,5368"	"10,0,3192"	"11,0,3192"	"6,0,121640"	
"367"	"37"	"6"	"7"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5391"	"9,0,5391"	"10,0,3204"	"11,0,3204"	"6,0,122180"	
"368"	"37"	"7"	"8"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5414"	"9,0,5414"	"10,0,3216"	"11,0,3216"	"6,0,122720"	
"369"	"37"	"8"	"9"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5437"	"9,0,5437"	"10,0,3228"	"11,0,3228"	"6,0,123260"	
"370"	"37"	"9"	"-1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5460"	"9,0,5460"	"10,0,3240"	"11,0,3240"	"6,0,123800"	
"371"	"38"	"0"	"1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5483"	"9,0,5483"	"10,0,3252"	"11,0,3252"	"6,0,124340"	
"372"	"38"	"1"	"2"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5506"	"9,0,5506"	"10,0,3264"	"11,0,3264"	"6,0,124880"	
"373"	"38"	"2"	"3"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5529"	"9,0,5529"	"10,0,3276"	"11,0,3276"	"6,0,125420"	
"374"	"38"	"3"	"4"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5552"	"9,0,5552"	"10,0,3288"	"11,0,3288"	"6,0,125960"	
"375"	"38"	"4"	"5"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5575"	"9,0,5575"	"10,0,3300"	"11,0,3300"	"6,0,126500"	
"376"	"38"	"5"	"6"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5598"	"9,0,5598"	"10,0,3312"	"11,0,3312"	"6,0,127040"	
"377"	"38"	"6"	"7"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5621"	"9,0,5621"	"10,0,3324"	"11,0,3324"	"6,0,127580"	
"378"	"38"	"7"	"8"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5644"	"9,0,5644"	"10,0,3336"	"11,0,3336"	"6,0,128120"	
"379"	"38"	"8"	"9"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5667"	"9,0,5667"	"10,0,3348"	"11,0,3348"	"6,0,128660"	
"380"	"38"	"9"	"-1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5690"	"9,0,5690"	"10,0,3360"	"11,0,3360"	"6,0,129200"	
"381"	"39"	"0"	"1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5713"	"9,0,5713"	"10,0,3372"	"11,0,3372"	"6,0,129740"	
"382"	"39"	"1"	"2"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5736"	"9,0,5736"	"10,0,3384"	"11,0,3384"	"6,0,130280"	
"383"	"39"	"2"	"3"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5759"	"9,0,5759"	"10,0,3396"	"11,0,3396"	"6,0,130820"	
"384"	"39"	"3"	"4"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5782"	"9,0,5782"	"10,0,3408"	"11,0,3408"	"6,0,131360"	
"385"	"39"	"4"	"5"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5805"	"9,0,5805"	"10,0,3420"	"11,0,3420"	"6,0,131900"	
"386"	"39"	"5"	"6"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5828"	"9,0,5828"	"10,0,3432"	"11,0,3432"	"6,0,132440"	
"387"	"39"	"6"	"7"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5851"	"9,0,5851"	"10,0,3444"	"11,0,3444"	"6,0,132980"	
"388"	"39"	"7"	"8"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5874"	"9,0,5874"	"10,0,3456"	"11,0,3456"	"6,0,133520"	
"389"	"39"	"8"	"9"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5897"	"9,0,5897"	"10,0,3468"	"11,0,3468"	"6,0,134060"	
"390"	"39"	"9"	"-1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5920"	"9,0,5920"	"10,0,3480"	"11,0,3480"	"6,0,134600"	
"391"	"40"	"0"	"1"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5943"	"9,0,5943"	"10,0,3492"	"11,0,3492"	"6,0,135140"	
"392"	"40"	"1"	"2"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5966"	"9,0,5966"	"10,0,3504"	"11,0,3504"	"6,0,135680"	
"393"	"40"	"2"	"3"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,5989"	"9,0,5989"	"10,0,3516"	"11,0,3516"	"6,0,136220"	
"394"	"40"	"3"	"4"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,6012"	"9,0,6012"	"10,0,3528"	"11,0,3528"	"6,0,136760"	
"395"	"40"	"4"	"5"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,6035"	"9,0,6035"	"10,0,3540"	"11,0,3540"	"6,0,137300"	
"396"	"40"	"5"	"6"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,6058"	"9,0,6058"	"10,0,3552"	"11,0,3552"	"6,0,137840"	
"397"	"40"	"6"	"7"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,6081"	"9,0,6081"	"10,0,3564"	"11,0,3564"	"6,0,138380"	
"398"	"40"	"7"	"8"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,6104"	"9,0,6104"	"10,0,3576"	"11,0,3576"	"6,0,138920"	
"399"	"40"	"8"	"9"	"500"	"50"	"820001"	"5"	"0.100000"	"8,0,6127"	"9,0,6127"	"10,0,3588"	"11,0,3588"	"6,0,139460"	
"400"	"40"	"9"	"-1"	"600"	"50"	"820001"	"5"	"0.100000"	"8,0,6150"	"9,0,6150"	"10,0,3600"	"11,0,3600"	"6,0,140000"	
"401"	"41"	"0"	"1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6175"	"9,0,6175"	"10,0,3615"	"11,0,3615"	"6,0,140650"	
"402"	"41"	"1"	"2"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6200"	"9,0,6200"	"10,0,3630"	"11,0,3630"	"6,0,141300"	
"403"	"41"	"2"	"3"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6225"	"9,0,6225"	"10,0,3645"	"11,0,3645"	"6,0,141950"	
"404"	"41"	"3"	"4"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6250"	"9,0,6250"	"10,0,3660"	"11,0,3660"	"6,0,142600"	
"405"	"41"	"4"	"5"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6275"	"9,0,6275"	"10,0,3675"	"11,0,3675"	"6,0,143250"	
"406"	"41"	"5"	"6"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6300"	"9,0,6300"	"10,0,3690"	"11,0,3690"	"6,0,143900"	
"407"	"41"	"6"	"7"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6325"	"9,0,6325"	"10,0,3705"	"11,0,3705"	"6,0,144550"	
"408"	"41"	"7"	"8"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6350"	"9,0,6350"	"10,0,3720"	"11,0,3720"	"6,0,145200"	
"409"	"41"	"8"	"9"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6375"	"9,0,6375"	"10,0,3735"	"11,0,3735"	"6,0,145850"	
"410"	"41"	"9"	"-1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6400"	"9,0,6400"	"10,0,3750"	"11,0,3750"	"6,0,146500"	
"411"	"42"	"0"	"1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6425"	"9,0,6425"	"10,0,3765"	"11,0,3765"	"6,0,147150"	
"412"	"42"	"1"	"2"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6450"	"9,0,6450"	"10,0,3780"	"11,0,3780"	"6,0,147800"	
"413"	"42"	"2"	"3"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6475"	"9,0,6475"	"10,0,3795"	"11,0,3795"	"6,0,148450"	
"414"	"42"	"3"	"4"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6500"	"9,0,6500"	"10,0,3810"	"11,0,3810"	"6,0,149100"	
"415"	"42"	"4"	"5"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6525"	"9,0,6525"	"10,0,3825"	"11,0,3825"	"6,0,149750"	
"416"	"42"	"5"	"6"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6550"	"9,0,6550"	"10,0,3840"	"11,0,3840"	"6,0,150400"	
"417"	"42"	"6"	"7"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6575"	"9,0,6575"	"10,0,3855"	"11,0,3855"	"6,0,151050"	
"418"	"42"	"7"	"8"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6600"	"9,0,6600"	"10,0,3870"	"11,0,3870"	"6,0,151700"	
"419"	"42"	"8"	"9"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6625"	"9,0,6625"	"10,0,3885"	"11,0,3885"	"6,0,152350"	
"420"	"42"	"9"	"-1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6650"	"9,0,6650"	"10,0,3900"	"11,0,3900"	"6,0,153000"	
"421"	"43"	"0"	"1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6675"	"9,0,6675"	"10,0,3915"	"11,0,3915"	"6,0,153650"	
"422"	"43"	"1"	"2"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6700"	"9,0,6700"	"10,0,3930"	"11,0,3930"	"6,0,154300"	
"423"	"43"	"2"	"3"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6725"	"9,0,6725"	"10,0,3945"	"11,0,3945"	"6,0,154950"	
"424"	"43"	"3"	"4"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6750"	"9,0,6750"	"10,0,3960"	"11,0,3960"	"6,0,155600"	
"425"	"43"	"4"	"5"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6775"	"9,0,6775"	"10,0,3975"	"11,0,3975"	"6,0,156250"	
"426"	"43"	"5"	"6"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6800"	"9,0,6800"	"10,0,3990"	"11,0,3990"	"6,0,156900"	
"427"	"43"	"6"	"7"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6825"	"9,0,6825"	"10,0,4005"	"11,0,4005"	"6,0,157550"	
"428"	"43"	"7"	"8"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6850"	"9,0,6850"	"10,0,4020"	"11,0,4020"	"6,0,158200"	
"429"	"43"	"8"	"9"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6875"	"9,0,6875"	"10,0,4035"	"11,0,4035"	"6,0,158850"	
"430"	"43"	"9"	"-1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6900"	"9,0,6900"	"10,0,4050"	"11,0,4050"	"6,0,159500"	
"431"	"44"	"0"	"1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6925"	"9,0,6925"	"10,0,4065"	"11,0,4065"	"6,0,160150"	
"432"	"44"	"1"	"2"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6950"	"9,0,6950"	"10,0,4080"	"11,0,4080"	"6,0,160800"	
"433"	"44"	"2"	"3"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,6975"	"9,0,6975"	"10,0,4095"	"11,0,4095"	"6,0,161450"	
"434"	"44"	"3"	"4"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7000"	"9,0,7000"	"10,0,4110"	"11,0,4110"	"6,0,162100"	
"435"	"44"	"4"	"5"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7025"	"9,0,7025"	"10,0,4125"	"11,0,4125"	"6,0,162750"	
"436"	"44"	"5"	"6"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7050"	"9,0,7050"	"10,0,4140"	"11,0,4140"	"6,0,163400"	
"437"	"44"	"6"	"7"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7075"	"9,0,7075"	"10,0,4155"	"11,0,4155"	"6,0,164050"	
"438"	"44"	"7"	"8"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7100"	"9,0,7100"	"10,0,4170"	"11,0,4170"	"6,0,164700"	
"439"	"44"	"8"	"9"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7125"	"9,0,7125"	"10,0,4185"	"11,0,4185"	"6,0,165350"	
"440"	"44"	"9"	"-1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7150"	"9,0,7150"	"10,0,4200"	"11,0,4200"	"6,0,166000"	
"441"	"45"	"0"	"1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7175"	"9,0,7175"	"10,0,4215"	"11,0,4215"	"6,0,166650"	
"442"	"45"	"1"	"2"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7200"	"9,0,7200"	"10,0,4230"	"11,0,4230"	"6,0,167300"	
"443"	"45"	"2"	"3"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7225"	"9,0,7225"	"10,0,4245"	"11,0,4245"	"6,0,167950"	
"444"	"45"	"3"	"4"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7250"	"9,0,7250"	"10,0,4260"	"11,0,4260"	"6,0,168600"	
"445"	"45"	"4"	"5"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7275"	"9,0,7275"	"10,0,4275"	"11,0,4275"	"6,0,169250"	
"446"	"45"	"5"	"6"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7300"	"9,0,7300"	"10,0,4290"	"11,0,4290"	"6,0,169900"	
"447"	"45"	"6"	"7"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7325"	"9,0,7325"	"10,0,4305"	"11,0,4305"	"6,0,170550"	
"448"	"45"	"7"	"8"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7350"	"9,0,7350"	"10,0,4320"	"11,0,4320"	"6,0,171200"	
"449"	"45"	"8"	"9"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7375"	"9,0,7375"	"10,0,4335"	"11,0,4335"	"6,0,171850"	
"450"	"45"	"9"	"-1"	"600"	"60"	"820001"	"6"	"0.100000"	"8,0,7400"	"9,0,7400"	"10,0,4350"	"11,0,4350"	"6,0,172500"	
"451"	"46"	"0"	"1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7425"	"9,0,7425"	"10,0,4365"	"11,0,4365"	"6,0,173150"	
"452"	"46"	"1"	"2"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7450"	"9,0,7450"	"10,0,4380"	"11,0,4380"	"6,0,173800"	
"453"	"46"	"2"	"3"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7475"	"9,0,7475"	"10,0,4395"	"11,0,4395"	"6,0,174450"	
"454"	"46"	"3"	"4"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7500"	"9,0,7500"	"10,0,4410"	"11,0,4410"	"6,0,175100"	
"455"	"46"	"4"	"5"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7525"	"9,0,7525"	"10,0,4425"	"11,0,4425"	"6,0,175750"	
"456"	"46"	"5"	"6"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7550"	"9,0,7550"	"10,0,4440"	"11,0,4440"	"6,0,176400"	
"457"	"46"	"6"	"7"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7575"	"9,0,7575"	"10,0,4455"	"11,0,4455"	"6,0,177050"	
"458"	"46"	"7"	"8"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7600"	"9,0,7600"	"10,0,4470"	"11,0,4470"	"6,0,177700"	
"459"	"46"	"8"	"9"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7625"	"9,0,7625"	"10,0,4485"	"11,0,4485"	"6,0,178350"	
"460"	"46"	"9"	"-1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7650"	"9,0,7650"	"10,0,4500"	"11,0,4500"	"6,0,179000"	
"461"	"47"	"0"	"1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7675"	"9,0,7675"	"10,0,4515"	"11,0,4515"	"6,0,179650"	
"462"	"47"	"1"	"2"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7700"	"9,0,7700"	"10,0,4530"	"11,0,4530"	"6,0,180300"	
"463"	"47"	"2"	"3"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7725"	"9,0,7725"	"10,0,4545"	"11,0,4545"	"6,0,180950"	
"464"	"47"	"3"	"4"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7750"	"9,0,7750"	"10,0,4560"	"11,0,4560"	"6,0,181600"	
"465"	"47"	"4"	"5"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7775"	"9,0,7775"	"10,0,4575"	"11,0,4575"	"6,0,182250"	
"466"	"47"	"5"	"6"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7800"	"9,0,7800"	"10,0,4590"	"11,0,4590"	"6,0,182900"	
"467"	"47"	"6"	"7"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7825"	"9,0,7825"	"10,0,4605"	"11,0,4605"	"6,0,183550"	
"468"	"47"	"7"	"8"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7850"	"9,0,7850"	"10,0,4620"	"11,0,4620"	"6,0,184200"	
"469"	"47"	"8"	"9"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7875"	"9,0,7875"	"10,0,4635"	"11,0,4635"	"6,0,184850"	
"470"	"47"	"9"	"-1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7900"	"9,0,7900"	"10,0,4650"	"11,0,4650"	"6,0,185500"	
"471"	"48"	"0"	"1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7925"	"9,0,7925"	"10,0,4665"	"11,0,4665"	"6,0,186150"	
"472"	"48"	"1"	"2"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7950"	"9,0,7950"	"10,0,4680"	"11,0,4680"	"6,0,186800"	
"473"	"48"	"2"	"3"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,7975"	"9,0,7975"	"10,0,4695"	"11,0,4695"	"6,0,187450"	
"474"	"48"	"3"	"4"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8000"	"9,0,8000"	"10,0,4710"	"11,0,4710"	"6,0,188100"	
"475"	"48"	"4"	"5"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8025"	"9,0,8025"	"10,0,4725"	"11,0,4725"	"6,0,188750"	
"476"	"48"	"5"	"6"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8050"	"9,0,8050"	"10,0,4740"	"11,0,4740"	"6,0,189400"	
"477"	"48"	"6"	"7"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8075"	"9,0,8075"	"10,0,4755"	"11,0,4755"	"6,0,190050"	
"478"	"48"	"7"	"8"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8100"	"9,0,8100"	"10,0,4770"	"11,0,4770"	"6,0,190700"	
"479"	"48"	"8"	"9"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8125"	"9,0,8125"	"10,0,4785"	"11,0,4785"	"6,0,191350"	
"480"	"48"	"9"	"-1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8150"	"9,0,8150"	"10,0,4800"	"11,0,4800"	"6,0,192000"	
"481"	"49"	"0"	"1"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8175"	"9,0,8175"	"10,0,4815"	"11,0,4815"	"6,0,192650"	
"482"	"49"	"1"	"2"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8200"	"9,0,8200"	"10,0,4830"	"11,0,4830"	"6,0,193300"	
"483"	"49"	"2"	"3"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8225"	"9,0,8225"	"10,0,4845"	"11,0,4845"	"6,0,193950"	
"484"	"49"	"3"	"4"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8250"	"9,0,8250"	"10,0,4860"	"11,0,4860"	"6,0,194600"	
"485"	"49"	"4"	"5"	"750"	"60"	"820001"	"6"	"0.100000"	"8,0,8275"	"9,0,8275"	"10,0,4875"	"11,0,4875"	"6,0,195250"	
