"索引"	"奖池ID"	"奖池编号"	"奖池内位置"	"奖励道具"	"战士奖励道具"	"弓手奖励道具"	"法师奖励道具"	"是否需要公告"	""	""	""	
"642"	"13"	"3"	"7"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"643"	"13"	"3"	"15"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"644"	"13"	"3"	"17"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"645"	"13"	"3"	"24"	""	"282132,1"	"282135,1"	"282138,1"	"0"	""	""	""	
"646"	"13"	"3"	"30"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"647"	"13"	"3"	"35"	""	"282131,1"	"282134,1"	"282137,1"	"0"	""	""	""	
"648"	"13"	"3"	"41"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"649"	"13"	"3"	"49"	""	"282130,1"	"282133,1"	"282136,1"	"0"	""	""	""	
"650"	"14"	"1"	"4"	"204804,1"	""	""	""	"0"	""	""	""	
"651"	"14"	"1"	"27"	"204804,1"	""	""	""	"0"	""	""	""	
"652"	"14"	"1"	"51"	"284814,1"	""	""	""	"0"	""	""	""	
"653"	"14"	"1"	"65"	"204806,1"	""	""	""	"0"	""	""	""	
"654"	"14"	"1"	"73"	"204816,1"	""	""	""	"0"	""	""	""	
"655"	"14"	"1"	"74"	"204816,1"	""	""	""	"0"	""	""	""	
"656"	"14"	"1"	"94"	"204804,1"	""	""	""	"0"	""	""	""	
"657"	"14"	"2"	"2"	"204804,1"	""	""	""	"0"	""	""	""	
"658"	"14"	"2"	"16"	"204804,1"	""	""	""	"0"	""	""	""	
"659"	"14"	"2"	"41"	"204806,1"	""	""	""	"0"	""	""	""	
"660"	"14"	"2"	"51"	"204814,1"	""	""	""	"0"	""	""	""	
"661"	"14"	"2"	"68"	"204806,1"	""	""	""	"0"	""	""	""	
"662"	"14"	"2"	"78"	"204816,1"	""	""	""	"0"	""	""	""	
"663"	"14"	"2"	"93"	"204814,1"	""	""	""	"0"	""	""	""	
"664"	"14"	"3"	"9"	"204804,1"	""	""	""	"0"	""	""	""	
"665"	"14"	"3"	"13"	"204806,1"	""	""	""	"0"	""	""	""	
"666"	"14"	"3"	"43"	"204816,1"	""	""	""	"0"	""	""	""	
"667"	"14"	"3"	"65"	"204814,1"	""	""	""	"0"	""	""	""	
"668"	"14"	"3"	"78"	"204806,1"	""	""	""	"0"	""	""	""	
"669"	"14"	"3"	"93"	"204804,1"	""	""	""	"0"	""	""	""	
"670"	"14"	"3"	"100"	"204814,1"	""	""	""	"0"	""	""	""	
"671"	"15"	"1"	"2"	"204803,1"	""	""	""	"0"	""	""	""	
"672"	"15"	"1"	"21"	"204813,1"	""	""	""	"0"	""	""	""	
"673"	"15"	"1"	"22"	"204806,1"	""	""	""	"0"	""	""	""	
"674"	"15"	"1"	"27"	"204804,1"	""	""	""	"0"	""	""	""	
"675"	"15"	"1"	"28"	"204816,1"	""	""	""	"0"	""	""	""	
"676"	"15"	"1"	"29"	"204803,1"	""	""	""	"0"	""	""	""	
"677"	"15"	"1"	"38"	"204814,1"	""	""	""	"0"	""	""	""	
"678"	"15"	"1"	"43"	"204804,1"	""	""	""	"0"	""	""	""	
"679"	"15"	"1"	"47"	"204806,1"	""	""	""	"0"	""	""	""	
"680"	"15"	"1"	"55"	"204814,1"	""	""	""	"0"	""	""	""	
"681"	"15"	"1"	"75"	"204806,1"	""	""	""	"0"	""	""	""	
"682"	"15"	"1"	"81"	"204804,1"	""	""	""	"0"	""	""	""	
"683"	"15"	"1"	"82"	"204803,1"	""	""	""	"0"	""	""	""	
"684"	"15"	"1"	"98"	"204814,1"	""	""	""	"0"	""	""	""	
"685"	"15"	"2"	"1"	"204803,1"	""	""	""	"0"	""	""	""	
"686"	"15"	"2"	"10"	"204813,1"	""	""	""	"0"	""	""	""	
"687"	"15"	"2"	"25"	"204806,1"	""	""	""	"0"	""	""	""	
"688"	"15"	"2"	"37"	"204804,1"	""	""	""	"0"	""	""	""	
"689"	"15"	"2"	"38"	"204816,1"	""	""	""	"0"	""	""	""	
"690"	"15"	"2"	"45"	"204803,1"	""	""	""	"0"	""	""	""	
"691"	"15"	"2"	"64"	"204814,1"	""	""	""	"0"	""	""	""	
"692"	"15"	"2"	"67"	"204804,1"	""	""	""	"0"	""	""	""	
"693"	"15"	"2"	"71"	"204806,1"	""	""	""	"0"	""	""	""	
"694"	"15"	"2"	"73"	"204814,1"	""	""	""	"0"	""	""	""	
"695"	"15"	"2"	"76"	"204806,1"	""	""	""	"0"	""	""	""	
"696"	"15"	"2"	"83"	"204804,1"	""	""	""	"0"	""	""	""	
"697"	"15"	"2"	"91"	"204803,1"	""	""	""	"0"	""	""	""	
"698"	"15"	"2"	"98"	"204814,1"	""	""	""	"0"	""	""	""	
"699"	"15"	"3"	"3"	"204803,1"	""	""	""	"0"	""	""	""	
"700"	"15"	"3"	"11"	"204813,1"	""	""	""	"0"	""	""	""	
"701"	"15"	"3"	"27"	"204806,1"	""	""	""	"0"	""	""	""	
"702"	"15"	"3"	"35"	"204804,1"	""	""	""	"0"	""	""	""	
"703"	"15"	"3"	"47"	"204816,1"	""	""	""	"0"	""	""	""	
"704"	"15"	"3"	"48"	"204803,1"	""	""	""	"0"	""	""	""	
"705"	"15"	"3"	"55"	"204814,1"	""	""	""	"0"	""	""	""	
"706"	"15"	"3"	"61"	"204804,1"	""	""	""	"0"	""	""	""	
"707"	"15"	"3"	"63"	"204806,1"	""	""	""	"0"	""	""	""	
"708"	"15"	"3"	"67"	"204814,1"	""	""	""	"0"	""	""	""	
"709"	"15"	"3"	"76"	"204806,1"	""	""	""	"0"	""	""	""	
"710"	"15"	"3"	"91"	"204804,1"	""	""	""	"0"	""	""	""	
"711"	"15"	"3"	"94"	"204803,1"	""	""	""	"0"	""	""	""	
"712"	"15"	"3"	"100"	"204814,1"	""	""	""	"0"	""	""	""	
"713"	"16"	"1"	"2"	"204803,1"	""	""	""	"0"	""	""	""	
"714"	"16"	"1"	"10"	"204804,1"	""	""	""	"0"	""	""	""	
"715"	"16"	"1"	"15"	"204805,1"	""	""	""	"0"	""	""	""	
"716"	"16"	"1"	"17"	"204803,1"	""	""	""	"0"	""	""	""	
"717"	"16"	"1"	"21"	"204803,1"	""	""	""	"0"	""	""	""	
"718"	"16"	"1"	"26"	"204813,1"	""	""	""	"0"	""	""	""	
"719"	"16"	"1"	"27"	"204805,1"	""	""	""	"0"	""	""	""	
"720"	"16"	"1"	"30"	"204803,1"	""	""	""	"0"	""	""	""	
"721"	"16"	"1"	"31"	"204816,1"	""	""	""	"0"	""	""	""	
"722"	"16"	"1"	"33"	"204814,1"	""	""	""	"0"	""	""	""	
"723"	"16"	"1"	"40"	"204806,1"	""	""	""	"0"	""	""	""	
"724"	"16"	"1"	"48"	"204803,1"	""	""	""	"0"	""	""	""	
"725"	"16"	"1"	"53"	"204806,1"	""	""	""	"0"	""	""	""	
"726"	"16"	"1"	"55"	"204815,1"	""	""	""	"0"	""	""	""	
"727"	"16"	"1"	"61"	"204805,1"	""	""	""	"0"	""	""	""	
"728"	"16"	"1"	"63"	"204803,1"	""	""	""	"0"	""	""	""	
"729"	"16"	"1"	"70"	"204813,1"	""	""	""	"0"	""	""	""	
"730"	"16"	"1"	"73"	"204816,1"	""	""	""	"0"	""	""	""	
"731"	"16"	"1"	"76"	"204815,1"	""	""	""	"0"	""	""	""	
"732"	"16"	"1"	"86"	"204804,1"	""	""	""	"0"	""	""	""	
"733"	"16"	"1"	"91"	"204816,1"	""	""	""	"0"	""	""	""	
"734"	"16"	"1"	"99"	"204815,1"	""	""	""	"0"	""	""	""	
"735"	"16"	"2"	"2"	"204803,1"	""	""	""	"0"	""	""	""	
"736"	"16"	"2"	"20"	"204804,1"	""	""	""	"0"	""	""	""	
"737"	"16"	"2"	"25"	"204805,1"	""	""	""	"0"	""	""	""	
"738"	"16"	"2"	"29"	"204803,1"	""	""	""	"0"	""	""	""	
"739"	"16"	"2"	"35"	"204803,1"	""	""	""	"0"	""	""	""	
"740"	"16"	"2"	"38"	"204813,1"	""	""	""	"0"	""	""	""	
"741"	"16"	"2"	"39"	"204805,1"	""	""	""	"0"	""	""	""	
"742"	"16"	"2"	"40"	"204803,1"	""	""	""	"0"	""	""	""	
"743"	"16"	"2"	"49"	"204816,1"	""	""	""	"0"	""	""	""	
"744"	"16"	"2"	"50"	"204816,1"	""	""	""	"0"	""	""	""	
"745"	"16"	"2"	"53"	"204806,1"	""	""	""	"0"	""	""	""	
"746"	"16"	"2"	"56"	"204803,1"	""	""	""	"0"	""	""	""	
"747"	"16"	"2"	"61"	"204806,1"	""	""	""	"0"	""	""	""	
"748"	"16"	"2"	"63"	"204815,1"	""	""	""	"0"	""	""	""	
"749"	"16"	"2"	"65"	"204805,1"	""	""	""	"0"	""	""	""	
"750"	"16"	"2"	"67"	"204803,1"	""	""	""	"0"	""	""	""	
"751"	"16"	"2"	"71"	"204813,1"	""	""	""	"0"	""	""	""	
"752"	"16"	"2"	"74"	"204814,1"	""	""	""	"0"	""	""	""	
"753"	"16"	"2"	"80"	"204815,1"	""	""	""	"0"	""	""	""	
"754"	"16"	"2"	"92"	"204804,1"	""	""	""	"0"	""	""	""	
"755"	"16"	"2"	"93"	"204816,1"	""	""	""	"0"	""	""	""	
"756"	"16"	"2"	"97"	"204815,1"	""	""	""	"0"	""	""	""	
"757"	"16"	"3"	"2"	"204803,1"	""	""	""	"0"	""	""	""	
"758"	"16"	"3"	"7"	"204804,1"	""	""	""	"0"	""	""	""	
"759"	"16"	"3"	"15"	"204805,1"	""	""	""	"0"	""	""	""	
"760"	"16"	"3"	"18"	"204803,1"	""	""	""	"0"	""	""	""	
"761"	"16"	"3"	"26"	"204803,1"	""	""	""	"0"	""	""	""	
"762"	"16"	"3"	"32"	"204813,1"	""	""	""	"0"	""	""	""	
"763"	"16"	"3"	"34"	"204805,1"	""	""	""	"0"	""	""	""	
"764"	"16"	"3"	"39"	"204813,1"	""	""	""	"0"	""	""	""	
"765"	"16"	"3"	"42"	"204816,1"	""	""	""	"0"	""	""	""	
"766"	"16"	"3"	"45"	"204816,1"	""	""	""	"0"	""	""	""	
"767"	"16"	"3"	"48"	"204806,1"	""	""	""	"0"	""	""	""	
"768"	"16"	"3"	"56"	"204803,1"	""	""	""	"0"	""	""	""	
"769"	"16"	"3"	"57"	"204806,1"	""	""	""	"0"	""	""	""	
"770"	"16"	"3"	"69"	"204815,1"	""	""	""	"0"	""	""	""	
"771"	"16"	"3"	"72"	"204805,1"	""	""	""	"0"	""	""	""	
"772"	"16"	"3"	"73"	"204803,1"	""	""	""	"0"	""	""	""	
"773"	"16"	"3"	"76"	"204803,1"	""	""	""	"0"	""	""	""	
"774"	"16"	"3"	"81"	"204814,1"	""	""	""	"0"	""	""	""	
"775"	"16"	"3"	"82"	"204815,1"	""	""	""	"0"	""	""	""	
"776"	"16"	"3"	"84"	"204804,1"	""	""	""	"0"	""	""	""	
"777"	"16"	"3"	"88"	"204816,1"	""	""	""	"0"	""	""	""	
"778"	"16"	"3"	"96"	"204815,1"	""	""	""	"0"	""	""	""	
"779"	"17"	"1"	"4"	"205904,1"	""	""	""	"0"	""	""	""	
"780"	"17"	"1"	"30"	"205906,1"	""	""	""	"0"	""	""	""	
"781"	"17"	"1"	"88"	"205914,1"	""	""	""	"0"	""	""	""	
"782"	"17"	"2"	"9"	"205906,1"	""	""	""	"0"	""	""	""	
"783"	"17"	"2"	"18"	"205916,1"	""	""	""	"0"	""	""	""	
"784"	"17"	"2"	"99"	"205904,1"	""	""	""	"0"	""	""	""	
"785"	"17"	"3"	"8"	"205904,1"	""	""	""	"0"	""	""	""	
"786"	"17"	"3"	"16"	"205906,1"	""	""	""	"0"	""	""	""	
"787"	"17"	"3"	"61"	"205914,1"	""	""	""	"0"	""	""	""	
"788"	"17"	"3"	"78"	"205916,1"	""	""	""	"0"	""	""	""	
"789"	"18"	"1"	"4"	"205904,1"	""	""	""	"0"	""	""	""	
"790"	"18"	"1"	"27"	"205906,1"	""	""	""	"0"	""	""	""	
"791"	"18"	"1"	"51"	"205914,1"	""	""	""	"0"	""	""	""	
"792"	"18"	"1"	"65"	"205903,1"	""	""	""	"0"	""	""	""	
"793"	"18"	"1"	"73"	"205903,1"	""	""	""	"0"	""	""	""	
"794"	"18"	"1"	"74"	"205913,1"	""	""	""	"0"	""	""	""	
"795"	"18"	"1"	"94"	"205916,1"	""	""	""	"0"	""	""	""	
"796"	"18"	"2"	"2"	"205904,1"	""	""	""	"0"	""	""	""	
"797"	"18"	"2"	"16"	"205906,1"	""	""	""	"0"	""	""	""	
"798"	"18"	"2"	"41"	"205914,1"	""	""	""	"0"	""	""	""	
"799"	"18"	"2"	"51"	"205903,1"	""	""	""	"0"	""	""	""	
"800"	"18"	"2"	"68"	"205903,1"	""	""	""	"0"	""	""	""	
"801"	"18"	"2"	"78"	"205913,1"	""	""	""	"0"	""	""	""	
"802"	"18"	"2"	"93"	"205916,1"	""	""	""	"0"	""	""	""	
"803"	"18"	"3"	"9"	"205904,1"	""	""	""	"0"	""	""	""	
"804"	"18"	"3"	"13"	"205906,1"	""	""	""	"0"	""	""	""	
"805"	"18"	"3"	"43"	"205914,1"	""	""	""	"0"	""	""	""	
"806"	"18"	"3"	"65"	"205903,1"	""	""	""	"0"	""	""	""	
"807"	"18"	"3"	"78"	"205916,1"	""	""	""	"0"	""	""	""	
"808"	"18"	"3"	"93"	"205913,1"	""	""	""	"0"	""	""	""	
"809"	"18"	"3"	"100"	"205903,1"	""	""	""	"0"	""	""	""	
"810"	"19"	"1"	"8"	"205904,1"	""	""	""	"0"	""	""	""	
"811"	"19"	"1"	"19"	"205906,1"	""	""	""	"0"	""	""	""	
"812"	"19"	"1"	"27"	"205914,1"	""	""	""	"0"	""	""	""	
"813"	"19"	"1"	"44"	"205903,1"	""	""	""	"0"	""	""	""	
"814"	"19"	"1"	"45"	"205916,1"	""	""	""	"0"	""	""	""	
"815"	"19"	"1"	"47"	"205913,1"	""	""	""	"0"	""	""	""	
"816"	"19"	"1"	"52"	"205903,1"	""	""	""	"0"	""	""	""	
"817"	"19"	"1"	"62"	"205905,1"	""	""	""	"0"	""	""	""	
"818"	"19"	"1"	"81"	"205905,1"	""	""	""	"0"	""	""	""	
"819"	"19"	"1"	"92"	"205915,1"	""	""	""	"0"	""	""	""	
"820"	"19"	"2"	"5"	"205904,1"	""	""	""	"0"	""	""	""	
"821"	"19"	"2"	"22"	"205906,1"	""	""	""	"0"	""	""	""	
"822"	"19"	"2"	"26"	"205914,1"	""	""	""	"0"	""	""	""	
"823"	"19"	"2"	"36"	"205903,1"	""	""	""	"0"	""	""	""	
"824"	"19"	"2"	"37"	"205916,1"	""	""	""	"0"	""	""	""	
"825"	"19"	"2"	"38"	"205905,1"	""	""	""	"0"	""	""	""	
"826"	"19"	"2"	"76"	"205903,1"	""	""	""	"0"	""	""	""	
"827"	"19"	"2"	"79"	"205905,1"	""	""	""	"0"	""	""	""	
"828"	"19"	"2"	"88"	"205913,1"	""	""	""	"0"	""	""	""	
"829"	"19"	"2"	"99"	"205915,1"	""	""	""	"0"	""	""	""	
"830"	"19"	"3"	"9"	"205903,1"	""	""	""	"0"	""	""	""	
"831"	"19"	"3"	"19"	"205906,1"	""	""	""	"0"	""	""	""	
"832"	"19"	"3"	"20"	"205914,1"	""	""	""	"0"	""	""	""	
"833"	"19"	"3"	"37"	"205903,1"	""	""	""	"0"	""	""	""	
"834"	"19"	"3"	"48"	"205916,1"	""	""	""	"0"	""	""	""	
"835"	"19"	"3"	"51"	"205905,1"	""	""	""	"0"	""	""	""	
"836"	"19"	"3"	"74"	"205903,1"	""	""	""	"0"	""	""	""	
"837"	"19"	"3"	"79"	"205904,1"	""	""	""	"0"	""	""	""	
"838"	"19"	"3"	"81"	"205913,1"	""	""	""	"0"	""	""	""	
"839"	"19"	"3"	"85"	"205915,1"	""	""	""	"0"	""	""	""	
"840"	"19"	"3"	"94"	"205904,1"	""	""	""	"0"	""	""	""	
"841"	"20"	"1"	"7"	"206904,1"	""	""	""	"0"	""	""	""	
"842"	"20"	"1"	"82"	"206916,1"	""	""	""	"0"	""	""	""	
"843"	"20"	"2"	"2"	"206906,1"	""	""	""	"0"	""	""	""	
"844"	"20"	"2"	"43"	"206914,1"	""	""	""	"0"	""	""	""	
"845"	"20"	"3"	"20"	"206904,1"	""	""	""	"0"	""	""	""	
"846"	"20"	"3"	"64"	"206914,1"	""	""	""	"0"	""	""	""	
"847"	"20"	"3"	"89"	"206906,1"	""	""	""	"0"	""	""	""	
"848"	"21"	"1"	"5"	"206904,1"	""	""	""	"0"	""	""	""	
"849"	"21"	"1"	"13"	"206903,1"	""	""	""	"0"	""	""	""	
"850"	"21"	"1"	"19"	"206913,1"	""	""	""	"0"	""	""	""	
"851"	"21"	"1"	"31"	"206916,1"	""	""	""	"0"	""	""	""	
"852"	"21"	"2"	"42"	"206906,1"	""	""	""	"0"	""	""	""	
"853"	"21"	"2"	"62"	"206904,1"	""	""	""	"0"	""	""	""	
"854"	"21"	"2"	"74"	"206916,1"	""	""	""	"0"	""	""	""	
"855"	"21"	"2"	"92"	"206913,1"	""	""	""	"0"	""	""	""	
"856"	"21"	"3"	"18"	"206903,1"	""	""	""	"0"	""	""	""	
"857"	"21"	"3"	"36"	"206904,1"	""	""	""	"0"	""	""	""	
"858"	"21"	"3"	"66"	"206904,1"	""	""	""	"0"	""	""	""	
"859"	"21"	"3"	"80"	"206916,1"	""	""	""	"0"	""	""	""	
"860"	"21"	"3"	"95"	"206914,1"	""	""	""	"0"	""	""	""	
"861"	"22"	"1"	"12"	"206903,1"	""	""	""	"0"	""	""	""	
"862"	"22"	"1"	"35"	"206904,1"	""	""	""	"0"	""	""	""	
"863"	"22"	"1"	"39"	"206906,1"	""	""	""	"0"	""	""	""	
"864"	"22"	"1"	"47"	"206905,1"	""	""	""	"0"	""	""	""	
"865"	"22"	"1"	"73"	"206914,1"	""	""	""	"0"	""	""	""	
"866"	"22"	"1"	"83"	"206913,1"	""	""	""	"0"	""	""	""	
"867"	"22"	"1"	"88"	"206916,1"	""	""	""	"0"	""	""	""	
"868"	"22"	"2"	"9"	"206903,1"	""	""	""	"0"	""	""	""	
"869"	"22"	"2"	"14"	"206904,1"	""	""	""	"0"	""	""	""	
"870"	"22"	"2"	"21"	"206906,1"	""	""	""	"0"	""	""	""	
"871"	"22"	"2"	"34"	"206905,1"	""	""	""	"0"	""	""	""	
"872"	"22"	"2"	"67"	"206914,1"	""	""	""	"0"	""	""	""	
"873"	"22"	"2"	"92"	"206913,1"	""	""	""	"0"	""	""	""	
"874"	"22"	"2"	"97"	"206915,1"	""	""	""	"0"	""	""	""	
"875"	"22"	"3"	"13"	"206903,1"	""	""	""	"0"	""	""	""	
"876"	"22"	"3"	"26"	"206904,1"	""	""	""	"0"	""	""	""	
"877"	"22"	"3"	"29"	"206906,1"	""	""	""	"0"	""	""	""	
"878"	"22"	"3"	"33"	"206905,1"	""	""	""	"0"	""	""	""	
"879"	"22"	"3"	"70"	"206915,1"	""	""	""	"0"	""	""	""	
"880"	"22"	"3"	"81"	"206913,1"	""	""	""	"0"	""	""	""	
"881"	"22"	"3"	"100"	"206914,1"	""	""	""	"0"	""	""	""	
"882"	"23"	"1"	"78"	"207704,1"	""	""	""	"0"	""	""	""	
"883"	"23"	"1"	"137"	"207714,1"	""	""	""	"0"	""	""	""	
"884"	"23"	"2"	"134"	"207706,1"	""	""	""	"0"	""	""	""	
"885"	"23"	"2"	"188"	"207716,1"	""	""	""	"0"	""	""	""	
"886"	"23"	"3"	"55"	"207704,1"	""	""	""	"0"	""	""	""	
"887"	"23"	"3"	"67"	"207706,1"	""	""	""	"0"	""	""	""	
"888"	"23"	"3"	"126"	"207714,1"	""	""	""	"0"	""	""	""	
"889"	"24"	"1"	"67"	"207703,1"	""	""	""	"0"	""	""	""	
"890"	"24"	"1"	"79"	"207714,1"	""	""	""	"0"	""	""	""	
"891"	"24"	"2"	"19"	"207704,1"	""	""	""	"0"	""	""	""	
"892"	"24"	"2"	"90"	"207713,1"	""	""	""	"0"	""	""	""	
"893"	"24"	"3"	"16"	"207706,1"	""	""	""	"0"	""	""	""	
"894"	"24"	"3"	"40"	"207716,1"	""	""	""	"0"	""	""	""	
"895"	"24"	"3"	"98"	"207704,1"	""	""	""	"0"	""	""	""	
"896"	"25"	"1"	"8"	"207703,1"	""	""	""	"0"	""	""	""	
"897"	"25"	"1"	"67"	"207704,1"	""	""	""	"0"	""	""	""	
"898"	"25"	"1"	"85"	"207713,1"	""	""	""	"0"	""	""	""	
"899"	"25"	"2"	"51"	"207705,1"	""	""	""	"0"	""	""	""	
"900"	"25"	"2"	"53"	"207714,1"	""	""	""	"0"	""	""	""	
"901"	"25"	"2"	"77"	"207715,1"	""	""	""	"0"	""	""	""	
"902"	"25"	"2"	"97"	"207706,1"	""	""	""	"0"	""	""	""	
"903"	"25"	"3"	"26"	"207704,1"	""	""	""	"0"	""	""	""	
"904"	"25"	"3"	"54"	"207705,1"	""	""	""	"0"	""	""	""	
"905"	"25"	"3"	"65"	"207716,1"	""	""	""	"0"	""	""	""	
"906"	"25"	"3"	"99"	"207714,1"	""	""	""	"0"	""	""	""	
