"装备ID。第一位数字一定要保证是2，不能重复"	"装备名称"	"穿戴模型,ID规则是装备ID+标记位"	"默认升级等级"	"模板起始ID(EquipTemplateConfig)"	"可升星等级"	"套装ID"	"随机技能池"	"技能出现几率"	"斩位值"	"斩位强化值"	"精炼银币消耗"	"装备类型对应的底图"	"可开放宝石孔数目"	"是否为MF顶级进阶装备，橙装才填是"	"装备品质是否固定，全固定和半固定必须填是"	"时装翅膀是否可升级（只针对时装翅膀）"	"附加属性ID（对应ItemEquipExtend表）"	"是否可升级"	"是否可升星"	"是否可洗练"	"基础属性1"	"基础属性1数值"	"基础属性2"	"基础属性2数值"	""	""	
"20452203"	"120级天威衣服-品质5套装2"	"400003"	""	"45000300"	"15"	"4522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20452212"	"120级天威饰品-品质5套装2"	"400012"	""	"45001200"	"15"	"4522"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20452301"	"120级云锦武器-品质5套装2"	"400001"	""	"45000100"	"15"	"4523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20452302"	"120级云锦头盔-品质5套装2"	"400002"	""	"45000200"	"15"	"4523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20452303"	"120级云锦衣服-品质5套装2"	"400003"	""	"45000300"	"15"	"4523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20452312"	"120级云锦饰品-品质5套装2"	"400012"	""	"45001200"	"15"	"4523"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511004"	"160级护肩-品质1套装1"	""	""	"51000400"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511005"	"160级腰带-品质1套装1"	""	""	"51000500"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511006"	"160级裤子-品质1套装1"	""	""	"51000600"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511007"	"160级靴子-品质1套装1"	""	""	"51000700"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511008"	"160级项链-品质1套装1"	""	""	"51000800"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511009"	"160级护腕-品质1套装1"	""	""	"51000900"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511010"	"160级左戒-品质1套装1"	""	""	"51001000"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511011"	"160级右戒-品质1套装1"	""	""	"51001100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511101"	"160级转剑武器-品质1套装1"	"500001"	""	"51000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511102"	"160级转剑头盔-品质1套装1"	"500002"	""	"51000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511103"	"160级转剑衣服-品质1套装1"	"500003"	""	"51000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511112"	"160级转剑饰品-品质1套装1"	"500012"	""	"51001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511201"	"160级天威武器-品质1套装1"	"500001"	""	"51000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511202"	"160级天威头盔-品质1套装1"	"500002"	""	"51000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511203"	"160级天威衣服-品质1套装1"	"500003"	""	"51000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511212"	"160级天威饰品-品质1套装1"	"500012"	""	"51001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511301"	"160级云锦武器-品质1套装1"	"500001"	""	"51000100"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511302"	"160级云锦头盔-品质1套装1"	"500002"	""	"51000200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511303"	"160级云锦衣服-品质1套装1"	"500003"	""	"51000300"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20511312"	"160级云锦饰品-品质1套装1"	"500012"	""	"51001200"	"3"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512004"	"160级护肩-品质1套装2"	""	""	"51000400"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512005"	"160级腰带-品质1套装2"	""	""	"51000500"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512006"	"160级裤子-品质1套装2"	""	""	"51000600"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512007"	"160级靴子-品质1套装2"	""	""	"51000700"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512008"	"160级项链-品质1套装2"	""	""	"51000800"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512009"	"160级护腕-品质1套装2"	""	""	"51000900"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512010"	"160级左戒-品质1套装2"	""	""	"51001000"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512011"	"160级右戒-品质1套装2"	""	""	"51001100"	"3"	"5120"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512101"	"160级转剑武器-品质1套装2"	"500001"	""	"51000100"	"3"	"5121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512102"	"160级转剑头盔-品质1套装2"	"500002"	""	"51000200"	"3"	"5121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512103"	"160级转剑衣服-品质1套装2"	"500003"	""	"51000300"	"3"	"5121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512112"	"160级转剑饰品-品质1套装2"	"500012"	""	"51001200"	"3"	"5121"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512201"	"160级天威武器-品质1套装2"	"500001"	""	"51000100"	"3"	"5122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512202"	"160级天威头盔-品质1套装2"	"500002"	""	"51000200"	"3"	"5122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512203"	"160级天威衣服-品质1套装2"	"500003"	""	"51000300"	"3"	"5122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512212"	"160级天威饰品-品质1套装2"	"500012"	""	"51001200"	"3"	"5122"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512301"	"160级云锦武器-品质1套装2"	"500001"	""	"51000100"	"3"	"5123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512302"	"160级云锦头盔-品质1套装2"	"500002"	""	"51000200"	"3"	"5123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512303"	"160级云锦衣服-品质1套装2"	"500003"	""	"51000300"	"3"	"5123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20512312"	"160级云锦饰品-品质1套装2"	"500012"	""	"51001200"	"3"	"5123"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521004"	"160级护肩-品质2套装1"	""	""	"52000400"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521005"	"160级腰带-品质2套装1"	""	""	"52000500"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521006"	"160级裤子-品质2套装1"	""	""	"52000600"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521007"	"160级靴子-品质2套装1"	""	""	"52000700"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521008"	"160级项链-品质2套装1"	""	""	"52000800"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521009"	"160级护腕-品质2套装1"	""	""	"52000900"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521010"	"160级左戒-品质2套装1"	""	""	"52001000"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521011"	"160级右戒-品质2套装1"	""	""	"52001100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521101"	"160级转剑武器-品质2套装1"	"500001"	""	"52000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521102"	"160级转剑头盔-品质2套装1"	"500002"	""	"52000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521103"	"160级转剑衣服-品质2套装1"	"500003"	""	"52000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521112"	"160级转剑饰品-品质2套装1"	"500012"	""	"52001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521201"	"160级天威武器-品质2套装1"	"500001"	""	"52000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521202"	"160级天威头盔-品质2套装1"	"500002"	""	"52000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521203"	"160级天威衣服-品质2套装1"	"500003"	""	"52000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521212"	"160级天威饰品-品质2套装1"	"500012"	""	"52001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521301"	"160级云锦武器-品质2套装1"	"500001"	""	"52000100"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521302"	"160级云锦头盔-品质2套装1"	"500002"	""	"52000200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521303"	"160级云锦衣服-品质2套装1"	"500003"	""	"52000300"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20521312"	"160级云锦饰品-品质2套装1"	"500012"	""	"52001200"	"6"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522004"	"160级护肩-品质2套装2"	""	""	"52000400"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522005"	"160级腰带-品质2套装2"	""	""	"52000500"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522006"	"160级裤子-品质2套装2"	""	""	"52000600"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522007"	"160级靴子-品质2套装2"	""	""	"52000700"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522008"	"160级项链-品质2套装2"	""	""	"52000800"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522009"	"160级护腕-品质2套装2"	""	""	"52000900"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522010"	"160级左戒-品质2套装2"	""	""	"52001000"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522011"	"160级右戒-品质2套装2"	""	""	"52001100"	"6"	"5220"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522101"	"160级转剑武器-品质2套装2"	"500001"	""	"52000100"	"6"	"5221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522102"	"160级转剑头盔-品质2套装2"	"500002"	""	"52000200"	"6"	"5221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522103"	"160级转剑衣服-品质2套装2"	"500003"	""	"52000300"	"6"	"5221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522112"	"160级转剑饰品-品质2套装2"	"500012"	""	"52001200"	"6"	"5221"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522201"	"160级天威武器-品质2套装2"	"500001"	""	"52000100"	"6"	"5222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522202"	"160级天威头盔-品质2套装2"	"500002"	""	"52000200"	"6"	"5222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522203"	"160级天威衣服-品质2套装2"	"500003"	""	"52000300"	"6"	"5222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522212"	"160级天威饰品-品质2套装2"	"500012"	""	"52001200"	"6"	"5222"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522301"	"160级云锦武器-品质2套装2"	"500001"	""	"52000100"	"6"	"5223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522302"	"160级云锦头盔-品质2套装2"	"500002"	""	"52000200"	"6"	"5223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522303"	"160级云锦衣服-品质2套装2"	"500003"	""	"52000300"	"6"	"5223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20522312"	"160级云锦饰品-品质2套装2"	"500012"	""	"52001200"	"6"	"5223"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531004"	"160级护肩-品质3套装1"	""	""	"53000400"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531005"	"160级腰带-品质3套装1"	""	""	"53000500"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531006"	"160级裤子-品质3套装1"	""	""	"53000600"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531007"	"160级靴子-品质3套装1"	""	""	"53000700"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531008"	"160级项链-品质3套装1"	""	""	"53000800"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531009"	"160级护腕-品质3套装1"	""	""	"53000900"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531010"	"160级左戒-品质3套装1"	""	""	"53001000"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531011"	"160级右戒-品质3套装1"	""	""	"53001100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531101"	"160级转剑武器-品质3套装1"	"500001"	""	"53000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531102"	"160级转剑头盔-品质3套装1"	"500002"	""	"53000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531103"	"160级转剑衣服-品质3套装1"	"500003"	""	"53000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531112"	"160级转剑饰品-品质3套装1"	"500012"	""	"53001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531201"	"160级天威武器-品质3套装1"	"500001"	""	"53000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531202"	"160级天威头盔-品质3套装1"	"500002"	""	"53000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531203"	"160级天威衣服-品质3套装1"	"500003"	""	"53000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531212"	"160级天威饰品-品质3套装1"	"500012"	""	"53001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531301"	"160级云锦武器-品质3套装1"	"500001"	""	"53000100"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531302"	"160级云锦头盔-品质3套装1"	"500002"	""	"53000200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531303"	"160级云锦衣服-品质3套装1"	"500003"	""	"53000300"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20531312"	"160级云锦饰品-品质3套装1"	"500012"	""	"53001200"	"9"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532004"	"160级护肩-品质3套装2"	""	""	"53000400"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532005"	"160级腰带-品质3套装2"	""	""	"53000500"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532006"	"160级裤子-品质3套装2"	""	""	"53000600"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532007"	"160级靴子-品质3套装2"	""	""	"53000700"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532008"	"160级项链-品质3套装2"	""	""	"53000800"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532009"	"160级护腕-品质3套装2"	""	""	"53000900"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532010"	"160级左戒-品质3套装2"	""	""	"53001000"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532011"	"160级右戒-品质3套装2"	""	""	"53001100"	"9"	"5320"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532101"	"160级转剑武器-品质3套装2"	"500001"	""	"53000100"	"9"	"5321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532102"	"160级转剑头盔-品质3套装2"	"500002"	""	"53000200"	"9"	"5321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532103"	"160级转剑衣服-品质3套装2"	"500003"	""	"53000300"	"9"	"5321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532112"	"160级转剑饰品-品质3套装2"	"500012"	""	"53001200"	"9"	"5321"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532201"	"160级天威武器-品质3套装2"	"500001"	""	"53000100"	"9"	"5322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532202"	"160级天威头盔-品质3套装2"	"500002"	""	"53000200"	"9"	"5322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532203"	"160级天威衣服-品质3套装2"	"500003"	""	"53000300"	"9"	"5322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532212"	"160级天威饰品-品质3套装2"	"500012"	""	"53001200"	"9"	"5322"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532301"	"160级云锦武器-品质3套装2"	"500001"	""	"53000100"	"9"	"5323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532302"	"160级云锦头盔-品质3套装2"	"500002"	""	"53000200"	"9"	"5323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532303"	"160级云锦衣服-品质3套装2"	"500003"	""	"53000300"	"9"	"5323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20532312"	"160级云锦饰品-品质3套装2"	"500012"	""	"53001200"	"9"	"5323"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541004"	"160级护肩-品质4套装1"	""	""	"54000400"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541005"	"160级腰带-品质4套装1"	""	""	"54000500"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541006"	"160级裤子-品质4套装1"	""	""	"54000600"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541007"	"160级靴子-品质4套装1"	""	""	"54000700"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541008"	"160级项链-品质4套装1"	""	""	"54000800"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541009"	"160级护腕-品质4套装1"	""	""	"54000900"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541010"	"160级左戒-品质4套装1"	""	""	"54001000"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541011"	"160级右戒-品质4套装1"	""	""	"54001100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541101"	"160级转剑武器-品质4套装1"	"500001"	""	"54000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541102"	"160级转剑头盔-品质4套装1"	"500002"	""	"54000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541103"	"160级转剑衣服-品质4套装1"	"500003"	""	"54000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541112"	"160级转剑饰品-品质4套装1"	"500012"	""	"54001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541201"	"160级天威武器-品质4套装1"	"500001"	""	"54000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541202"	"160级天威头盔-品质4套装1"	"500002"	""	"54000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541203"	"160级天威衣服-品质4套装1"	"500003"	""	"54000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541212"	"160级天威饰品-品质4套装1"	"500012"	""	"54001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541301"	"160级云锦武器-品质4套装1"	"500001"	""	"54000100"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541302"	"160级云锦头盔-品质4套装1"	"500002"	""	"54000200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541303"	"160级云锦衣服-品质4套装1"	"500003"	""	"54000300"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20541312"	"160级云锦饰品-品质4套装1"	"500012"	""	"54001200"	"12"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542004"	"160级护肩-品质4套装2"	""	""	"54000400"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542005"	"160级腰带-品质4套装2"	""	""	"54000500"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542006"	"160级裤子-品质4套装2"	""	""	"54000600"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542007"	"160级靴子-品质4套装2"	""	""	"54000700"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542008"	"160级项链-品质4套装2"	""	""	"54000800"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542009"	"160级护腕-品质4套装2"	""	""	"54000900"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542010"	"160级左戒-品质4套装2"	""	""	"54001000"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542011"	"160级右戒-品质4套装2"	""	""	"54001100"	"12"	"5420"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542101"	"160级转剑武器-品质4套装2"	"500001"	""	"54000100"	"12"	"5421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542102"	"160级转剑头盔-品质4套装2"	"500002"	""	"54000200"	"12"	"5421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542103"	"160级转剑衣服-品质4套装2"	"500003"	""	"54000300"	"12"	"5421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542112"	"160级转剑饰品-品质4套装2"	"500012"	""	"54001200"	"12"	"5421"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542201"	"160级天威武器-品质4套装2"	"500001"	""	"54000100"	"12"	"5422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542202"	"160级天威头盔-品质4套装2"	"500002"	""	"54000200"	"12"	"5422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542203"	"160级天威衣服-品质4套装2"	"500003"	""	"54000300"	"12"	"5422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542212"	"160级天威饰品-品质4套装2"	"500012"	""	"54001200"	"12"	"5422"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542301"	"160级云锦武器-品质4套装2"	"500001"	""	"54000100"	"12"	"5423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542302"	"160级云锦头盔-品质4套装2"	"500002"	""	"54000200"	"12"	"5423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"20542303"	"160级云锦衣服-品质4套装2"	"500003"	""	"54000300"	"12"	"5423"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
