"ID第1位：注灵位ID，1头2胸3脚4武器第2位：预留，填0第3，4，5,位：等级，每阶段单独计算"	"注灵位品质（1=绿，2=蓝，3=紫，4=金，5=橙）实质上是阶段，每阶段等级单独结算"	"注灵所需材料ID"	"单次注灵所需材料数量（不能升级时必须为0）"	"注灵所需总材料数量（不能升级时必须为0）"	"注灵增加属性（填总属性值，而非差值）（属性ID，属性值）"	
"30048"	"1"	"100113"	"5"	"5"	"1,6809,0,74739,8,3114,18,3114,16,3114"	
"30049"	"1"	"100113"	"5"	"5"	"1,6954,0,76329,8,3180,18,3180,16,3180"	
"30050"	"1"	"100113"	"5"	"5"	"1,7099,0,77919,8,3246,18,3246,16,3246"	
"30051"	"2"	"100123"	"2"	"2"	"1,7244,0,79509,8,3312,18,3312,16,3312"	
"30052"	"2"	"100123"	"2"	"2"	"1,7416,0,81404,8,3391,18,3391,16,3391"	
"30053"	"2"	"100123"	"2"	"2"	"1,7589,0,83298,8,3470,18,3470,16,3470"	
"30054"	"2"	"100123"	"2"	"2"	"1,7761,0,85192,8,3549,18,3549,16,3549"	
"30055"	"2"	"100123"	"2"	"2"	"1,7934,0,87086,8,3628,18,3628,16,3628"	
"30056"	"2"	"100123"	"2"	"2"	"1,8107,0,88980,8,3707,18,3707,16,3707"	
"30057"	"2"	"100123"	"2"	"2"	"1,8279,0,90874,8,3786,18,3786,16,3786"	
"30058"	"2"	"100123"	"2"	"2"	"1,8452,0,92768,8,3865,18,3865,16,3865"	
"30059"	"2"	"100123"	"2"	"2"	"1,8624,0,94662,8,3944,18,3944,16,3944"	
"30060"	"2"	"100123"	"2"	"2"	"1,8797,0,96556,8,4023,18,4023,16,4023"	
"30061"	"2"	"100123"	"2"	"2"	"1,8969,0,98451,8,4102,18,4102,16,4102"	
"30062"	"2"	"100123"	"2"	"2"	"1,9142,0,100345,8,4181,18,4181,16,4181"	
"30063"	"2"	"100123"	"2"	"2"	"1,9315,0,102239,8,4259,18,4259,16,4259"	
"30064"	"2"	"100123"	"2"	"2"	"1,9487,0,104133,8,4338,18,4338,16,4338"	
"30065"	"2"	"100123"	"3"	"3"	"1,9660,0,106027,8,4417,18,4417,16,4417"	
"30066"	"2"	"100123"	"3"	"3"	"1,9832,0,107921,8,4496,18,4496,16,4496"	
"30067"	"2"	"100123"	"3"	"3"	"1,10005,0,109815,8,4575,18,4575,16,4575"	
"30068"	"2"	"100123"	"3"	"3"	"1,10178,0,111709,8,4654,18,4654,16,4654"	
"30069"	"2"	"100123"	"3"	"3"	"1,10350,0,113604,8,4733,18,4733,16,4733"	
"30070"	"2"	"100123"	"3"	"3"	"1,10523,0,115498,8,4812,18,4812,16,4812"	
"30071"	"2"	"100123"	"3"	"3"	"1,10695,0,117392,8,4891,18,4891,16,4891"	
"30072"	"2"	"100123"	"3"	"3"	"1,10868,0,119286,8,4970,18,4970,16,4970"	
"30073"	"2"	"100123"	"3"	"3"	"1,11040,0,121180,8,5049,18,5049,16,5049"	
"30074"	"2"	"100123"	"3"	"3"	"1,11213,0,123074,8,5128,18,5128,16,5128"	
"30075"	"2"	"100123"	"3"	"3"	"1,11386,0,124968,8,5207,18,5207,16,5207"	
"30076"	"2"	"100123"	"3"	"3"	"1,11558,0,126862,8,5285,18,5285,16,5285"	
"30077"	"2"	"100123"	"3"	"3"	"1,11731,0,128756,8,5364,18,5364,16,5364"	
"30078"	"2"	"100123"	"3"	"3"	"1,11903,0,130651,8,5443,18,5443,16,5443"	
"30079"	"2"	"100123"	"3"	"3"	"1,12076,0,132545,8,5522,18,5522,16,5522"	
"30080"	"2"	"100123"	"3"	"3"	"1,12248,0,134439,8,5601,18,5601,16,5601"	
"30081"	"2"	"100123"	"3"	"3"	"1,12421,0,136333,8,5680,18,5680,16,5680"	
"30082"	"2"	"100123"	"4"	"4"	"1,12594,0,138227,8,5759,18,5759,16,5759"	
"30083"	"2"	"100123"	"4"	"4"	"1,12766,0,140121,8,5838,18,5838,16,5838"	
"30084"	"2"	"100123"	"4"	"4"	"1,12939,0,142015,8,5917,18,5917,16,5917"	
"30085"	"2"	"100123"	"4"	"4"	"1,13111,0,143909,8,5996,18,5996,16,5996"	
"30086"	"2"	"100123"	"4"	"4"	"1,13284,0,145804,8,6075,18,6075,16,6075"	
"30087"	"2"	"100123"	"4"	"4"	"1,13456,0,147698,8,6154,18,6154,16,6154"	
"30088"	"2"	"100123"	"4"	"4"	"1,13629,0,149592,8,6233,18,6233,16,6233"	
"30089"	"2"	"100123"	"4"	"4"	"1,13802,0,151486,8,6311,18,6311,16,6311"	
"30090"	"2"	"100123"	"4"	"4"	"1,13974,0,153380,8,6390,18,6390,16,6390"	
"30091"	"2"	"100123"	"4"	"4"	"1,14147,0,155274,8,6469,18,6469,16,6469"	
"30092"	"2"	"100123"	"4"	"4"	"1,14319,0,157168,8,6548,18,6548,16,6548"	
"30093"	"2"	"100123"	"4"	"4"	"1,14492,0,159062,8,6627,18,6627,16,6627"	
"30094"	"2"	"100123"	"4"	"4"	"1,14664,0,160956,8,6706,18,6706,16,6706"	
"30095"	"2"	"100123"	"5"	"5"	"1,14837,0,162851,8,6785,18,6785,16,6785"	
"30096"	"2"	"100123"	"5"	"5"	"1,15010,0,164745,8,6864,18,6864,16,6864"	
"30097"	"2"	"100123"	"5"	"5"	"1,15182,0,166639,8,6943,18,6943,16,6943"	
"30098"	"2"	"100123"	"5"	"5"	"1,15355,0,168533,8,7022,18,7022,16,7022"	
"30099"	"2"	"100123"	"5"	"5"	"1,15527,0,170427,8,7101,18,7101,16,7101"	
"30100"	"2"	"100123"	"5"	"5"	"1,15700,0,172321,8,7180,18,7180,16,7180"	
"30101"	"3"	"100133"	"3"	"3"	"1,15872,0,174215,8,7258,18,7258,16,7258"	
"30102"	"3"	"100133"	"3"	"3"	"1,16233,0,178176,8,7424,18,7424,16,7424"	
"30103"	"3"	"100133"	"3"	"3"	"1,16594,0,182136,8,7589,18,7589,16,7589"	
"30104"	"3"	"100133"	"3"	"3"	"1,16955,0,186097,8,7754,18,7754,16,7754"	
"30105"	"3"	"100133"	"3"	"3"	"1,17316,0,190057,8,7919,18,7919,16,7919"	
"30106"	"3"	"100133"	"3"	"3"	"1,17677,0,194017,8,8084,18,8084,16,8084"	
"30107"	"3"	"100133"	"3"	"3"	"1,18038,0,197978,8,8249,18,8249,16,8249"	
"30108"	"3"	"100133"	"3"	"3"	"1,18398,0,201938,8,8414,18,8414,16,8414"	
"30109"	"3"	"100133"	"3"	"3"	"1,18759,0,205899,8,8579,18,8579,16,8579"	
"30110"	"3"	"100133"	"3"	"3"	"1,19120,0,209859,8,8744,18,8744,16,8744"	
"30111"	"3"	"100133"	"3"	"3"	"1,19481,0,213820,8,8909,18,8909,16,8909"	
"30112"	"3"	"100133"	"3"	"3"	"1,19842,0,217780,8,9074,18,9074,16,9074"	
"30113"	"3"	"100133"	"3"	"3"	"1,20203,0,221740,8,9239,18,9239,16,9239"	
"30114"	"3"	"100133"	"3"	"3"	"1,20563,0,225701,8,9404,18,9404,16,9404"	
"30115"	"3"	"100133"	"4"	"4"	"1,20924,0,229661,8,9569,18,9569,16,9569"	
"30116"	"3"	"100133"	"4"	"4"	"1,21285,0,233622,8,9734,18,9734,16,9734"	
"30117"	"3"	"100133"	"4"	"4"	"1,21646,0,237582,8,9899,18,9899,16,9899"	
"30118"	"3"	"100133"	"4"	"4"	"1,22007,0,241543,8,10064,18,10064,16,10064"	
"30119"	"3"	"100133"	"4"	"4"	"1,22368,0,245503,8,10229,18,10229,16,10229"	
"30120"	"3"	"100133"	"4"	"4"	"1,22728,0,249463,8,10394,18,10394,16,10394"	
"30121"	"3"	"100133"	"4"	"4"	"1,23089,0,253424,8,10559,18,10559,16,10559"	
"30122"	"3"	"100133"	"4"	"4"	"1,23450,0,257384,8,10724,18,10724,16,10724"	
"30123"	"3"	"100133"	"4"	"4"	"1,23811,0,261345,8,10889,18,10889,16,10889"	
"30124"	"3"	"100133"	"4"	"4"	"1,24172,0,265305,8,11054,18,11054,16,11054"	
"30125"	"3"	"100133"	"4"	"4"	"1,24533,0,269266,8,11219,18,11219,16,11219"	
"30126"	"3"	"100133"	"4"	"4"	"1,24893,0,273226,8,11384,18,11384,16,11384"	
"30127"	"3"	"100133"	"4"	"4"	"1,25254,0,277186,8,11549,18,11549,16,11549"	
"30128"	"3"	"100133"	"5"	"5"	"1,25615,0,281147,8,11714,18,11714,16,11714"	
"30129"	"3"	"100133"	"5"	"5"	"1,25976,0,285107,8,11879,18,11879,16,11879"	
"30130"	"3"	"100133"	"5"	"5"	"1,26337,0,289068,8,12044,18,12044,16,12044"	
"30131"	"3"	"100133"	"5"	"5"	"1,26698,0,293028,8,12209,18,12209,16,12209"	
"30132"	"3"	"100133"	"5"	"5"	"1,27059,0,296989,8,12374,18,12374,16,12374"	
"30133"	"3"	"100133"	"5"	"5"	"1,27419,0,300949,8,12539,18,12539,16,12539"	
"30134"	"3"	"100133"	"5"	"5"	"1,27780,0,304909,8,12704,18,12704,16,12704"	
"30135"	"3"	"100133"	"5"	"5"	"1,28141,0,308870,8,12869,18,12869,16,12869"	
"30136"	"3"	"100133"	"5"	"5"	"1,28502,0,312830,8,13034,18,13034,16,13034"	
"30137"	"3"	"100133"	"5"	"5"	"1,28863,0,316791,8,13199,18,13199,16,13199"	
"30138"	"3"	"100133"	"5"	"5"	"1,29224,0,320751,8,13364,18,13364,16,13364"	
"30139"	"3"	"100133"	"6"	"6"	"1,29584,0,324712,8,13529,18,13529,16,13529"	
"30140"	"3"	"100133"	"6"	"6"	"1,29945,0,328672,8,13694,18,13694,16,13694"	
"30141"	"3"	"100133"	"6"	"6"	"1,30306,0,332632,8,13859,18,13859,16,13859"	
"30142"	"3"	"100133"	"6"	"6"	"1,30667,0,336593,8,14024,18,14024,16,14024"	
"30143"	"3"	"100133"	"6"	"6"	"1,31028,0,340553,8,14189,18,14189,16,14189"	
"30144"	"3"	"100133"	"6"	"6"	"1,31389,0,344514,8,14354,18,14354,16,14354"	
"30145"	"3"	"100133"	"6"	"6"	"1,31749,0,348474,8,14519,18,14519,16,14519"	
"30146"	"3"	"100133"	"6"	"6"	"1,32110,0,352435,8,14684,18,14684,16,14684"	
"30147"	"3"	"100133"	"7"	"7"	"1,32471,0,356395,8,14849,18,14849,16,14849"	
"30148"	"3"	"100133"	"7"	"7"	"1,32832,0,360355,8,15014,18,15014,16,15014"	
"30149"	"3"	"100133"	"7"	"7"	"1,33193,0,364316,8,15179,18,15179,16,15179"	
"30150"	"3"	"100133"	"7"	"7"	"1,33554,0,368276,8,15344,18,15344,16,15344"	
"30151"	"4"	"100143"	"3"	"3"	"1,33914,0,372237,8,15509,18,15509,16,15509"	
"30152"	"4"	"100143"	"3"	"3"	"1,34426,0,377854,8,15743,18,15743,16,15743"	
"30153"	"4"	"100143"	"3"	"3"	"1,34938,0,383472,8,15978,18,15978,16,15978"	
"30154"	"4"	"100143"	"3"	"3"	"1,35450,0,389090,8,16212,18,16212,16,16212"	
"30155"	"4"	"100143"	"4"	"4"	"1,35962,0,394708,8,16446,18,16446,16,16446"	
"30156"	"4"	"100143"	"4"	"4"	"1,36474,0,400326,8,16680,18,16680,16,16680"	
"30157"	"4"	"100143"	"4"	"4"	"1,36985,0,405943,8,16914,18,16914,16,16914"	
"30158"	"4"	"100143"	"4"	"4"	"1,37497,0,411561,8,17148,18,17148,16,17148"	
"30159"	"4"	"100143"	"4"	"4"	"1,38009,0,417179,8,17382,18,17382,16,17382"	
"30160"	"4"	"100143"	"4"	"4"	"1,38521,0,422797,8,17616,18,17616,16,17616"	
"30161"	"4"	"100143"	"4"	"4"	"1,39033,0,428414,8,17850,18,17850,16,17850"	
"30162"	"4"	"100143"	"4"	"4"	"1,39545,0,434032,8,18084,18,18084,16,18084"	
"30163"	"4"	"100143"	"4"	"4"	"1,40057,0,439650,8,18318,18,18318,16,18318"	
"30164"	"4"	"100143"	"4"	"4"	"1,40568,0,445268,8,18552,18,18552,16,18552"	
"30165"	"4"	"100143"	"4"	"4"	"1,41080,0,450886,8,18786,18,18786,16,18786"	
"30166"	"4"	"100143"	"4"	"4"	"1,41592,0,456503,8,19020,18,19020,16,19020"	
"30167"	"4"	"100143"	"4"	"4"	"1,42104,0,462121,8,19255,18,19255,16,19255"	
"30168"	"4"	"100143"	"5"	"5"	"1,42616,0,467739,8,19489,18,19489,16,19489"	
"30169"	"4"	"100143"	"5"	"5"	"1,43128,0,473357,8,19723,18,19723,16,19723"	
"30170"	"4"	"100143"	"5"	"5"	"1,43639,0,478974,8,19957,18,19957,16,19957"	
"30171"	"4"	"100143"	"5"	"5"	"1,44151,0,484592,8,20191,18,20191,16,20191"	
"30172"	"4"	"100143"	"5"	"5"	"1,44663,0,490210,8,20425,18,20425,16,20425"	
"30173"	"4"	"100143"	"5"	"5"	"1,45175,0,495828,8,20659,18,20659,16,20659"	
"30174"	"4"	"100143"	"5"	"5"	"1,45687,0,501446,8,20893,18,20893,16,20893"	
"30175"	"4"	"100143"	"5"	"5"	"1,46199,0,507063,8,21127,18,21127,16,21127"	
"30176"	"4"	"100143"	"5"	"5"	"1,46710,0,512681,8,21361,18,21361,16,21361"	
"30177"	"4"	"100143"	"5"	"5"	"1,47222,0,518299,8,21595,18,21595,16,21595"	
"30178"	"4"	"100143"	"5"	"5"	"1,47734,0,523917,8,21829,18,21829,16,21829"	
"30179"	"4"	"100143"	"6"	"6"	"1,48246,0,529535,8,22063,18,22063,16,22063"	
"30180"	"4"	"100143"	"6"	"6"	"1,48758,0,535152,8,22298,18,22298,16,22298"	
"30181"	"4"	"100143"	"6"	"6"	"1,49270,0,540770,8,22532,18,22532,16,22532"	
"30182"	"4"	"100143"	"6"	"6"	"1,49782,0,546388,8,22766,18,22766,16,22766"	
"30183"	"4"	"100143"	"6"	"6"	"1,50293,0,552006,8,23000,18,23000,16,23000"	
"30184"	"4"	"100143"	"6"	"6"	"1,50805,0,557623,8,23234,18,23234,16,23234"	
"30185"	"4"	"100143"	"6"	"6"	"1,51317,0,563241,8,23468,18,23468,16,23468"	
"30186"	"4"	"100143"	"6"	"6"	"1,51829,0,568859,8,23702,18,23702,16,23702"	
"30187"	"4"	"100143"	"7"	"7"	"1,52341,0,574477,8,23936,18,23936,16,23936"	
"30188"	"4"	"100143"	"7"	"7"	"1,52853,0,580095,8,24170,18,24170,16,24170"	
"30189"	"4"	"100143"	"7"	"7"	"1,53364,0,585712,8,24404,18,24404,16,24404"	
"30190"	"4"	"100143"	"7"	"7"	"1,53876,0,591330,8,24638,18,24638,16,24638"	
"30191"	"4"	"100143"	"7"	"7"	"1,54388,0,596948,8,24872,18,24872,16,24872"	
"30192"	"4"	"100143"	"7"	"7"	"1,54900,0,602566,8,25106,18,25106,16,25106"	
"30193"	"4"	"100143"	"7"	"7"	"1,55412,0,608183,8,25340,18,25340,16,25340"	
"30194"	"4"	"100143"	"7"	"7"	"1,55924,0,613801,8,25575,18,25575,16,25575"	
"30195"	"4"	"100143"	"8"	"8"	"1,56436,0,619419,8,25809,18,25809,16,25809"	
"30196"	"4"	"100143"	"8"	"8"	"1,56947,0,625037,8,26043,18,26043,16,26043"	
"30197"	"4"	"100143"	"8"	"8"	"1,57459,0,630655,8,26277,18,26277,16,26277"	
"30198"	"4"	"100143"	"8"	"8"	"1,57971,0,636272,8,26511,18,26511,16,26511"	
"30199"	"4"	"100143"	"8"	"8"	"1,58483,0,641890,8,26745,18,26745,16,26745"	
"30200"	"4"	"100143"	"8"	"8"	"1,58995,0,647508,8,26979,18,26979,16,26979"	
"30201"	"5"	"100153"	"3"	"3"	"1,59507,0,653126,8,27213,18,27213,16,27213"	
"30202"	"5"	"100153"	"4"	"4"	"1,59977,0,658291,8,27428,18,27428,16,27428"	
"30203"	"5"	"100153"	"4"	"4"	"1,60448,0,663457,8,27644,18,27644,16,27644"	
"30204"	"5"	"100153"	"4"	"4"	"1,60919,0,668623,8,27859,18,27859,16,27859"	
"30205"	"5"	"100153"	"4"	"4"	"1,61389,0,673789,8,28074,18,28074,16,28074"	
"30206"	"5"	"100153"	"4"	"4"	"1,61860,0,678955,8,28289,18,28289,16,28289"	
"30207"	"5"	"100153"	"4"	"4"	"1,62331,0,684120,8,28505,18,28505,16,28505"	
"30208"	"5"	"100153"	"4"	"4"	"1,62801,0,689286,8,28720,18,28720,16,28720"	
"30209"	"5"	"100153"	"4"	"4"	"1,63272,0,694452,8,28935,18,28935,16,28935"	
"30210"	"5"	"100153"	"4"	"4"	"1,63742,0,699618,8,29150,18,29150,16,29150"	
"30211"	"5"	"100153"	"4"	"4"	"1,64213,0,704783,8,29365,18,29365,16,29365"	
"30212"	"5"	"100153"	"4"	"4"	"1,64684,0,709949,8,29581,18,29581,16,29581"	
"30213"	"5"	"100153"	"4"	"4"	"1,65154,0,715115,8,29796,18,29796,16,29796"	
"30214"	"5"	"100153"	"4"	"4"	"1,65625,0,720281,8,30011,18,30011,16,30011"	
"30215"	"5"	"100153"	"5"	"5"	"1,66096,0,725447,8,30226,18,30226,16,30226"	
"30216"	"5"	"100153"	"5"	"5"	"1,66566,0,730612,8,30442,18,30442,16,30442"	
"30217"	"5"	"100153"	"5"	"5"	"1,67037,0,735778,8,30657,18,30657,16,30657"	
"30218"	"5"	"100153"	"5"	"5"	"1,67508,0,740944,8,30872,18,30872,16,30872"	
"30219"	"5"	"100153"	"5"	"5"	"1,67978,0,746110,8,31087,18,31087,16,31087"	
"30220"	"5"	"100153"	"5"	"5"	"1,68449,0,751275,8,31303,18,31303,16,31303"	
"30221"	"5"	"100153"	"5"	"5"	"1,68920,0,756441,8,31518,18,31518,16,31518"	
"30222"	"5"	"100153"	"5"	"5"	"1,69390,0,761607,8,31733,18,31733,16,31733"	
"30223"	"5"	"100153"	"5"	"5"	"1,69861,0,766773,8,31948,18,31948,16,31948"	
"30224"	"5"	"100153"	"5"	"5"	"1,70332,0,771939,8,32164,18,32164,16,32164"	
"30225"	"5"	"100153"	"5"	"5"	"1,70802,0,777104,8,32379,18,32379,16,32379"	
"30226"	"5"	"100153"	"6"	"6"	"1,71273,0,782270,8,32594,18,32594,16,32594"	
"30227"	"5"	"100153"	"6"	"6"	"1,71744,0,787436,8,32809,18,32809,16,32809"	
"30228"	"5"	"100153"	"6"	"6"	"1,72214,0,792602,8,33025,18,33025,16,33025"	
"30229"	"5"	"100153"	"6"	"6"	"1,72685,0,797767,8,33240,18,33240,16,33240"	
"30230"	"5"	"100153"	"6"	"6"	"1,73156,0,802933,8,33455,18,33455,16,33455"	
"30231"	"5"	"100153"	"6"	"6"	"1,73626,0,808099,8,33670,18,33670,16,33670"	
"30232"	"5"	"100153"	"6"	"6"	"1,74097,0,813265,8,33886,18,33886,16,33886"	
"30233"	"5"	"100153"	"6"	"6"	"1,74568,0,818431,8,34101,18,34101,16,34101"	
"30234"	"5"	"100153"	"7"	"7"	"1,75038,0,823596,8,34316,18,34316,16,34316"	
"30235"	"5"	"100153"	"7"	"7"	"1,75509,0,828762,8,34531,18,34531,16,34531"	
"30236"	"5"	"100153"	"7"	"7"	"1,75980,0,833928,8,34747,18,34747,16,34747"	
"30237"	"5"	"100153"	"7"	"7"	"1,76450,0,839094,8,34962,18,34962,16,34962"	
"30238"	"5"	"100153"	"7"	"7"	"1,76921,0,844259,8,35177,18,35177,16,35177"	
"30239"	"5"	"100153"	"7"	"7"	"1,77392,0,849425,8,35392,18,35392,16,35392"	
"30240"	"5"	"100153"	"7"	"7"	"1,77862,0,854591,8,35607,18,35607,16,35607"	
"30241"	"5"	"100153"	"7"	"7"	"1,78333,0,859757,8,35823,18,35823,16,35823"	
"30242"	"5"	"100153"	"8"	"8"	"1,78804,0,864922,8,36038,18,36038,16,36038"	
"30243"	"5"	"100153"	"8"	"8"	"1,79274,0,870088,8,36253,18,36253,16,36253"	
"30244"	"5"	"100153"	"8"	"8"	"1,79745,0,875254,8,36468,18,36468,16,36468"	
"30245"	"5"	"100153"	"8"	"8"	"1,80216,0,880420,8,36684,18,36684,16,36684"	
"30246"	"5"	"100153"	"8"	"8"	"1,80686,0,885586,8,36899,18,36899,16,36899"	
"30247"	"5"	"100153"	"8"	"8"	"1,81157,0,890751,8,37114,18,37114,16,37114"	
"30248"	"5"	"100153"	"9"	"9"	"1,81628,0,895917,8,37329,18,37329,16,37329"	
"30249"	"5"	"100153"	"9"	"9"	"1,82098,0,901083,8,37545,18,37545,16,37545"	
"30250"	"5"	"100153"	"0"	"0"	"1,82569,0,906249,8,37760,18,37760,16,37760"	
"40001"	"1"	"100114"	"1"	"1"	"1,0,2,0,10,0,12,0,18,0"	
"40002"	"1"	"100114"	"2"	"2"	"1,189,2,13,10,65,12,65,18,65"	
"40003"	"1"	"100114"	"2"	"2"	"1,379,2,26,10,131,12,131,18,131"	
"40004"	"1"	"100114"	"2"	"2"	"1,569,2,39,10,197,12,197,18,197"	
"40005"	"1"	"100114"	"2"	"2"	"1,759,2,52,10,263,12,263,18,263"	
"40006"	"1"	"100114"	"2"	"2"	"1,949,2,65,10,329,12,329,18,329"	
"40007"	"1"	"100114"	"2"	"2"	"1,1138,2,79,10,395,12,395,18,395"	
"40008"	"1"	"100114"	"2"	"2"	"1,1328,2,92,10,461,12,461,18,461"	
"40009"	"1"	"100114"	"2"	"2"	"1,1518,2,105,10,527,12,527,18,527"	
"40010"	"1"	"100114"	"2"	"2"	"1,1708,2,118,10,593,12,593,18,593"	
"40011"	"1"	"100114"	"2"	"2"	"1,1898,2,131,10,659,12,659,18,659"	
"40012"	"1"	"100114"	"2"	"2"	"1,2087,2,144,10,724,12,724,18,724"	
"40013"	"1"	"100114"	"2"	"2"	"1,2277,2,158,10,790,12,790,18,790"	
"40014"	"1"	"100114"	"2"	"2"	"1,2467,2,171,10,856,12,856,18,856"	
"40015"	"1"	"100114"	"2"	"2"	"1,2657,2,184,10,922,12,922,18,922"	
"40016"	"1"	"100114"	"2"	"2"	"1,2847,2,197,10,988,12,988,18,988"	
"40017"	"1"	"100114"	"2"	"2"	"1,3036,2,210,10,1054,12,1054,18,1054"	
"40018"	"1"	"100114"	"2"	"2"	"1,3226,2,224,10,1120,12,1120,18,1120"	
"40019"	"1"	"100114"	"2"	"2"	"1,3416,2,237,10,1186,12,1186,18,1186"	
"40020"	"1"	"100114"	"2"	"2"	"1,3606,2,250,10,1252,12,1252,18,1252"	
"40021"	"1"	"100114"	"3"	"3"	"1,3796,2,263,10,1318,12,1318,18,1318"	
"40022"	"1"	"100114"	"3"	"3"	"1,3985,2,276,10,1384,12,1384,18,1384"	
"40023"	"1"	"100114"	"3"	"3"	"1,4175,2,289,10,1449,12,1449,18,1449"	
"40024"	"1"	"100114"	"3"	"3"	"1,4365,2,303,10,1515,12,1515,18,1515"	
"40025"	"1"	"100114"	"3"	"3"	"1,4555,2,316,10,1581,12,1581,18,1581"	
"40026"	"1"	"100114"	"3"	"3"	"1,4745,2,329,10,1647,12,1647,18,1647"	
"40027"	"1"	"100114"	"3"	"3"	"1,4935,2,342,10,1713,12,1713,18,1713"	
"40028"	"1"	"100114"	"3"	"3"	"1,5124,2,355,10,1779,12,1779,18,1779"	
"40029"	"1"	"100114"	"3"	"3"	"1,5314,2,369,10,1845,12,1845,18,1845"	
"40030"	"1"	"100114"	"3"	"3"	"1,5504,2,382,10,1911,12,1911,18,1911"	
"40031"	"1"	"100114"	"3"	"3"	"1,5694,2,395,10,1977,12,1977,18,1977"	
"40032"	"1"	"100114"	"3"	"3"	"1,5884,2,408,10,2043,12,2043,18,2043"	
"40033"	"1"	"100114"	"3"	"3"	"1,6073,2,421,10,2108,12,2108,18,2108"	
"40034"	"1"	"100114"	"3"	"3"	"1,6263,2,434,10,2174,12,2174,18,2174"	
"40035"	"1"	"100114"	"4"	"4"	"1,6453,2,448,10,2240,12,2240,18,2240"	
"40036"	"1"	"100114"	"4"	"4"	"1,6643,2,461,10,2306,12,2306,18,2306"	
"40037"	"1"	"100114"	"4"	"4"	"1,6833,2,474,10,2372,12,2372,18,2372"	
"40038"	"1"	"100114"	"4"	"4"	"1,7022,2,487,10,2438,12,2438,18,2438"	
"40039"	"1"	"100114"	"4"	"4"	"1,7212,2,500,10,2504,12,2504,18,2504"	
"40040"	"1"	"100114"	"4"	"4"	"1,7402,2,514,10,2570,12,2570,18,2570"	
"40041"	"1"	"100114"	"4"	"4"	"1,7592,2,527,10,2636,12,2636,18,2636"	
"40042"	"1"	"100114"	"4"	"4"	"1,7782,2,540,10,2702,12,2702,18,2702"	
"40043"	"1"	"100114"	"4"	"4"	"1,7971,2,553,10,2768,12,2768,18,2768"	
"40044"	"1"	"100114"	"4"	"4"	"1,8161,2,566,10,2833,12,2833,18,2833"	
"40045"	"1"	"100114"	"5"	"5"	"1,8351,2,579,10,2899,12,2899,18,2899"	
"40046"	"1"	"100114"	"5"	"5"	"1,8541,2,593,10,2965,12,2965,18,2965"	
"40047"	"1"	"100114"	"5"	"5"	"1,8731,2,606,10,3031,12,3031,18,3031"	
"40048"	"1"	"100114"	"5"	"5"	"1,8921,2,619,10,3097,12,3097,18,3097"	
"40049"	"1"	"100114"	"5"	"5"	"1,9110,2,632,10,3163,12,3163,18,3163"	
"40050"	"1"	"100114"	"5"	"5"	"1,9300,2,645,10,3229,12,3229,18,3229"	
"40051"	"2"	"100124"	"2"	"2"	"1,9490,2,659,10,3295,12,3295,18,3295"	
"40052"	"2"	"100124"	"2"	"2"	"1,9716,2,674,10,3373,12,3373,18,3373"	
"40053"	"2"	"100124"	"2"	"2"	"1,9942,2,690,10,3452,12,3452,18,3452"	
"40054"	"2"	"100124"	"2"	"2"	"1,10168,2,706,10,3530,12,3530,18,3530"	
"40055"	"2"	"100124"	"2"	"2"	"1,10394,2,721,10,3609,12,3609,18,3609"	
"40056"	"2"	"100124"	"2"	"2"	"1,10620,2,737,10,3687,12,3687,18,3687"	
"40057"	"2"	"100124"	"2"	"2"	"1,10846,2,753,10,3766,12,3766,18,3766"	
"40058"	"2"	"100124"	"2"	"2"	"1,11073,2,768,10,3844,12,3844,18,3844"	
"40059"	"2"	"100124"	"2"	"2"	"1,11299,2,784,10,3923,12,3923,18,3923"	
"40060"	"2"	"100124"	"2"	"2"	"1,11525,2,800,10,4001,12,4001,18,4001"	
"40061"	"2"	"100124"	"2"	"2"	"1,11751,2,816,10,4080,12,4080,18,4080"	
"40062"	"2"	"100124"	"2"	"2"	"1,11977,2,831,10,4158,12,4158,18,4158"	
"40063"	"2"	"100124"	"2"	"2"	"1,12203,2,847,10,4237,12,4237,18,4237"	
"40064"	"2"	"100124"	"2"	"2"	"1,12429,2,863,10,4315,12,4315,18,4315"	
"40065"	"2"	"100124"	"3"	"3"	"1,12655,2,878,10,4394,12,4394,18,4394"	
"40066"	"2"	"100124"	"3"	"3"	"1,12881,2,894,10,4472,12,4472,18,4472"	
"40067"	"2"	"100124"	"3"	"3"	"1,13107,2,910,10,4551,12,4551,18,4551"	
"40068"	"2"	"100124"	"3"	"3"	"1,13333,2,925,10,4629,12,4629,18,4629"	
"40069"	"2"	"100124"	"3"	"3"	"1,13559,2,941,10,4708,12,4708,18,4708"	
"40070"	"2"	"100124"	"3"	"3"	"1,13786,2,957,10,4786,12,4786,18,4786"	
"40071"	"2"	"100124"	"3"	"3"	"1,14012,2,973,10,4865,12,4865,18,4865"	
"40072"	"2"	"100124"	"3"	"3"	"1,14238,2,988,10,4943,12,4943,18,4943"	
"40073"	"2"	"100124"	"3"	"3"	"1,14464,2,1004,10,5022,12,5022,18,5022"	
"40074"	"2"	"100124"	"3"	"3"	"1,14690,2,1020,10,5100,12,5100,18,5100"	
"40075"	"2"	"100124"	"3"	"3"	"1,14916,2,1035,10,5179,12,5179,18,5179"	
