"id"	"名字"	"图标"	"大图标"	"小图标"	"类别(同类别的天赋石不能出现在一头龙上)"	"品质"	"等级"	"最高等级"	"职业限制0x01=战士0x02=游侠0x04=法师"	"龙系别限制0x01=火0x02=冰0x04=雷0x08=毒"	"效果(索引到天赋石效果表中)"	"注释"	"技能tips"	"技能tips参数"	"影响的技能(客户端用)@xl填-1表示对所有技能都影响"	""	""	""	""	""	
"211100"	"血之轮祭-吸血鬼"	""	"skill2,shixuezhongshe"	"dragon_tianfu_2013.10,xixue_l"	"2111"	"0"	"1"	""	"2"	"15"	"211100"	""	"[green]血之轮祭[white]每次造成物理伤害的[green]${0},7$[white]转化为自身生命值"	"[[`talent_type_id`,2,211100,`oper_val`]]"	"2110"	""	""	""	""	""	
"212000"	"陷阱-冰陷阱"	""	"skill2,yuansuxianjing"	"dragon_tianfu_2013.10,jiansuxiaoguo_l"	"2120"	"0"	"1"	""	"2"	"15"	"212000"	""	"[green]陷阱[white]触发后对目标造成[green]30%[white]的减速效果，持续[green]3[white]秒"	""	"2120"	""	""	""	""	""	
"212100"	"陷阱-火陷阱"	""	"skill2,yuansuxianjing"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"2121"	"0"	"1"	""	"2"	"15"	"212100"	""	"[green]陷阱[white]爆炸后对目标造成持续[green]3[white]秒，每秒结算[green]25%[white]火属性物理伤害的效果"	""	"2120"	""	""	""	""	""	
"212200"	"陷阱-雷陷阱"	""	"skill2,yuansuxianjing"	"dragon_tianfu_2013.10,zhuanleishanghai_l"	"2122"	"0"	"1"	""	"2"	"15"	"212200"	""	"[green]陷阱[white]激活后一次性对目标造成[green]${0},7$[white]雷属性物理伤害"	"[[`talent_type_id`,2,212200,`oper_val`]]"	"2120"	""	""	""	""	""	
"213000"	"毒箭守卫-伤害加深"	""	"skill2,dusheshouwei"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"2130"	"0"	"1"	""	"2"	"15"	"213000"	""	"[green]毒箭守卫[white]每次物理伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,213000,`oper_val`]]"	"2130"	""	""	""	""	""	
"213100"	"毒箭守卫-持续炮塔"	""	"skill2,dusheshouwei"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"2131"	"0"	"1"	""	"2"	"15"	"213100"	""	"[green]毒箭守卫[white]的持续时间提升[green]${0},8$[white]秒"	"[[`talent_type_id`,2,213100,`oper_val`]]"	"2130"	""	""	""	""	""	
"300000"	"冰之铠甲-破碎甲"	""	"skill2,bingjia"	"dragon_tianfu_2013.10,dongjiexiaoguo_l"	"3000"	"0"	"1"	""	"4"	"15"	"300000"	""	"[green]冰之铠甲[white]被击碎时有[green]50%[white]的几率释放一次冰霜新星"	""	"3000"	""	""	""	""	""	
"300100"	"冰之铠甲-冻结甲"	""	"skill2,bingjia"	"dragon_tianfu_2013.10,dongjiexiaoguo_l"	"3001"	"0"	"1"	""	"4"	"15"	"300100"	""	"[green]冰之铠甲[white]激活的状态下受到攻击时，攻击术师有[green]10%[white]的几率被冻在原地[green]1[white]秒"	""	"3000"	""	""	""	""	""	
"301000"	"极电之环-伤害加深"	""	"skill2,denglizichang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3010"	"0"	"1"	""	"4"	"15"	"301000"	""	"[green]极电之环[white]的单次法术攻击伤害上限提升[green]${0},9$[white]"	"[[`talent_type_id`,2,301000,`oper_val`]]"	"3010"	""	""	""	""	""	
"301100"	"极电之环-闪电之速"	""	"skill2,denglizichang"	"dragon_tianfu_2013.10,suduzengjia_l"	"3011"	"0"	"1"	""	"4"	"15"	"301100"	""	"[green]极电之环[white]释放过程中，角色的移动能力提高[green]30%[white]"	""	"3010"	""	""	""	""	""	
"301200"	"极电之环-强力"	""	"skill2,denglizichang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3012"	"0"	"1"	""	"4"	"15"	"301200"	""	"[green]极电之环[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,301200,`oper_val`]]"	"3010"	""	""	""	""	""	
"301210"	"极电之环-强力"	""	"skill2,denglizichang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3012"	"0"	"2"	""	"4"	"15"	"301210"	""	"[green]极电之环[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,301210,`oper_val`]]"	"3010"	""	""	""	""	""	
"301220"	"极电之环-强力"	""	"skill2,denglizichang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3012"	"0"	"3"	""	"4"	"15"	"301220"	""	"[green]极电之环[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,301220,`oper_val`]]"	"3010"	""	""	""	""	""	
"301230"	"极电之环-强力"	""	"skill2,denglizichang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3012"	"0"	"4"	""	"4"	"15"	"301230"	""	"[green]极电之环[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,301230,`oper_val`]]"	"3010"	""	""	""	""	""	
"301240"	"极电之环-强力"	""	"skill2,denglizichang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3012"	"0"	"5"	""	"4"	"15"	"301240"	""	"[green]极电之环[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,301240,`oper_val`]]"	"3010"	""	""	""	""	""	
"302000"	"飓风术-持久风暴"	""	"skill2,bingxuanfeng"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3020"	"0"	"1"	""	"4"	"15"	"302000"	""	"[green]飓风术[white]的持续时间增加[green]${0},8$[white]秒"	"[[`talent_type_id`,2,302100,`oper_val`]]"	"3020"	""	""	""	""	""	
"302100"	"飓风术-减速风暴"	""	"skill2,bingxuanfeng"	"dragon_tianfu_2013.10,jiansuxiaoguo_l"	"3021"	"0"	"1"	""	"4"	"15"	"302100"	""	"[green]飓风术[white]会对飓风攻击范围内的敌人造成[green]30%[white]减速，持续[green]3[white]秒"	""	"3020"	""	""	""	""	""	
"302200"	"飓风术-无尽"	""	"skill2,bingxuanfeng"	"dragon_tianfu_2013.10,ewainengliang_l"	"3022"	"0"	"1"	""	"4"	"15"	"302200"	""	"[green]飓风术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,302200,`oper_val`]]"	"3020"	""	""	""	""	""	
"302210"	"飓风术-无尽"	""	"skill2,bingxuanfeng"	"dragon_tianfu_2013.10,ewainengliang_l"	"3022"	"0"	"2"	""	"4"	"15"	"302210"	""	"[green]飓风术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,302210,`oper_val`]]"	"3020"	""	""	""	""	""	
"302220"	"飓风术-无尽"	""	"skill2,bingxuanfeng"	"dragon_tianfu_2013.10,ewainengliang_l"	"3022"	"0"	"3"	""	"4"	"15"	"302220"	""	"[green]飓风术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,302220,`oper_val`]]"	"3020"	""	""	""	""	""	
"302230"	"飓风术-无尽"	""	"skill2,bingxuanfeng"	"dragon_tianfu_2013.10,ewainengliang_l"	"3022"	"0"	"4"	""	"4"	"15"	"302230"	""	"[green]飓风术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,302230,`oper_val`]]"	"3020"	""	""	""	""	""	
"302240"	"飓风术-无尽"	""	"skill2,bingxuanfeng"	"dragon_tianfu_2013.10,ewainengliang_l"	"3022"	"0"	"5"	""	"4"	"15"	"302240"	""	"[green]飓风术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,302240,`oper_val`]]"	"3020"	""	""	""	""	""	
"303000"	"冰寒限界-霜寒"	""	"skill2,bingdongxinxing"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3030"	"0"	"1"	""	"4"	"15"	"303000"	""	"[green]冰寒限界[white]的减速效果持续时间增加[green]${0},8$[white]秒"	"[[`talent_type_id`,2,303000,`oper_val`]]"	"3030"	""	""	""	""	""	
"303100"	"冰寒限界-霜冻"	""	"skill2,bingdongxinxing"	"dragon_tianfu_2013.10,dongjiexiaoguo_l"	"3031"	"0"	"1"	""	"4"	"15"	"303100,303101"	""	"[green]冰寒限界[white]有[green]20%[white]几率将目标冻结在原地[green]2[white]秒"	""	"3030"	""	""	""	""	""	
"304000"	"电光锁链-不衰"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3040"	"0"	"1"	""	"4"	"15"	"304000"	""	"[green]电光锁链[white]每次跳跃后的法术伤害衰减降低[green]${0},7$[white]"	"[[`talent_type_id`,2,304000,`oper_val`]]"	"3040"	""	""	""	""	""	
"304010"	"电光锁链-不衰"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3040"	"0"	"2"	""	"4"	"15"	"304010"	""	"[green]电光锁链[white]每次跳跃后的法术伤害衰减降低[green]${0},7$[white]"	"[[`talent_type_id`,2,304010,`oper_val`]]"	"3040"	""	""	""	""	""	
"304020"	"电光锁链-不衰"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3040"	"0"	"3"	""	"4"	"15"	"304020"	""	"[green]电光锁链[white]每次跳跃后的法术伤害衰减降低[green]${0},7$[white]"	"[[`talent_type_id`,2,304020,`oper_val`]]"	"3040"	""	""	""	""	""	
"304030"	"电光锁链-不衰"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3040"	"0"	"4"	""	"4"	"15"	"304030"	""	"[green]电光锁链[white]每次跳跃后的法术伤害衰减降低[green]${0},7$[white]"	"[[`talent_type_id`,2,304030,`oper_val`]]"	"3040"	""	""	""	""	""	
"304040"	"电光锁链-不衰"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3040"	"0"	"5"	""	"4"	"15"	"304040"	""	"[green]电光锁链[white]每次跳跃后的法术伤害衰减降低[green]${0},7$[white]"	"[[`talent_type_id`,2,304040,`oper_val`]]"	"3040"	""	""	""	""	""	
"304100"	"电光锁链-连锁闪电"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,mubiaogeshu_l"	"3041"	"0"	"1"	""	"4"	"15"	"304100"	""	"[green]电光锁链[white]的跳跃次数上限增加至[green]${0},1$[white]次"	"[[`talent_type_id`,2,304100,`oper_val`]]"	"3040"	""	""	""	""	""	
"304200"	"电光锁链-强力"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3042"	"0"	"1"	""	"4"	"15"	"304200"	""	"[green]电光锁链[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,304200,`oper_val`]]"	"3040"	""	""	""	""	""	
"304210"	"电光锁链-强力"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3042"	"0"	"2"	""	"4"	"15"	"304210"	""	"[green]电光锁链[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,304210,`oper_val`]]"	"3040"	""	""	""	""	""	
"304220"	"电光锁链-强力"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3042"	"0"	"3"	""	"4"	"15"	"304220"	""	"[green]电光锁链[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,304220,`oper_val`]]"	"3040"	""	""	""	""	""	
"304230"	"电光锁链-强力"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3042"	"0"	"4"	""	"4"	"15"	"304230"	""	"[green]电光锁链[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,304230,`oper_val`]]"	"3040"	""	""	""	""	""	
"304240"	"电光锁链-强力"	""	"skill2,shandianlian"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3042"	"0"	"5"	""	"4"	"15"	"304240"	""	"[green]电光锁链[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,304240,`oper_val`]]"	"3040"	""	""	""	""	""	
"305000"	"雷神降临-风暴之眼"	""	"skill2,shandianfengbao"	"dragon_tianfu_2013.10,fanweizengjia_l"	"3050"	"0"	"1"	""	"4"	"15"	"305000"	""	"[green]雷神降临[white]的打击范围半径增加[green]${0},1$[white]米"	"[[`talent_type_id`,2,305000,`oper_val`]]"	"3050"	""	""	""	""	""	
"305100"	"雷神降临-风暴之速"	""	"skill2,shandianfengbao"	"dragon_tianfu_2013.10,suduzengjia_l"	"3051"	"0"	"1"	""	"4"	"15"	"305100"	""	"[green]雷神降临[white]释放期间法师自身的移动速度提升[green]20%[white]"	""	"3050"	""	""	""	""	""	
"305200"	"雷神降临-无情打击"	""	"skill2,shandianfengbao"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3052"	"0"	"1"	""	"4"	"15"	"305200"	""	"[green]雷神降临[white]的持续时间增加至[green]${0},8$[white]秒"	"[[`talent_type_id`,2,305200,`oper_val`]]"	"3050"	""	""	""	""	""	
"306000"	"地火术-持续"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3060"	"0"	"1"	""	"4"	"15"	"306000"	""	"[green]地火术[white]激发的烈焰持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,306000,`oper_val`]]"	"3060"	""	""	""	""	""	
"306010"	"地火术-持续"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3060"	"0"	"2"	""	"4"	"15"	"306010"	""	"[green]地火术[white]激发的烈焰持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,306010,`oper_val`]]"	"3060"	""	""	""	""	""	
"306020"	"地火术-持续"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3060"	"0"	"3"	""	"4"	"15"	"306020"	""	"[green]地火术[white]激发的烈焰持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,306020,`oper_val`]]"	"3060"	""	""	""	""	""	
"306030"	"地火术-持续"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3060"	"0"	"4"	""	"4"	"15"	"306030"	""	"[green]地火术[white]激发的烈焰持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,306030,`oper_val`]]"	"3060"	""	""	""	""	""	
"306040"	"地火术-持续"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,chixushijianzengjia_l"	"3060"	"0"	"5"	""	"4"	"15"	"306040"	""	"[green]地火术[white]激发的烈焰持续时间增加[green]${0},13$[white]秒"	"[[`talent_type_id`,2,306040,`oper_val`]]"	"3060"	""	""	""	""	""	
"306100"	"地火术-伤害加深"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3061"	"0"	"1"	""	"4"	"15"	"306100"	""	"[green]地火术[white]激发的烈焰造成的法术伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,306100,`oper_val`]]"	"3060"	""	""	""	""	""	
"306200"	"地火术-强力"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3062"	"0"	"1"	""	"4"	"15"	"306200"	""	"[green]地火术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,306200,`oper_val`]]"	"3060"	""	""	""	""	""	
"306210"	"地火术-强力"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3062"	"0"	"2"	""	"4"	"15"	"306210"	""	"[green]地火术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,306210,`oper_val`]]"	"3060"	""	""	""	""	""	
"306220"	"地火术-强力"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3062"	"0"	"3"	""	"4"	"15"	"306220"	""	"[green]地火术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,306220,`oper_val`]]"	"3060"	""	""	""	""	""	
"306230"	"地火术-强力"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3062"	"0"	"4"	""	"4"	"15"	"306230"	""	"[green]地火术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,306230,`oper_val`]]"	"3060"	""	""	""	""	""	
"306240"	"地火术-强力"	""	"skill2,rongyanpengfa"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3062"	"0"	"5"	""	"4"	"15"	"306240"	""	"[green]地火术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,306240,`oper_val`]]"	"3060"	""	""	""	""	""	
"307000"	"冰刺术-穿透"	""	"skill2,bingqiang"	"dragon_tianfu_2013.10,mubiaogeshu_l"	"3070"	"0"	"1"	""	"4"	"15"	"307000"	""	"[green]冰刺术[white]可攻击的目标个数提升[green]${0},1$[white]个"	"[[`talent_type_id`,2,307000,`oper_val`]]"	"3070"	""	""	""	""	""	
"307100"	"冰刺术-爆破"	""	"skill2,bingqiang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3071"	"0"	"1"	""	"4"	"15"	""	""	"[green]冰刺术[white]对于被冻结的目标造成的伤害提升至[green]200%[white]"	""	"3070"	""	""	""	""	""	
"307200"	"冰刺术-强力"	""	"skill2,bingqiang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3072"	"0"	"1"	""	"4"	"15"	"307200"	""	"[green]冰刺术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,307200,`oper_val`]]"	"3070"	""	""	""	""	""	
"307210"	"冰刺术-强力"	""	"skill2,bingqiang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3072"	"0"	"2"	""	"4"	"15"	"307210"	""	"[green]冰刺术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,307210,`oper_val`]]"	"3070"	""	""	""	""	""	
"307220"	"冰刺术-强力"	""	"skill2,bingqiang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3072"	"0"	"3"	""	"4"	"15"	"307220"	""	"[green]冰刺术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,307220,`oper_val`]]"	"3070"	""	""	""	""	""	
"307230"	"冰刺术-强力"	""	"skill2,bingqiang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3072"	"0"	"4"	""	"4"	"15"	"307230"	""	"[green]冰刺术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,307230,`oper_val`]]"	"3070"	""	""	""	""	""	
"307240"	"冰刺术-强力"	""	"skill2,bingqiang"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3072"	"0"	"5"	""	"4"	"15"	"307240"	""	"[green]冰刺术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,307240,`oper_val`]]"	"3070"	""	""	""	""	""	
"310000"	"瞬移-降低CD"	""	"skill2,shunyi"	"dragon_tianfu_2013.10,jiancd_l"	"3100"	"0"	"1"	""	"4"	"15"	"310000"	""	"[green]瞬移[white]的冷却CD缩减[green]${0},8$[white]秒"	"[[`talent_type_id`,2,310000,`oper_val`]]"	"3100"	""	""	""	""	""	
"310100"	"瞬移-增加距离"	""	"skill2,shunyi"	"dragon_tianfu_2013.10,ewainengliang_l"	"3101"	"0"	"1"	""	"4"	"15"	"310100"	""	"[green]瞬移[white]的闪现距离增加[green]${0},1$[white]米"	"[[`talent_type_id`,2,310100,`oper_val`]]"	"3100"	""	""	""	""	""	
"311000"	"火鸟术-伤害加深"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3110"	"0"	"1"	""	"4"	"15"	"311000"	""	"[green]火鸟术[white]的爆炸法术攻击伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,311000,`oper_val`]]"	"3110"	""	""	""	""	""	
"311100"	"火鸟术-炙热"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"3111"	"0"	"1"	""	"4"	"15"	"311100,311101"	""	"[green]火鸟术[white]击中的目标在[green]3[white]秒内还会受到法术伤害的[green]9%[white]的转化的火伤害"	""	"3110"	""	""	""	""	""	
"311110"	"火鸟术-炙热"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"3111"	"0"	"2"	""	"4"	"15"	"311110,311101"	""	"[green]火鸟术[white]击中的目标在[green]3[white]秒内还会受到法术伤害的[green]18%[white]的转化的火伤害"	""	"3110"	""	""	""	""	""	
"311120"	"火鸟术-炙热"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"3111"	"0"	"3"	""	"4"	"15"	"311120,311101"	""	"[green]火鸟术[white]击中的目标在[green]3[white]秒内还会受到法术伤害的[green]27%[white]的转化的火伤害"	""	"3110"	""	""	""	""	""	
"311130"	"火鸟术-炙热"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"3111"	"0"	"4"	""	"4"	"15"	"311130,311101"	""	"[green]火鸟术[white]击中的目标在[green]3[white]秒内还会受到法术伤害的[green]36%[white]的转化的火伤害"	""	"3110"	""	""	""	""	""	
"311140"	"火鸟术-炙热"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,zhuanhuoshanghai_l"	"3111"	"0"	"5"	""	"4"	"15"	"311140,311101"	""	"[green]火鸟术[white]击中的目标在[green]3[white]秒内还会受到法术伤害的[green]45%[white]的转化的火伤害"	""	"3110"	""	""	""	""	""	
"311200"	"火鸟术-强力"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3112"	"0"	"1"	""	"4"	"15"	"311200"	""	"[green]火鸟术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,311200,`oper_val`]]"	"3110"	""	""	""	""	""	
"311210"	"火鸟术-强力"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3112"	"0"	"2"	""	"4"	"15"	"311210"	""	"[green]火鸟术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,311210,`oper_val`]]"	"3110"	""	""	""	""	""	
"311220"	"火鸟术-强力"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3112"	"0"	"3"	""	"4"	"15"	"311220"	""	"[green]火鸟术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,311220,`oper_val`]]"	"3110"	""	""	""	""	""	
"311230"	"火鸟术-强力"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3112"	"0"	"4"	""	"4"	"15"	"311230"	""	"[green]火鸟术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,311230,`oper_val`]]"	"3110"	""	""	""	""	""	
"311240"	"火鸟术-强力"	""	"skill2,huoniao"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3112"	"0"	"5"	""	"4"	"15"	"311240"	""	"[green]火鸟术[white]造成的魔法伤害提升[green]${0},1$[white]点"	"[[`talent_type_id`,2,311240,`oper_val`]]"	"3110"	""	""	""	""	""	
"312000"	"冰雪王冠-伤害加深"	""	"skill2,binheshiji"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3120"	"0"	"1"	""	"4"	"15"	"312000,312001,312002"	""	"[green]冰雪王冠[white]造成的单次法术攻击伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,312000,`oper_val`]]"	"3120"	""	""	""	""	""	
"312100"	"冰雪王冠-极寒之殇"	""	"skill2,binheshiji"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3121"	"0"	"1"	""	"4"	"15"	"312100,312101"	""	"[green]冰雪王冠[white]击中的目标死亡后会产生爆炸效果，对周围5米范围内造成[green]100%[white]额外法术攻击伤害"	""	"3120"	""	""	""	""	""	
"314000"	"耀光震颤-急速冷却"	""	"skill2,huoyanchongji"	"dragon_tianfu_2013.10,jiancd_l"	"3140"	"0"	"1"	""	"4"	"15"	"314000"	""	"[green]耀光震颤[white]的冷却时间减少[green]${0},8$[white]秒"	"[[`talent_type_id`,2,314000,`oper_val`]]"	"3140"	""	""	""	""	""	
"314100"	"耀光震颤-强力眩晕"	""	"skill2,huoyanchongji"	"dragon_tianfu_2013.10,jiyunxiaoguo_l"	"3141"	"0"	"1"	""	"4"	"15"	"314100"	""	"[green]耀光震颤[white]造成的眩晕效果增加[green]${0},8$[white]秒"	"[[`talent_type_id`,2,314100,`oper_val`]]"	"3140"	""	""	""	""	""	
"315000"	"烈焰流星雨-群星"	""	"skill2,liuxingyu"	"dragon_tianfu_2013.10,mubiaogeshu_l"	"3150"	"0"	"1"	""	"4"	"15"	"315000"	""	"[green]烈焰流星雨[white]召唤的流星雨坠落次数增加[green]${0},1$[white]次"	"[[`talent_type_id`,2,315000,`oper_val`]]"	"3150"	""	""	""	""	""	
"315100"	"烈焰流星雨-伤害加深"	""	"skill2,liuxingyu"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3151"	"0"	"1"	""	"4"	"15"	"315100"	""	"[green]烈焰流星雨[white]召唤的流星雨单次法术攻击伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,315100,`oper_val`]]"	"3150"	""	""	""	""	""	
"316000"	"雷击术-伤害加深"	""	"skill2,leiji"	"dragon_tianfu_2013.10,shanghaizengjia_l"	"3160"	"0"	"1"	""	"4"	"15"	"316000"	""	"[green]雷击术[white]的雷击法术攻击伤害提升[green]${0},9$[white]"	"[[`talent_type_id`,2,316000,`oper_val`]]"	"3160"	""	""	""	""	""	
"316100"	"雷击术-无尽"	""	"skill2,leiji"	"dragon_tianfu_2013.10,ewainengliang_l"	"3161"	"0"	"1"	""	"4"	"15"	"316100"	""	"[green]雷击术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,316100,`oper_val`]]"	"3160"	""	""	""	""	""	
"316110"	"雷击术-无尽"	""	"skill2,leiji"	"dragon_tianfu_2013.10,ewainengliang_l"	"3161"	"0"	"2"	""	"4"	"15"	"316110"	""	"[green]雷击术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,316110,`oper_val`]]"	"3160"	""	""	""	""	""	
"316120"	"雷击术-无尽"	""	"skill2,leiji"	"dragon_tianfu_2013.10,ewainengliang_l"	"3161"	"0"	"3"	""	"4"	"15"	"316120"	""	"[green]雷击术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,316120,`oper_val`]]"	"3160"	""	""	""	""	""	
"316130"	"雷击术-无尽"	""	"skill2,leiji"	"dragon_tianfu_2013.10,ewainengliang_l"	"3161"	"0"	"4"	""	"4"	"15"	"316130"	""	"[green]雷击术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,316130,`oper_val`]]"	"3160"	""	""	""	""	""	
"316140"	"雷击术-无尽"	""	"skill2,leiji"	"dragon_tianfu_2013.10,ewainengliang_l"	"3161"	"0"	"5"	""	"4"	"15"	"316140"	""	"[green]雷击术[white]击中目标后自身立刻恢复[green]${0},1$[white]点术元粒"	"[[`talent_type_id`,2,316140,`oper_val`]]"	"3160"	""	""	""	""	""	
