"等级（最细碎的等级）"	"升级所需材料ID"	"单次修炼所需材料数量（不能升级时必须为0）"	"升下阶段所需总材料数量（在第n级的行中填写的是从n升到n+1所需材料数量）"	"等级倍数"	
"1100"	"100101"	"30"	"270"	"532.370000"	
"1101"	"100101"	"30"	"270"	"534.450000"	
"1102"	"100101"	"30"	"270"	"536.530000"	
"1103"	"100101"	"30"	"270"	"538.620000"	
"1104"	"100101"	"30"	"270"	"540.700000"	
"1105"	"100101"	"30"	"270"	"542.780000"	
"1106"	"100101"	"30"	"270"	"544.870000"	
"1107"	"100101"	"30"	"270"	"546.950000"	
"1108"	"100101"	"30"	"270"	"549.030000"	
"1109"	"100101"	"30"	"270"	"551.120000"	
"1110"	"100101"	"30"	"270"	"553.200000"	
"1111"	"100101"	"30"	"270"	"555.280000"	
"1112"	"100101"	"30"	"270"	"557.370000"	
"1113"	"100101"	"30"	"270"	"559.450000"	
"1114"	"100101"	"30"	"270"	"561.530000"	
"1115"	"100101"	"30"	"270"	"563.620000"	
"1116"	"100101"	"30"	"270"	"565.700000"	
"1117"	"100101"	"30"	"270"	"567.780000"	
"1118"	"100101"	"30"	"270"	"569.870000"	
"1119"	"100101"	"30"	"270"	"571.950000"	
"1120"	"100101"	"30"	"270"	"574.030000"	
"1121"	"100101"	"30"	"270"	"576.120000"	
"1122"	"100101"	"30"	"270"	"578.200000"	
"1123"	"100101"	"30"	"270"	"580.280000"	
"1124"	"100101"	"30"	"270"	"582.370000"	
"1125"	"100101"	"30"	"270"	"584.450000"	
"1126"	"100101"	"30"	"270"	"586.530000"	
"1127"	"100101"	"30"	"270"	"588.620000"	
"1128"	"100101"	"30"	"270"	"590.700000"	
"1129"	"100101"	"30"	"270"	"592.780000"	
"1130"	"100101"	"30"	"270"	"594.870000"	
"1131"	"100101"	"30"	"270"	"596.950000"	
"1132"	"100101"	"30"	"270"	"599.030000"	
"1133"	"100101"	"30"	"270"	"601.120000"	
"1134"	"100101"	"35"	"315"	"603.200000"	
"1135"	"100101"	"35"	"315"	"605.280000"	
"1136"	"100101"	"35"	"315"	"607.370000"	
"1137"	"100101"	"35"	"315"	"609.450000"	
"1138"	"100101"	"35"	"315"	"611.530000"	
"1139"	"100101"	"35"	"315"	"613.620000"	
"1140"	"100101"	"35"	"315"	"615.700000"	
"1141"	"100101"	"35"	"315"	"617.780000"	
"1142"	"100101"	"35"	"315"	"619.870000"	
"1143"	"100101"	"35"	"315"	"621.950000"	
"1144"	"100101"	"35"	"315"	"624.030000"	
"1145"	"100101"	"35"	"315"	"626.120000"	
"1146"	"100101"	"35"	"315"	"628.200000"	
"1147"	"100101"	"35"	"315"	"630.280000"	
"1148"	"100101"	"35"	"315"	"632.370000"	
"1149"	"100101"	"35"	"315"	"634.450000"	
"1150"	"100101"	"35"	"315"	"636.530000"	
"1151"	"100101"	"35"	"315"	"638.620000"	
"1152"	"100101"	"35"	"315"	"640.700000"	
"1153"	"100101"	"35"	"315"	"642.780000"	
"1154"	"100101"	"35"	"315"	"644.870000"	
"1155"	"100101"	"35"	"315"	"646.950000"	
"1156"	"100101"	"35"	"315"	"649.030000"	
"1157"	"100101"	"35"	"315"	"651.120000"	
"1158"	"100101"	"35"	"315"	"653.200000"	
"1159"	"100101"	"35"	"315"	"655.280000"	
"1160"	"100101"	"35"	"315"	"657.370000"	
"1161"	"100101"	"35"	"315"	"659.450000"	
"1162"	"100101"	"35"	"315"	"661.530000"	
"1163"	"100101"	"35"	"315"	"663.620000"	
"1164"	"100101"	"35"	"315"	"665.700000"	
"1165"	"100101"	"35"	"315"	"667.780000"	
"1166"	"100101"	"35"	"315"	"669.870000"	
"1167"	"100101"	"35"	"315"	"671.950000"	
"1168"	"100101"	"35"	"315"	"674.030000"	
"1169"	"100101"	"35"	"315"	"676.120000"	
"1170"	"100101"	"35"	"315"	"678.200000"	
"1171"	"100101"	"35"	"315"	"680.280000"	
"1172"	"100101"	"35"	"315"	"682.370000"	
"1173"	"100101"	"35"	"315"	"684.450000"	
"1174"	"100101"	"35"	"315"	"686.530000"	
"1175"	"100101"	"35"	"315"	"688.620000"	
"1176"	"100101"	"35"	"315"	"690.700000"	
"1177"	"100101"	"35"	"315"	"692.780000"	
"1178"	"100101"	"35"	"315"	"694.870000"	
"1179"	"100101"	"35"	"315"	"696.950000"	
"1180"	"100101"	"35"	"315"	"699.030000"	
"1181"	"100101"	"35"	"315"	"701.120000"	
"1182"	"100101"	"40"	"360"	"703.200000"	
"1183"	"100101"	"40"	"360"	"705.280000"	
"1184"	"100101"	"40"	"360"	"707.370000"	
"1185"	"100101"	"40"	"360"	"709.450000"	
"1186"	"100101"	"40"	"360"	"711.530000"	
"1187"	"100101"	"40"	"360"	"713.620000"	
"1188"	"100101"	"40"	"360"	"715.700000"	
"1189"	"100101"	"40"	"360"	"717.780000"	
"1190"	"100101"	"40"	"360"	"719.870000"	
"1191"	"100101"	"40"	"360"	"721.950000"	
"1192"	"100101"	"40"	"360"	"724.030000"	
"1193"	"100101"	"40"	"360"	"726.120000"	
"1194"	"100101"	"40"	"360"	"728.200000"	
"1195"	"100101"	"40"	"360"	"730.280000"	
"1196"	"100101"	"40"	"360"	"732.370000"	
"1197"	"100101"	"40"	"360"	"734.450000"	
"1198"	"100101"	"40"	"360"	"736.530000"	
"1199"	"100101"	"40"	"360"	"738.620000"	
"1200"	"100101"	"40"	"360"	"740.700000"	
"1201"	"100101"	"40"	"360"	"742.780000"	
"1202"	"100101"	"40"	"360"	"744.870000"	
"1203"	"100101"	"40"	"360"	"746.950000"	
"1204"	"100101"	"40"	"360"	"749.030000"	
"1205"	"100101"	"40"	"360"	"751.120000"	
"1206"	"100101"	"40"	"360"	"753.200000"	
"1207"	"100101"	"40"	"360"	"755.280000"	
"1208"	"100101"	"40"	"360"	"757.370000"	
"1209"	"100101"	"40"	"360"	"759.450000"	
"1210"	"100101"	"40"	"360"	"761.530000"	
"1211"	"100101"	"40"	"360"	"763.620000"	
"1212"	"100101"	"40"	"360"	"765.700000"	
"1213"	"100101"	"40"	"360"	"767.780000"	
"1214"	"100101"	"40"	"360"	"769.870000"	
"1215"	"100101"	"40"	"360"	"771.950000"	
"1216"	"100101"	"40"	"360"	"774.030000"	
"1217"	"100101"	"40"	"360"	"776.120000"	
"1218"	"100101"	"45"	"405"	"778.200000"	
"1219"	"100101"	"45"	"405"	"780.280000"	
"1220"	"100101"	"45"	"405"	"782.370000"	
"1221"	"100101"	"45"	"405"	"784.450000"	
"1222"	"100101"	"45"	"405"	"786.530000"	
"1223"	"100101"	"45"	"405"	"788.620000"	
"1224"	"100101"	"45"	"405"	"790.700000"	
"1225"	"100101"	"45"	"405"	"792.780000"	
"1226"	"100101"	"45"	"405"	"794.870000"	
"1227"	"100101"	"45"	"405"	"796.950000"	
"1228"	"100101"	"45"	"405"	"799.030000"	
"1229"	"100101"	"45"	"405"	"801.120000"	
"1230"	"100101"	"45"	"405"	"803.200000"	
"1231"	"100101"	"45"	"405"	"805.280000"	
"1232"	"100101"	"45"	"405"	"807.370000"	
"1233"	"100101"	"45"	"405"	"809.450000"	
"1234"	"100101"	"45"	"405"	"811.530000"	
"1235"	"100101"	"45"	"405"	"813.620000"	
"1236"	"100101"	"45"	"405"	"815.700000"	
"1237"	"100101"	"45"	"405"	"817.780000"	
"1238"	"100101"	"45"	"405"	"819.870000"	
"1239"	"100101"	"45"	"405"	"821.950000"	
"1240"	"100101"	"45"	"405"	"824.030000"	
"1241"	"100101"	"45"	"405"	"826.120000"	
"1242"	"100101"	"45"	"405"	"828.200000"	
"1243"	"100101"	"45"	"405"	"830.280000"	
"1244"	"100101"	"45"	"405"	"832.370000"	
"1245"	"100101"	"45"	"405"	"834.450000"	
"1246"	"100101"	"45"	"405"	"836.530000"	
"1247"	"100101"	"45"	"405"	"838.620000"	
"1248"	"100101"	"50"	"450"	"840.700000"	
"1249"	"100101"	"50"	"450"	"842.780000"	
"1250"	"100101"	"50"	"450"	"844.870000"	
"1251"	"100101"	"50"	"450"	"846.950000"	
"1252"	"100101"	"50"	"450"	"849.030000"	
"1253"	"100101"	"50"	"450"	"851.120000"	
"1254"	"100101"	"50"	"450"	"853.200000"	
"1255"	"100101"	"50"	"450"	"855.280000"	
"1256"	"100101"	"50"	"450"	"857.370000"	
"1257"	"100101"	"50"	"450"	"859.450000"	
"1258"	"100101"	"50"	"450"	"861.530000"	
"1259"	"100101"	"50"	"450"	"863.620000"	
"1260"	"100101"	"50"	"450"	"865.700000"	
"1261"	"100101"	"50"	"450"	"867.780000"	
"1262"	"100101"	"50"	"450"	"869.870000"	
"1263"	"100101"	"50"	"450"	"871.950000"	
"1264"	"100101"	"50"	"450"	"874.030000"	
"1265"	"100101"	"50"	"450"	"876.120000"	
"1266"	"100101"	"50"	"450"	"878.200000"	
"1267"	"100101"	"50"	"450"	"880.280000"	
"1268"	"100101"	"50"	"450"	"882.370000"	
"1269"	"100101"	"50"	"450"	"884.450000"	
"1270"	"100101"	"50"	"450"	"886.530000"	
"1271"	"100101"	"50"	"450"	"888.620000"	
"1272"	"100101"	"50"	"450"	"890.700000"	
"1273"	"100101"	"50"	"450"	"892.780000"	
"1274"	"100101"	"50"	"450"	"894.870000"	
"1275"	"100101"	"50"	"450"	"896.950000"	
"1276"	"100101"	"50"	"450"	"899.030000"	
"1277"	"100101"	"50"	"450"	"901.120000"	
"1278"	"100101"	"50"	"450"	"903.200000"	
"1279"	"100101"	"50"	"450"	"905.280000"	
"1280"	"100101"	"50"	"450"	"907.370000"	
"1281"	"100101"	"50"	"450"	"909.450000"	
"1282"	"100101"	"50"	"450"	"911.530000"	
"1283"	"100101"	"50"	"450"	"913.620000"	
"1284"	"100101"	"55"	"495"	"915.700000"	
"1285"	"100101"	"55"	"495"	"917.780000"	
"1286"	"100101"	"55"	"495"	"919.870000"	
"1287"	"100101"	"55"	"495"	"921.950000"	
"1288"	"100101"	"55"	"495"	"924.030000"	
"1289"	"100101"	"55"	"495"	"926.120000"	
"1290"	"100101"	"55"	"495"	"928.200000"	
"1291"	"100101"	"55"	"495"	"930.280000"	
"1292"	"100101"	"55"	"495"	"932.370000"	
"1293"	"100101"	"55"	"495"	"934.450000"	
"1294"	"100101"	"55"	"495"	"936.530000"	
"1295"	"100101"	"55"	"495"	"938.620000"	
"1296"	"100101"	"55"	"495"	"940.700000"	
"1297"	"100101"	"55"	"495"	"942.780000"	
"1298"	"100101"	"55"	"495"	"944.870000"	
"1299"	"100101"	"55"	"495"	"946.950000"	
"1300"	"100101"	"55"	"495"	"949.030000"	
"1301"	"100101"	"55"	"495"	"951.120000"	
"1302"	"100101"	"55"	"495"	"953.200000"	
"1303"	"100101"	"55"	"495"	"955.280000"	
"1304"	"100101"	"55"	"495"	"957.370000"	
"1305"	"100101"	"55"	"495"	"959.450000"	
"1306"	"100101"	"55"	"495"	"961.530000"	
"1307"	"100101"	"55"	"495"	"963.620000"	
"1308"	"100101"	"55"	"495"	"965.700000"	
"1309"	"100101"	"55"	"495"	"967.780000"	
"1310"	"100101"	"55"	"495"	"969.870000"	
"1311"	"100101"	"55"	"495"	"971.950000"	
"1312"	"100101"	"55"	"495"	"974.030000"	
"1313"	"100101"	"55"	"495"	"976.120000"	
"1314"	"100101"	"60"	"540"	"978.200000"	
"1315"	"100101"	"60"	"540"	"980.280000"	
"1316"	"100101"	"60"	"540"	"982.370000"	
"1317"	"100101"	"60"	"540"	"984.450000"	
"1318"	"100101"	"60"	"540"	"986.530000"	
"1319"	"100101"	"60"	"540"	"988.620000"	
"1320"	"100101"	"60"	"540"	"990.700000"	
"1321"	"100101"	"60"	"540"	"992.780000"	
"1322"	"100101"	"60"	"540"	"994.870000"	
"1323"	"100101"	"60"	"540"	"996.950000"	
"1324"	"100101"	"60"	"540"	"999.030000"	
"1325"	"100101"	"60"	"540"	"1001.120000"	
"1326"	"100101"	"60"	"540"	"1003.200000"	
"1327"	"100101"	"60"	"540"	"1005.280000"	
"1328"	"100101"	"60"	"540"	"1007.370000"	
"1329"	"100101"	"60"	"540"	"1009.450000"	
"1330"	"100101"	"60"	"540"	"1011.530000"	
"1331"	"100101"	"60"	"540"	"1013.620000"	
"1332"	"100101"	"65"	"585"	"1015.700000"	
"1333"	"100101"	"65"	"585"	"1017.780000"	
"1334"	"100101"	"65"	"585"	"1019.870000"	
"1335"	"100101"	"65"	"585"	"1021.950000"	
"1336"	"100101"	"65"	"585"	"1024.030000"	
"1337"	"100101"	"65"	"585"	"1026.120000"	
"1338"	"100101"	"65"	"585"	"1028.200000"	
"1339"	"100101"	"65"	"585"	"1030.280000"	
"1340"	"100101"	"65"	"585"	"1032.370000"	
"1341"	"100101"	"65"	"585"	"1034.450000"	
"1342"	"100101"	"65"	"585"	"1036.530000"	
"1343"	"100101"	"65"	"585"	"1038.620000"	
"1344"	"100101"	"65"	"585"	"1040.700000"	
"1345"	"100101"	"65"	"585"	"1042.780000"	
"1346"	"100101"	"65"	"585"	"1044.870000"	
"1347"	"100101"	"65"	"585"	"1046.950000"	
"1348"	"100101"	"65"	"585"	"1049.030000"	
"1349"	"100101"	"65"	"585"	"1051.120000"	
"1350"	"100101"	"65"	"585"	"1053.200000"	
"1351"	"100101"	"65"	"585"	"1055.280000"	
"1352"	"100101"	"65"	"585"	"1057.370000"	
"1353"	"100101"	"65"	"585"	"1059.450000"	
"1354"	"100101"	"65"	"585"	"1061.530000"	
"1355"	"100101"	"65"	"585"	"1063.620000"	
"1356"	"100101"	"70"	"630"	"1065.700000"	
"1357"	"100101"	"70"	"630"	"1067.780000"	
"1358"	"100101"	"70"	"630"	"1069.870000"	
"1359"	"100101"	"70"	"630"	"1071.950000"	
"1360"	"100101"	"70"	"630"	"1074.030000"	
"1361"	"100101"	"70"	"630"	"1076.120000"	
"1362"	"100101"	"70"	"630"	"1078.200000"	
"1363"	"100101"	"70"	"630"	"1080.280000"	
"1364"	"100101"	"70"	"630"	"1082.370000"	
"1365"	"100101"	"70"	"630"	"1084.450000"	
"1366"	"100101"	"70"	"630"	"1086.530000"	
"1367"	"100101"	"70"	"630"	"1088.620000"	
"1368"	"100101"	"70"	"630"	"1090.700000"	
"1369"	"100101"	"70"	"630"	"1092.780000"	
"1370"	"100101"	"70"	"630"	"1094.870000"	
"1371"	"100101"	"70"	"630"	"1096.950000"	
"1372"	"100101"	"70"	"630"	"1099.030000"	
"1373"	"100101"	"70"	"630"	"1101.120000"	
"1374"	"100101"	"75"	"675"	"1103.200000"	
"1375"	"100101"	"75"	"675"	"1105.280000"	
"1376"	"100101"	"75"	"675"	"1107.370000"	
"1377"	"100101"	"75"	"675"	"1109.450000"	
"1378"	"100101"	"75"	"675"	"1111.530000"	
"1379"	"100101"	"75"	"675"	"1113.620000"	
"1380"	"100101"	"75"	"675"	"1115.700000"	
"1381"	"100101"	"75"	"675"	"1117.780000"	
"1382"	"100101"	"75"	"675"	"1119.870000"	
"1383"	"100101"	"75"	"675"	"1121.950000"	
"1384"	"100101"	"75"	"675"	"1124.030000"	
"1385"	"100101"	"75"	"675"	"1126.120000"	
"1386"	"100101"	"75"	"675"	"1128.200000"	
"1387"	"100101"	"75"	"675"	"1130.280000"	
"1388"	"100101"	"75"	"675"	"1132.370000"	
"1389"	"100101"	"75"	"675"	"1134.450000"	
"1390"	"100101"	"75"	"675"	"1136.530000"	
"1391"	"100101"	"75"	"675"	"1138.620000"	
"1392"	"100101"	"80"	"720"	"1140.700000"	
"1393"	"100101"	"80"	"720"	"1142.780000"	
"1394"	"100101"	"80"	"720"	"1144.870000"	
"1395"	"100101"	"80"	"720"	"1146.950000"	
"1396"	"100101"	"80"	"720"	"1149.030000"	
"1397"	"100101"	"80"	"720"	"1151.120000"	
"1398"	"100101"	"80"	"720"	"1153.200000"	
"1399"	"100101"	"80"	"720"	"1155.280000"	
"1400"	"100101"	"80"	"720"	"1157.370000"	
"1401"	"100101"	"80"	"720"	"1159.450000"	
"1402"	"100101"	"80"	"720"	"1161.530000"	
"1403"	"100101"	"80"	"720"	"1163.620000"	
"1404"	"100101"	"80"	"720"	"1165.700000"	
"1405"	"100101"	"80"	"720"	"1167.780000"	
"1406"	"100101"	"80"	"720"	"1169.870000"	
"1407"	"100101"	"80"	"720"	"1171.950000"	
"1408"	"100101"	"80"	"720"	"1174.030000"	
"1409"	"100101"	"80"	"720"	"1176.120000"	
"1410"	"100101"	"80"	"720"	"1178.200000"	
"1411"	"100101"	"80"	"720"	"1180.280000"	
"1412"	"100101"	"80"	"720"	"1182.370000"	
"1413"	"100101"	"80"	"720"	"1184.450000"	
"1414"	"100101"	"80"	"720"	"1186.530000"	
"1415"	"100101"	"80"	"720"	"1188.620000"	
"1416"	"100101"	"85"	"765"	"1190.700000"	
"1417"	"100101"	"85"	"765"	"1192.780000"	
"1418"	"100101"	"85"	"765"	"1194.870000"	
"1419"	"100101"	"85"	"765"	"1196.950000"	
"1420"	"100101"	"85"	"765"	"1199.030000"	
"1421"	"100101"	"85"	"765"	"1201.120000"	
"1422"	"100101"	"85"	"765"	"1203.200000"	
"1423"	"100101"	"85"	"765"	"1205.280000"	
"1424"	"100101"	"85"	"765"	"1207.370000"	
"1425"	"100101"	"85"	"765"	"1209.450000"	
"1426"	"100101"	"85"	"765"	"1211.530000"	
"1427"	"100101"	"85"	"765"	"1213.620000"	
"1428"	"100101"	"90"	"810"	"1215.700000"	
"1429"	"100101"	"90"	"810"	"1217.780000"	
"1430"	"100101"	"90"	"810"	"1219.870000"	
"1431"	"100101"	"90"	"810"	"1221.950000"	
"1432"	"100101"	"90"	"810"	"1224.030000"	
"1433"	"100101"	"90"	"810"	"1226.120000"	
"1434"	"100101"	"90"	"810"	"1228.200000"	
"1435"	"100101"	"90"	"810"	"1230.280000"	
"1436"	"100101"	"90"	"810"	"1232.370000"	
"1437"	"100101"	"90"	"810"	"1234.450000"	
"1438"	"100101"	"90"	"810"	"1236.530000"	
"1439"	"100101"	"90"	"810"	"1238.620000"	
"1440"	"100101"	"90"	"810"	"1240.700000"	
"1441"	"100101"	"90"	"810"	"1242.780000"	
"1442"	"100101"	"90"	"810"	"1244.870000"	
"1443"	"100101"	"90"	"810"	"1246.950000"	
"1444"	"100101"	"90"	"810"	"1249.030000"	
"1445"	"100101"	"90"	"810"	"1251.120000"	
"1446"	"100101"	"95"	"855"	"1253.200000"	
"1447"	"100101"	"95"	"855"	"1255.280000"	
"1448"	"100101"	"95"	"855"	"1257.370000"	
"1449"	"100101"	"95"	"855"	"1259.450000"	
"1450"	"100101"	"95"	"855"	"1261.530000"	
"1451"	"100101"	"95"	"855"	"1263.620000"	
"1452"	"100101"	"95"	"855"	"1265.700000"	
"1453"	"100101"	"95"	"855"	"1267.780000"	
"1454"	"100101"	"95"	"855"	"1269.870000"	
"1455"	"100101"	"95"	"855"	"1271.950000"	
"1456"	"100101"	"95"	"855"	"1274.030000"	
"1457"	"100101"	"95"	"855"	"1276.120000"	
"1458"	"100101"	"95"	"855"	"1278.200000"	
"1459"	"100101"	"95"	"855"	"1280.280000"	
"1460"	"100101"	"95"	"855"	"1282.370000"	
"1461"	"100101"	"95"	"855"	"1284.450000"	
"1462"	"100101"	"95"	"855"	"1286.530000"	
"1463"	"100101"	"95"	"855"	"1288.620000"	
"1464"	"100101"	"100"	"900"	"1290.700000"	
"1465"	"100101"	"100"	"900"	"1292.780000"	
"1466"	"100101"	"100"	"900"	"1294.870000"	
"1467"	"100101"	"100"	"900"	"1296.950000"	
"1468"	"100101"	"100"	"900"	"1299.030000"	
"1469"	"100101"	"100"	"900"	"1301.120000"	
"1470"	"100101"	"100"	"900"	"1303.200000"	
"1471"	"100101"	"100"	"900"	"1305.280000"	
"1472"	"100101"	"100"	"900"	"1307.370000"	
"1473"	"100101"	"100"	"900"	"1309.450000"	
"1474"	"100101"	"100"	"900"	"1311.530000"	
"1475"	"100101"	"100"	"900"	"1313.620000"	
"1476"	"100101"	"105"	"945"	"1315.700000"	
"1477"	"100101"	"105"	"945"	"1317.780000"	
"1478"	"100101"	"105"	"945"	"1319.870000"	
"1479"	"100101"	"105"	"945"	"1321.950000"	
"1480"	"100101"	"105"	"945"	"1324.030000"	
"1481"	"100101"	"105"	"945"	"1326.120000"	
"1482"	"100101"	"105"	"945"	"1328.200000"	
"1483"	"100101"	"105"	"945"	"1330.280000"	
"1484"	"100101"	"105"	"945"	"1332.370000"	
"1485"	"100101"	"105"	"945"	"1334.450000"	
"1486"	"100101"	"105"	"945"	"1336.530000"	
"1487"	"100101"	"105"	"945"	"1338.620000"	
"1488"	"100101"	"105"	"945"	"1340.700000"	
"1489"	"100101"	"105"	"945"	"1342.780000"	
"1490"	"100101"	"105"	"945"	"1344.870000"	
"1491"	"100101"	"105"	"945"	"1346.950000"	
"1492"	"100101"	"105"	"945"	"1349.030000"	
"1493"	"100101"	"105"	"945"	"1351.120000"	
"1494"	"100101"	"120"	"1200"	"1353.200000"	
"1495"	"100101"	"120"	"1200"	"1355.700000"	
"1496"	"100101"	"120"	"1200"	"1358.200000"	
"1497"	"100101"	"120"	"1200"	"1360.700000"	
"1498"	"100101"	"120"	"1200"	"1363.200000"	
"1499"	"100101"	"120"	"1200"	"1365.700000"	
"1500"	"100101"	"120"	"1200"	"1368.200000"	
"1501"	"100101"	"120"	"1200"	"1370.700000"	
"1502"	"100101"	"120"	"1200"	"1373.200000"	
"1503"	"100101"	"120"	"1200"	"1375.700000"	
"1504"	"100101"	"120"	"1200"	"1378.200000"	
"1505"	"100101"	"120"	"1200"	"1380.700000"	
"1506"	"100101"	"123"	"1230"	"1383.200000"	
"1507"	"100101"	"123"	"1230"	"1385.700000"	
"1508"	"100101"	"123"	"1230"	"1388.200000"	
"1509"	"100101"	"123"	"1230"	"1390.700000"	
"1510"	"100101"	"123"	"1230"	"1393.200000"	
"1511"	"100101"	"123"	"1230"	"1395.700000"	
"1512"	"100101"	"125"	"1250"	"1398.200000"	
"1513"	"100101"	"125"	"1250"	"1400.700000"	
"1514"	"100101"	"125"	"1250"	"1403.200000"	
"1515"	"100101"	"125"	"1250"	"1405.700000"	
"1516"	"100101"	"125"	"1250"	"1408.200000"	
"1517"	"100101"	"125"	"1250"	"1410.700000"	
"1518"	"100101"	"128"	"1280"	"1413.200000"	
"1519"	"100101"	"128"	"1280"	"1415.700000"	
"1520"	"100101"	"128"	"1280"	"1418.200000"	
"1521"	"100101"	"128"	"1280"	"1420.700000"	
"1522"	"100101"	"128"	"1280"	"1423.200000"	
"1523"	"100101"	"128"	"1280"	"1425.700000"	
"1524"	"100101"	"130"	"1300"	"1428.200000"	
"1525"	"100101"	"130"	"1300"	"1430.700000"	
"1526"	"100101"	"130"	"1300"	"1433.200000"	
"1527"	"100101"	"130"	"1300"	"1435.700000"	
"1528"	"100101"	"130"	"1300"	"1438.200000"	
"1529"	"100101"	"130"	"1300"	"1440.700000"	
"1530"	"100101"	"135"	"1350"	"1443.200000"	
"1531"	"100101"	"135"	"1350"	"1445.700000"	
"1532"	"100101"	"135"	"1350"	"1448.200000"	
"1533"	"100101"	"135"	"1350"	"1450.700000"	
"1534"	"100101"	"135"	"1350"	"1453.200000"	
"1535"	"100101"	"135"	"1350"	"1455.700000"	
"1536"	"100101"	"135"	"1350"	"1458.200000"	
"1537"	"100101"	"135"	"1350"	"1460.700000"	
"1538"	"100101"	"135"	"1350"	"1463.200000"	
"1539"	"100101"	"135"	"1350"	"1465.700000"	
"1540"	"100101"	"135"	"1350"	"1468.200000"	
"1541"	"100101"	"135"	"1350"	"1470.700000"	
"1542"	"100101"	"140"	"1400"	"1473.200000"	
"1543"	"100101"	"140"	"1400"	"1475.700000"	
"1544"	"100101"	"140"	"1400"	"1478.200000"	
"1545"	"100101"	"140"	"1400"	"1480.700000"	
"1546"	"100101"	"140"	"1400"	"1483.200000"	
"1547"	"100101"	"140"	"1400"	"1485.700000"	
"1548"	"100101"	"140"	"1400"	"1488.200000"	
"1549"	"100101"	"140"	"1400"	"1490.700000"	
"1550"	"100101"	"140"	"1400"	"1493.200000"	
"1551"	"100101"	"140"	"1400"	"1495.700000"	
"1552"	"100101"	"140"	"1400"	"1498.200000"	
"1553"	"100101"	"140"	"1400"	"1500.700000"	
"1554"	"100101"	"145"	"1450"	"1503.200000"	
"1555"	"100101"	"145"	"1450"	"1505.700000"	
"1556"	"100101"	"145"	"1450"	"1508.200000"	
"1557"	"100101"	"145"	"1450"	"1510.700000"	
"1558"	"100101"	"145"	"1450"	"1513.200000"	
"1559"	"100101"	"145"	"1450"	"1515.700000"	
"1560"	"100101"	"145"	"1450"	"1518.200000"	
"1561"	"100101"	"145"	"1450"	"1520.700000"	
"1562"	"100101"	"145"	"1450"	"1523.200000"	
"1563"	"100101"	"145"	"1450"	"1525.700000"	
"1564"	"100101"	"145"	"1450"	"1528.200000"	
"1565"	"100101"	"145"	"1450"	"1530.700000"	
"1566"	"100101"	"150"	"1500"	"1533.200000"	
"1567"	"100101"	"150"	"1500"	"1535.700000"	
"1568"	"100101"	"150"	"1500"	"1538.200000"	
"1569"	"100101"	"150"	"1500"	"1540.700000"	
"1570"	"100101"	"150"	"1500"	"1543.200000"	
"1571"	"100101"	"150"	"1500"	"1545.700000"	
"1572"	"100101"	"153"	"1530"	"1548.200000"	
"1573"	"100101"	"153"	"1530"	"1550.700000"	
"1574"	"100101"	"153"	"1530"	"1553.200000"	
"1575"	"100101"	"153"	"1530"	"1555.700000"	
"1576"	"100101"	"153"	"1530"	"1558.200000"	
"1577"	"100101"	"153"	"1530"	"1560.700000"	
"1578"	"100101"	"156"	"1560"	"1563.200000"	
"1579"	"100101"	"156"	"1560"	"1565.700000"	
"1580"	"100101"	"156"	"1560"	"1568.200000"	
"1581"	"100101"	"156"	"1560"	"1570.700000"	
"1582"	"100101"	"156"	"1560"	"1573.200000"	
"1583"	"100101"	"156"	"1560"	"1575.700000"	
"1584"	"100101"	"159"	"1590"	"1578.200000"	
"1585"	"100101"	"159"	"1590"	"1580.700000"	
"1586"	"100101"	"159"	"1590"	"1583.200000"	
"1587"	"100101"	"159"	"1590"	"1585.700000"	
"1588"	"100101"	"159"	"1590"	"1588.200000"	
"1589"	"100101"	"159"	"1590"	"1590.700000"	
"1590"	"100101"	"163"	"1630"	"1593.200000"	
"1591"	"100101"	"163"	"1630"	"1595.700000"	
"1592"	"100101"	"163"	"1630"	"1598.200000"	
"1593"	"100101"	"163"	"1630"	"1600.700000"	
"1594"	"100101"	"163"	"1630"	"1603.200000"	
"1595"	"100101"	"163"	"1630"	"1605.700000"	
"1596"	"100101"	"166"	"1660"	"1608.200000"	
"1597"	"100101"	"166"	"1660"	"1610.700000"	
"1598"	"100101"	"166"	"1660"	"1613.200000"	
"1599"	"100101"	"166"	"1660"	"1615.700000"	
"1600"	"100101"	"166"	"1660"	"1618.200000"	
"1601"	"100101"	"166"	"1660"	"1620.700000"	
"1602"	"100101"	"169"	"1690"	"1623.200000"	
"1603"	"100101"	"169"	"1690"	"1625.700000"	
"1604"	"100101"	"169"	"1690"	"1628.200000"	
"1605"	"100101"	"169"	"1690"	"1630.700000"	
"1606"	"100101"	"169"	"1690"	"1633.200000"	
"1607"	"100101"	"169"	"1690"	"1635.700000"	
"1608"	"100101"	"173"	"1730"	"1638.200000"	
"1609"	"100101"	"173"	"1730"	"1640.700000"	
"1610"	"100101"	"173"	"1730"	"1643.200000"	
"1611"	"100101"	"173"	"1730"	"1645.700000"	
"1612"	"100101"	"173"	"1730"	"1648.200000"	
"1613"	"100101"	"173"	"1730"	"1650.700000"	
"1614"	"100101"	"176"	"1760"	"1653.200000"	
"1615"	"100101"	"176"	"1760"	"1655.700000"	
"1616"	"100101"	"176"	"1760"	"1658.200000"	
"1617"	"100101"	"176"	"1760"	"1660.700000"	
