"刷新id"	"刷新方式（0：慢出可重生1：慢出不重生2：快出可重生3：快出不重生4：重复出生）"	"随机/顺序（0：随机1：顺序）"	"刷新间隔下限（单位：ms）"	"刷新间隔上限（单位：ms）"	"NPCID（刷新了什么NPC)"	"入口点(出生在哪个点)"	"层数（0-2147483647）"	"刷新缘由（0:场景创建,1:触发器）"	"刷新数量"	"随机角度左偏（单位：度）"	"随机角度右偏（单位：度）"	"随机距离"	"造物组"	"组群(仇恨连接)"	"组群Add"	"服务器控制按时间刷新开始时间"	"服务器控制按时间刷新结束时间"	"空闲移动0=无1=巡逻2=游荡3=组巡逻"	"巡逻点1"	"巡逻点2"	"巡逻点3"	"游荡距离"	"游荡休息时间（单位：ms）"	"出生脚本"	"出生表现"	"死亡脚本"	"掩码0x01=玩家死亡后重刷"	
"id"	"spawnType"	"spawnOrder"	"spawnTimeMin"	"spawnTimeMax"	"npcIDs"	"spawnPoint"	"layerid"	"spawnCause"	"num"	"randomAngleLeft"	"randomAngleRight"	"randomDistanceMax"	"creatureGroup"	"groupID"	"group_add"	"servSpawnStartTime"	"servSpawnEndTime"	"idleMotionType"	"patrol_1"	"patrol_2"	"patrol_3"	"wanderDistance"	"wanderRestTime"	"spawnScript"	"spawn_action"	"dead_script"	"flags"	
"int"	"int"	"int"	"int"	"int"	"int[]"	"string"	"int"	"int"	"int"	"int"	"int"	"float"	"int"	"int"	"bool"	"string"	"string"	"int"	"string"	"string"	"string"	"float"	"int[2]"	"string"	"int"	"string"	"int"	
"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"cs"	"cs"	"cs"	"cs"	"cs"	"s"	"cs"	"s"	"cs"	"cs"	"s"	"s"	"s"	"s"	"s"	"cs"	"s"	"cs"	"s"	"s"	
"50660004"	"3"	"1"	"200"	"1000"	"25251"	"scn5066_xiaoguai4"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50660005"	"3"	"1"	"200"	"1000"	"25251"	"scn5066_xiaoguai5"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50660006"	"3"	"1"	"200"	"1000"	"25251"	"scn5066_xiaoguai6"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50660007"	"3"	"1"	"200"	"1000"	"25253"	"scn5066_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50660008"	"3"	"1"	"200"	"1000"	"25254"	"scn5066_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50660009"	"3"	"1"	"200"	"1000"	"25252"	"scn5066_yuancheng1"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50660010"	"3"	"1"	"200"	"1000"	"25252"	"scn5066_yuancheng2"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50670001"	"3"	"1"	"200"	"1000"	"25301"	"scn5067_xiaoguai1"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50670002"	"3"	"1"	"200"	"1000"	"25301"	"scn5067_xiaoguai2"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50670003"	"3"	"1"	"200"	"1000"	"25301"	"scn5067_xiaoguai3"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50670004"	"3"	"1"	"200"	"1000"	"25301"	"scn5067_xiaoguai4"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50670005"	"3"	"1"	"200"	"1000"	"25301"	"scn5067_xiaoguai5"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50670006"	"3"	"1"	"200"	"1000"	"25301"	"scn5067_xiaoguai6"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50670007"	"3"	"1"	"200"	"1000"	"25303"	"scn5067_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50670008"	"3"	"1"	"200"	"1000"	"25304"	"scn5067_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50670009"	"3"	"1"	"200"	"1000"	"25302"	"scn5067_yuancheng1"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50670010"	"3"	"1"	"200"	"1000"	"25302"	"scn5067_yuancheng2"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50680001"	"3"	"1"	"200"	"1000"	"25351"	"scn5068_xiaoguai1"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50680002"	"3"	"1"	"200"	"1000"	"25351"	"scn5068_xiaoguai2"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50680003"	"3"	"1"	"200"	"1000"	"25351"	"scn5068_xiaoguai3"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50680004"	"3"	"1"	"200"	"1000"	"25351"	"scn5068_xiaoguai4"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50680005"	"3"	"1"	"200"	"1000"	"25351"	"scn5068_xiaoguai5"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50680006"	"3"	"1"	"200"	"1000"	"25351"	"scn5068_xiaoguai6"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50680007"	"3"	"1"	"200"	"1000"	"25353"	"scn5068_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50680008"	"3"	"1"	"200"	"1000"	"25354"	"scn5068_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50680009"	"3"	"1"	"200"	"1000"	"25352"	"scn5068_yuancheng1"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50680010"	"3"	"1"	"200"	"1000"	"25352"	"scn5068_yuancheng2"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50690001"	"3"	"1"	"200"	"1000"	"25401"	"scn5069_xiaoguai1"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50690002"	"3"	"1"	"200"	"1000"	"25401"	"scn5069_xiaoguai2"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50690003"	"3"	"1"	"200"	"1000"	"25401"	"scn5069_xiaoguai3"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50690004"	"3"	"1"	"200"	"1000"	"25401"	"scn5069_xiaoguai4"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50690005"	"3"	"1"	"200"	"1000"	"25401"	"scn5069_xiaoguai5"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50690006"	"3"	"1"	"200"	"1000"	"25401"	"scn5069_xiaoguai6"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50690007"	"3"	"1"	"200"	"1000"	"25403"	"scn5069_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50690008"	"3"	"1"	"200"	"1000"	"25404"	"scn5069_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50690009"	"3"	"1"	"200"	"1000"	"25402"	"scn5069_yuancheng1"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50690010"	"3"	"1"	"200"	"1000"	"25402"	"scn5069_yuancheng2"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50700001"	"3"	"1"	"200"	"1000"	"25451"	"scn5070_xiaoguai1"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50700002"	"3"	"1"	"200"	"1000"	"25451"	"scn5070_xiaoguai2"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50700003"	"3"	"1"	"200"	"1000"	"25451"	"scn5070_xiaoguai3"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50700004"	"3"	"1"	"200"	"1000"	"25451"	"scn5070_xiaoguai4"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50700005"	"3"	"1"	"200"	"1000"	"25451"	"scn5070_xiaoguai5"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50700006"	"3"	"1"	"200"	"1000"	"25451"	"scn5070_xiaoguai6"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50700007"	"3"	"1"	"200"	"1000"	"25453"	"scn5070_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50700008"	"3"	"1"	"200"	"1000"	"25454"	"scn5070_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50700009"	"3"	"1"	"200"	"1000"	"25452"	"scn5070_yuancheng1"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50700010"	"3"	"1"	"200"	"1000"	"25452"	"scn5070_yuancheng2"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50710001"	"3"	"1"	"200"	"1000"	"25501"	"scn5071_xiaoguai1"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50710002"	"3"	"1"	"200"	"1000"	"25501"	"scn5071_xiaoguai2"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50710003"	"3"	"1"	"200"	"1000"	"25501"	"scn5071_xiaoguai3"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50710004"	"3"	"1"	"200"	"1000"	"25503"	"scn5071_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50720001"	"3"	"1"	"200"	"1000"	"25551"	"scn5072_xiaoguai1"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50720002"	"3"	"1"	"200"	"1000"	"25551"	"scn5072_xiaoguai2"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50720003"	"3"	"1"	"200"	"1000"	"25551"	"scn5072_xiaoguai3"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50720004"	"3"	"1"	"200"	"1000"	"25553"	"scn5072_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50730001"	"3"	"1"	"200"	"1000"	"25601"	"scn5073_xiaoguai1"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50730002"	"3"	"1"	"200"	"1000"	"25601"	"scn5073_xiaoguai2"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50730003"	"3"	"1"	"200"	"1000"	"25601"	"scn5073_xiaoguai3"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50730004"	"3"	"1"	"200"	"1000"	"25603"	"scn5073_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50740001"	"3"	"1"	"200"	"1000"	"25651"	"scn5074_xiaoguai1"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50740002"	"3"	"1"	"200"	"1000"	"25651"	"scn5074_xiaoguai2"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50740003"	"3"	"1"	"200"	"1000"	"25651"	"scn5074_xiaoguai3"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50740004"	"3"	"1"	"200"	"1000"	"25653"	"scn5074_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50750001"	"3"	"1"	"200"	"1000"	"25701"	"scn5075_xiaoguai1"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50750002"	"3"	"1"	"200"	"1000"	"25701"	"scn5075_xiaoguai2"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50750003"	"3"	"1"	"200"	"1000"	"25701"	"scn5075_xiaoguai3"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50750004"	"3"	"1"	"200"	"1000"	"25703"	"scn5075_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50760001"	"3"	"1"	"200"	"1000"	"25751"	"scn5076_xiaoguai1"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50760002"	"3"	"1"	"200"	"1000"	"25751"	"scn5076_xiaoguai2"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50760003"	"3"	"1"	"200"	"1000"	"25751"	"scn5076_xiaoguai3"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50760004"	"3"	"1"	"200"	"1000"	"25751"	"scn5076_xiaoguai4"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50760005"	"3"	"1"	"200"	"1000"	"25751"	"scn5076_xiaoguai5"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50760006"	"3"	"1"	"200"	"1000"	"25751"	"scn5076_xiaoguai6"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50760007"	"3"	"1"	"200"	"1000"	"25753"	"scn5076_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50760008"	"3"	"1"	"200"	"1000"	"25754"	"scn5076_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50770001"	"3"	"1"	"200"	"1000"	"25801"	"scn5077_xiaoguai1"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50770002"	"3"	"1"	"200"	"1000"	"25801"	"scn5077_xiaoguai2"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50770003"	"3"	"1"	"200"	"1000"	"25801"	"scn5077_xiaoguai3"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50770004"	"3"	"1"	"200"	"1000"	"25801"	"scn5077_xiaoguai4"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50770005"	"3"	"1"	"200"	"1000"	"25801"	"scn5077_xiaoguai5"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50770006"	"3"	"1"	"200"	"1000"	"25801"	"scn5077_xiaoguai6"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50770007"	"3"	"1"	"200"	"1000"	"25803"	"scn5077_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50770008"	"3"	"1"	"200"	"1000"	"25804"	"scn5077_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50780001"	"3"	"1"	"200"	"1000"	"25851"	"scn5078_xiaoguai1"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50780002"	"3"	"1"	"200"	"1000"	"25851"	"scn5078_xiaoguai2"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50780003"	"3"	"1"	"200"	"1000"	"25851"	"scn5078_xiaoguai3"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50780004"	"3"	"1"	"200"	"1000"	"25851"	"scn5078_xiaoguai4"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50780005"	"3"	"1"	"200"	"1000"	"25851"	"scn5078_xiaoguai5"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50780006"	"3"	"1"	"200"	"1000"	"25851"	"scn5078_xiaoguai6"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50780007"	"3"	"1"	"200"	"1000"	"25853"	"scn5078_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50780008"	"3"	"1"	"200"	"1000"	"25854"	"scn5078_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50790001"	"3"	"1"	"200"	"1000"	"25901"	"scn5079_xiaoguai1"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50790002"	"3"	"1"	"200"	"1000"	"25901"	"scn5079_xiaoguai2"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50790003"	"3"	"1"	"200"	"1000"	"25901"	"scn5079_xiaoguai3"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50790004"	"3"	"1"	"200"	"1000"	"25901"	"scn5079_xiaoguai4"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50790005"	"3"	"1"	"200"	"1000"	"25901"	"scn5079_xiaoguai5"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50790006"	"3"	"1"	"200"	"1000"	"25901"	"scn5079_xiaoguai6"	""	"1"	"6"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50790007"	"3"	"1"	"200"	"1000"	"25903"	"scn5079_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50790008"	"3"	"1"	"200"	"1000"	"25904"	"scn5079_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50800001"	"3"	"1"	"200"	"1000"	"25951"	"scn5080_xiaoguai1"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50800002"	"3"	"1"	"200"	"1000"	"25951"	"scn5080_xiaoguai2"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50800003"	"3"	"1"	"200"	"1000"	"25951"	"scn5080_xiaoguai3"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50800004"	"3"	"1"	"200"	"1000"	"25951"	"scn5080_xiaoguai4"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50800005"	"3"	"1"	"200"	"1000"	"25951"	"scn5080_xiaoguai5"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50800006"	"3"	"1"	"200"	"1000"	"25951"	"scn5080_xiaoguai6"	""	"1"	"7"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50800007"	"3"	"1"	"200"	"1000"	"25953"	"scn5080_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50800008"	"3"	"1"	"200"	"1000"	"25954"	"scn5080_boss2"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50810001"	"3"	"1"	"200"	"1000"	"26001"	"scn5081_xiaoguai1"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50810002"	"3"	"1"	"200"	"1000"	"26001"	"scn5081_xiaoguai2"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50810003"	"3"	"1"	"200"	"1000"	"26001"	"scn5081_xiaoguai3"	""	"1"	"4"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
"50810004"	"3"	"1"	"200"	"1000"	"26003"	"scn5081_boss1"	""	"1"	"1"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50810005"	"3"	"1"	"200"	"1000"	"26001"	"scn5081_yuancheng1"	""	"1"	"2"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"0"	""	""	""	""	""	""	""	""	""	
"50820001"	"3"	"1"	"200"	"1000"	"26051"	"scn5082_xiaoguai1"	""	"1"	"5"	"0"	"0"	"0.000000"	"0"	"0"	""	"null"	"null"	"2"	""	""	""	"3.000000"	"12000,18000"	""	""	""	""	
