"效果ID"	"备注"	"效果类型"	"效果索引(程序用,不填)"	"周期时间"	"参数1"	"参数2"	"参数3"	"参数4"	"参数5"	"参数6"	"参数1等级修正"	"参数2等级修正"	"参数3等级修正"	"参数4等级修正"	"参数5等级修正"	"参数6等级修正"	"触发条件（触发型效果需填）"	"内置CD（触发型效果需填）"	"光环生效期间，附带触发器id=CombatTriggerConfig.xls"	""	""	
"25005060"	"混元拂尘减防"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.660000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005070"	"混元拂尘减防"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.690000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005080"	"混元拂尘减防"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.720000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005090"	"混元拂尘减防"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.750000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005001"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.480000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005011"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.510000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005021"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.540000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005031"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.570000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005041"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005051"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.630000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005061"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.660000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005071"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.690000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005081"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.720000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005091"	"混元拂尘减韧性"	"attr"	"0"	"0"	"14"	"1"	"0"	"-0.750000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005002"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005012"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005022"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005032"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005042"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005052"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005062"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005072"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005082"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25005092"	"混元拂尘减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008000"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.550000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.05]]"	""	""	"null"	"0"	"-1"	""	""	
"25008010"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008020"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.650000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008030"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.700000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008040"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.750000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008050"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.800000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008060"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.850000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008070"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.900000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008080"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.950000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25008090"	"天罡五雷盾伤害反弹"	"thorns"	"0"	"0"	"0"	"0"	"0"	"1.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009000"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.160000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25009010"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.170000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009020"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.180000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009030"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.190000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009040"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009050"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.210000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009060"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.220000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009070"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.230000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009080"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.240000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25009090"	"天清玉瓶回血"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.250000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011000"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011010"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011020"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011030"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011040"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011050"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011060"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011070"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011080"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25011090"	"遮天钟无敌"	"ice_shield2"	"0"	"0"	"1"	"1"	"1000000000"	"100.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003999"	"天命手环防御罩加防效果"	"attr"	"0"	"0"	"2"	"1"	"0"	"0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003000"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.100000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.1]]"	""	""	"null"	"0"	"-1"	""	""	
"25003010"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.200000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003020"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003030"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.400000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003040"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003050"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.600000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003060"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.700000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003070"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.800000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003080"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"1.900000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25003090"	"天命手环防御罩"	"ice_shield2"	"0"	"0"	"1"	"1"	"0"	"2.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25012000"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012010"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012020"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012030"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012040"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012050"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012060"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012070"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012080"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25012090"	"山河图增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"25013000"	"中毒"	"dot"	"0"	"1000"	"25013001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013010"	"中毒"	"dot"	"0"	"1000"	"25013011"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013020"	"中毒"	"dot"	"0"	"1000"	"25013021"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013030"	"中毒"	"dot"	"0"	"1000"	"25013031"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013040"	"中毒"	"dot"	"0"	"1000"	"25013041"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013050"	"中毒"	"dot"	"0"	"1000"	"25013051"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013060"	"中毒"	"dot"	"0"	"1000"	"25013061"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013070"	"中毒"	"dot"	"0"	"1000"	"25013071"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013080"	"中毒"	"dot"	"0"	"1000"	"25013081"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"25013090"	"中毒"	"dot"	"0"	"1000"	"25013091"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26001003"	"混沌葫芦-附带减命中"	"attr"	"0"	"0"	"9"	"0"	"0"	"-0.250000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26002001"	"乾坤笔-增加暴击"	"attr"	"0"	"0"	"13"	"0"	"0"	"0.150000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26002002"	"乾坤笔-增加持续时间"	"attr"	"0"	"0"	"1"	"1"	"0"	"0.530000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.03]]"	""	""	"null"	"0"	"-1"	""	""	
"26002003"	"乾坤笔-增加移动速度"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26003001"	"天命手环-附带水抗"	"attr"	"0"	"0"	"40"	"0"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"26003002"	"天命手环-附带火抗"	"attr"	"0"	"0"	"39"	"0"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"26003003"	"天命手环-附带土抗"	"attr"	"0"	"0"	"37"	"0"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"26004003"	"神机盒伤害dot"	"dot"	"0"	"1000"	"26104003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26005002"	"混元拂尘-附带dot"	"dot"	"0"	"1000"	"26105002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26008001"	"天罡五雷盾-反弹效果增加"	"thorns"	"0"	"0"	"0"	"0"	"0"	"0.660000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.06]]"	""	""	"null"	"0"	"-1"	""	""	
"26008003"	"天罡五雷盾-附带回血"	"renew"	"0"	"80"	"1"	"0"	"0"	"0.030000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26009002"	"天清玉瓶-增加恢复量"	"renew"	"0"	"700"	"1"	"0"	"0"	"0.210000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"26009003"	"天清玉瓶-增加防御"	"attr"	"0"	"0"	"2"	"1"	"0"	"1.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26010003"	"无影刺-附带减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.300000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26011002"	"遮天钟-恢复生命"	"renew"	"0"	"80"	"1"	"0"	"0"	"0.050000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26012001"	"山河图-增加闪避"	"attr"	"0"	"0"	"11"	"0"	"0"	"0.080000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26012002"	"山河图-增加持续时间"	"attr"	"0"	"0"	"32"	"1"	"0"	"0.200000"	"0.000000"	"0.000000"	""	""	""	"[[2,15,0.01]]"	""	""	"null"	"0"	"-1"	""	""	
"26012003"	"山河图-增加命中"	"attr"	"0"	"0"	"9"	"0"	"0"	"0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26013002"	"封魔之刃-手里剑-增加dot25%伤害"	"dot"	"0"	"1000"	"26105002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26013003"	"封魔之刃-手里剑-目标10%减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.100000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26015001"	"传国玉玺-玉玺-80%减防"	"attr"	"0"	"0"	"2"	"1"	"0"	"-0.800000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"26015003"	"传国玉玺-玉玺-3秒50%减速"	"attr"	"0"	"0"	"32"	"1"	"0"	"-0.500000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"-1"	""	""	
"27000000"	"神兽守护效果1：吸收伤害1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000000"	""	""	
"27000001"	"神兽守护效果1：吸收伤害2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000001"	""	""	
"27000002"	"神兽守护效果1：吸收伤害3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000002"	""	""	
"27000003"	"神兽守护效果1：吸收伤害4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000003"	""	""	
"27000004"	"神兽守护效果1：吸收伤害5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000004"	""	""	
"27000005"	"神兽守护效果1：吸收伤害6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000005"	""	""	
"27000006"	"神兽守护效果1：吸收伤害7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000006"	""	""	
"27000007"	"神兽守护效果1：吸收伤害8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000007"	""	""	
"27000008"	"神兽守护效果1：吸收伤害9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000008"	""	""	
"27000009"	"神兽守护效果1：吸收伤害10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000009"	""	""	
"27000100"	"神兽守护效果1：吸收伤害1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000100"	""	""	
"27000101"	"神兽守护效果1：吸收伤害2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000101"	""	""	
"27000102"	"神兽守护效果1：吸收伤害3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000102"	""	""	
"27000103"	"神兽守护效果1：吸收伤害4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000103"	""	""	
"27000104"	"神兽守护效果1：吸收伤害5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000104"	""	""	
"27000105"	"神兽守护效果1：吸收伤害6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000105"	""	""	
"27000106"	"神兽守护效果1：吸收伤害7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000106"	""	""	
"27000107"	"神兽守护效果1：吸收伤害8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000107"	""	""	
"27000108"	"神兽守护效果1：吸收伤害9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000108"	""	""	
"27000109"	"神兽守护效果1：吸收伤害10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27000109"	""	""	
"27001000"	"神兽守护效果2：火抗提高1"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001000"	""	""	
"27001001"	"神兽守护效果2：火抗提高2"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001001"	""	""	
"27001002"	"神兽守护效果2：火抗提高3"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001002"	""	""	
"27001003"	"神兽守护效果2：火抗提高4"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001003"	""	""	
"27001004"	"神兽守护效果2：火抗提高5"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001004"	""	""	
"27001005"	"神兽守护效果2：火抗提高6"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001005"	""	""	
"27001006"	"神兽守护效果2：火抗提高7"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001006"	""	""	
"27001007"	"神兽守护效果2：火抗提高8"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001007"	""	""	
"27001008"	"神兽守护效果2：火抗提高9"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001008"	""	""	
"27001009"	"神兽守护效果2：火抗提高10"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001009"	""	""	
"27001100"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001100"	""	""	
"27001101"	"神兽守护效果2：火系伤害减免"	"attr"	"0"	"0"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	""	""	""	""	""	""	"null"	"0"	"27001101"	""	""	
