"礼包ID"	"战士专属道具"	"弓箭手专属道具"	"法师专属道具"	"通用奖励物品1"	"通用奖励物品2"	"通用奖励物品3"	"通用奖励物品4"	"通用奖励物品5"	"通用奖励物品6"	"通用奖励物品7"	"通用奖励物品8"	"通用奖励物品9"	"通用奖励物品10"	"开启礼包全服公告（有的话填对应的serverstrID,没有不填）"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060330"	""	""	""	"110103,5"	"110102,2"	"100004,35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060410"	""	""	""	"110203,3"	"110202,2"	"100004,30"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060420"	""	""	""	"110203,4"	"110202,2"	"100004,35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060430"	""	""	""	"110203,5"	"110202,2"	"100004,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060510"	""	""	""	"110303,3"	"110302,2"	"100004,35"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060520"	""	""	""	"110303,4"	"110302,2"	"100004,40"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060530"	""	""	""	"110303,5"	"110302,2"	"100004,45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060610"	""	""	""	"110103,3"	"110102,2"	"100004,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060620"	""	""	""	"110103,4"	"110102,2"	"100004,45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060630"	""	""	""	"110103,5"	"110102,2"	"100004,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060710"	""	""	""	"110203,3"	"110202,2"	"100004,45"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060720"	""	""	""	"110203,4"	"110202,2"	"100004,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060730"	""	""	""	"110203,5"	"110202,2"	"100004,55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060810"	""	""	""	"110303,3"	"110302,2"	"100004,50"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060820"	""	""	""	"110303,4"	"110302,2"	"100004,55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060830"	""	""	""	"110303,5"	"110302,2"	"100004,60"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060910"	""	""	""	"110103,3"	"110102,2"	"100004,55"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060920"	""	""	""	"110103,4"	"110102,2"	"100004,60"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15060930"	""	""	""	"110103,5"	"110102,2"	"100004,65"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061010"	""	""	""	"110203,3"	"110202,2"	"100004,60"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061020"	""	""	""	"110203,4"	"110202,2"	"100004,65"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061030"	""	""	""	"110203,5"	"110202,2"	"100004,70"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061110"	""	""	""	"110303,3"	"110302,2"	"100004,65"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061120"	""	""	""	"110303,4"	"110302,2"	"100004,70"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061130"	""	""	""	"110303,5"	"110302,2"	"100004,75"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061210"	""	""	""	"110103,3"	"110102,2"	"100004,70"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061220"	""	""	""	"110103,4"	"110102,2"	"100004,75"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061230"	""	""	""	"110103,5"	"110102,2"	"100004,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061310"	""	""	""	"110203,3"	"110202,2"	"100004,75"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061320"	""	""	""	"110203,4"	"110202,2"	"100004,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061330"	""	""	""	"110203,5"	"110202,2"	"100004,85"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061410"	""	""	""	"110303,3"	"110302,2"	"100004,80"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061420"	""	""	""	"110303,4"	"110302,2"	"100004,85"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061430"	""	""	""	"110303,5"	"110302,2"	"100004,90"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061510"	""	""	""	"110103,3"	"110102,2"	"100004,85"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061520"	""	""	""	"110103,4"	"110102,2"	"100004,90"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"15061530"	""	""	""	"110103,5"	"110102,2"	"100004,95"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"16020100"	""	""	""	"100080,2"	"100044,1"	"110405,1"	"100010,500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"16020200"	""	""	""	"100075,2"	"100044,1"	"110405,1"	"100010,1000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"16020300"	""	""	""	"110406,2"	"100044,1"	"110405,1"	"100010,1500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"16020400"	""	""	""	"100202,3"	"100044,1"	"110405,1"	"100010,2000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"16020500"	""	""	""	"100076,5"	"100044,1"	"110405,1"	"100010,2500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"16030100"	""	""	""	"100001,1000000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
