"判定ID"	"描述"	"效果位0x01：结算伤害，0x02：结算buff/debuff"	"区域类型1.选中目标2.原点处圆形范围加偏移圆形半径,正向偏移,左向偏移3.选中目标点处圆形范围圆形半径4.原点前方扇形范围扇形外径,左偏移角，右偏移角,扇形内径，顶点偏移5.原点前方一定距离的长条形区域长度,宽度,偏移,旋转角度(逆时针)6.选中目标点前方一定距离的长条形区域长度,宽度7.从原点到选中目标点的长条形区域宽度"	"区域参数1"	"区域参数2"	"区域参数3"	"区域参数4"	"区域参数5"	"判定延迟时间（ms）"	"目标个数上限AOE技能可攻击的最大目标个数"	"范围搜索的逻辑规则0=1次结算；1=把判定区域按照距离分成n等分，依次结算；2=把判定区域按照距离分成n等分，依次叠加结算；3=在判定区域内按照时间平滑过渡结算"	"范围搜索顺序如果搜索逻辑规则不是0，则0=从近及远进行搜索；1=由远及近进行搜索"	"范围搜索间隔如果范围搜索逻辑规则是1或2，那么就是范围搜索的时间间隔；如果范围搜索逻辑规则是3，那么就是整个平滑搜索的时间，单位ms"	"范围搜索次数"	"受击表现效果ID"	"死亡时[碎尸几率,击飞几率]<=1，都填0时播放死亡动画"	"伤害-击退类型0:普通击退1:挤开2:拉到周围"	"伤害-击退几率(0-1)"	"伤害-击退距离最小值单位m"	"伤害-击退距离最大值单位m"	"击中产生buff1"	"击中产生buff2"	"击中产生buff3"	"buff1产生几率"	"buff2产生几率"	"buff3产生几率"	"物理力类型0=无，1=左切线,2=右切线,3=方向,4=爆炸//"	"力大小"	"力偏移角度"	"力校正(Y),提供向上方向打飞的力"	"力高度0=上1=中2=下"	"反向力(上)取值为0.0到1.0,表示百分比"	"反向力(中)取值为0.0到1.0,表示百分比"	"反向力(下)取值为0.0到1.0,表示百分比"	"是否必中"	"技能伤害百分比"	"技能伤害固定值"	"属性伤害类型0=物理，1=火，2=水，3=风，4=土"	"技能伤害百分比-等级修正"	"技能伤害固定值-等级修正"	""	
"25013011"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013020"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013020"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"26"	"3000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013021"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013030"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013030"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"28"	"4000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013031"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013040"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013040"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"5000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013041"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013050"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013050"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"32"	"6000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013051"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013060"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013060"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"34"	"7000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013061"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013070"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013070"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"36"	"8000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013071"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013080"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013080"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"38"	"9000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013081"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25013090"	"封魔之刃攻击"	"3"	"3"	"4.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"500"	"10"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25013090"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"800.000000"	"0.000000"	"0.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"40"	"2000"	"4"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25013091"	"封魔之刃dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"fabao_shoulijian_attack_h.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"0"	"4"	"[[2,300,0]]"	"[[2,200,0]]"	""	
"25014000"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"30"	"10000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014010"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"20000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014020"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"90"	"30000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014030"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"120"	"40000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014040"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"50000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014050"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"180"	"60000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014060"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"210"	"70000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014070"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"240"	"80000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014080"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"270"	"90000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25014090"	"夺魄攻击"	"3"	"3"	"1.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"300"	"1"	"0"	"0"	"0"	"0"	"fabao_liandao_attack_h.act.txt"	"0,1"	"2"	"1.000000"	"1.000000"	"1.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"300"	"100000"	"3"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015000"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015000"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"130"	"5000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015010"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015010"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"140"	"10000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015020"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015020"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"150"	"15000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015030"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015030"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"160"	"20000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015040"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015040"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"170"	"25000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015050"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015050"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"180"	"30000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015060"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015060"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"190"	"35000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015070"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015070"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"200"	"40000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015080"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015080"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"210"	"45000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"25015090"	"传国玉玺攻击"	"3"	"3"	"6.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"400"	"10"	"0"	"0"	"0"	"0"	"fabao_yuxi_attack_h.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"25015090"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"4"	"630.000000"	"0.000000"	"0.800000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"220"	"50000"	"2"	"[[2,200,0]]"	"[[2,200,0]]"	""	
"26104003"	"神机盒-伤残打击"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"10"	"500"	"3"	"[[2,300,0.5]]"	"[[2,300,500]]"	""	
"26105002"	"混元拂尘-附带dot"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"14"	"500"	"2"	"[[2,300,1]]"	"[[2,300,500]]"	""	
"26113002"	"封魔之刃-手里剑-增加dot25%伤害"	"3"	"1"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"1"	"0"	"0"	"0"	"0"	"common_hit_daokan_xiao.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"14"	"500"	"2"	"[[2,300,1]]"	"[[2,300,500]]"	""	
"30000000"	"侍从技能"	"3"	"4"	"6.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	""	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"80"	"0"	"2"	"[[2,200,0.4]]"	"[[2,20,16],[21,40,39],[41,50,115],[51,200,162]]"	""	
"30000010"	"越捷飞普攻"	"3"	"4"	"7.000000"	"60.000000"	"90.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"shicong_liuse_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000011"	"越捷飞普攻"	"3"	"4"	"7.000000"	"60.000000"	"90.000000"	"0.000000"	"-0.500000"	"467"	"3"	"0"	"0"	"0"	"0"	"shicong_liuse_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000012"	"越捷飞普攻"	"3"	"4"	"7.000000"	"60.000000"	"90.000000"	"0.000000"	"-0.500000"	"1100"	"3"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"60"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000020"	"越捷飞群伤+晕伤害"	"3"	"2"	"3.500000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"4"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"10011500"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"50"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000030"	"越捷飞群伤"	"3"	"5"	"8.000000"	"5.000000"	"-0.500000"	"0.000000"	"0.000000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_liuse_hit2.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"205"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000040"	"越捷飞啸日+减防"	"3"	"4"	"7.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"0"	"5"	"0"	"0"	"0"	"0"	"shicong_huacuo_hit.act.txt"	"0,1"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"30000040"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"70"	"0"	"1"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
"30000110"	"柳色普攻"	"3"	"4"	"7.000000"	"90.000000"	"90.000000"	"0.000000"	"-0.500000"	"0"	"3"	"0"	"0"	"0"	"0"	"shicong_liuse_hit.act.txt"	"0,0"	"0"	"0.000000"	"0.000000"	"0.000000"	"100"	"-1"	"-1"	"1.000000"	"1.000000"	"1.000000"	"0"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0.000000"	"0"	"45"	"0"	"4"	"[[2,300,0]]"	"[[2,60,2000],[61,300,6000]]"	""	
