"等级(列不能插入删除,否则全乱)"	"大逃杀奖励(经验,金钱)(光环用)"	"玩法2(光环用)"	"暗黑竞技场奖励(经验，银币)"	"物品使用等级对应装备基准售价"	"助威第一轮第二轮"	"助威第三轮第四轮"	"预留"	"预留"	"预留"	"预留"	"预留"	"预留"	"预留"	""	""	""	""	
"279"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"280"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"281"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"282"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"283"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"284"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"285"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"286"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"287"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"288"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"289"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"290"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"291"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"292"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"293"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"294"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"295"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"296"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"297"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"298"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"299"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
"300"	"0,0"	"0,198"	"10,1000"	"1643,0"	"400000,600000"	"800000,1000000"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	"0,0"	""	""	""	""	
