"龙ID"	"备注"	"参与奖"	"击杀奖励"	"第1名"	"第2名"	"第3名"	"第4-10名"	"第11名后"	"新获得时位置RenderTextureNew中模型Transform负责"	"新获得时尺寸CameraXXSize负责"	
"1004747"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004748"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004749"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004750"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004751"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004752"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004753"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004754"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004755"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004756"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004757"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004758"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004759"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004760"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004761"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004762"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004763"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004764"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004765"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004766"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004767"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004768"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004769"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004770"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004771"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004772"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004773"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004774"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004775"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004776"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004777"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004778"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004779"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004780"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004781"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004782"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004783"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004784"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004785"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004786"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004787"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004788"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004789"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004790"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004791"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004792"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004793"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004794"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004795"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004796"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004797"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004798"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004799"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004800"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004801"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004802"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004803"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004804"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004805"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004806"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004807"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004808"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004809"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004810"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004811"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004812"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004813"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004814"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004815"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004816"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004817"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004818"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004819"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004820"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004821"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004822"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004823"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004824"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004825"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004826"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004827"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004828"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004829"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004830"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004831"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004832"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004833"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004834"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004835"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004836"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004837"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004838"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004839"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004840"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004841"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004842"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004843"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004844"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004845"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004846"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004847"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004848"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004849"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
"1004850"	"远古熊王"	"310050,1"	"310100,1"	"310010,1"	"310020,1"	"310030,1"	"310040,1"	"310050,1"	"0,-3.6"	"5.000000"	
