"普通掉落ID"	"掉落包描述"	"掉落银币的概率"	"掉落银币的数量下限到上限"	"银币的分堆数下限到上限"	"掉落金币的概率"	"掉落金币的数量"	"金币的分堆数"	"掉落1(a=1物品ida=2specialidb=物品idc=数量d=万分之概率)"	"掉落2"	"掉落3"	"掉落4"	"掉落5"	"掉落6"	"掉落7"	"掉落8"	"掉落9"	"掉落10"	"掉落11"	"掉落12"	"掉落13"	"掉落14"	"掉落15"	"掉落16"	"掉落17"	"掉落18"	"掉落19"	"掉落20"	"掉落21"	"掉落22"	"掉落23"	"掉落24"	"掉落25"	"掉落26"	"掉落27"	"掉落28"	"掉落29"	"掉落30"	"掉落31"	"掉落32"	"掉落33"	"掉落34"	"掉落35"	"掉落36"	"掉落37"	"掉落38"	"掉落39"	"掉落40"	"掉落41"	"掉落42"	"掉落43"	"掉落44"	"掉落45"	"掉落46"	"掉落47"	"掉落48"	"掉落49"	"掉落50"	
"4052210"	"220级野外激战绿"	""	""	""	""	""	""	"1,100076,2,10000"	"2,1020502,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052220"	"220级野外激战蓝"	""	""	""	""	""	""	"1,100076,4,10000"	"2,1020502,4,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052230"	"220级野外激战紫"	""	""	""	""	""	""	"1,100076,8,10000"	"2,1020502,8,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052240"	"220级野外激战金"	""	""	""	""	""	""	"1,100076,12,10000"	"2,1020502,12,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052410"	"240级野外激战绿"	""	""	""	""	""	""	"1,100076,2,10000"	"2,1020502,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052420"	"240级野外激战蓝"	""	""	""	""	""	""	"1,100076,4,10000"	"2,1020502,4,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052430"	"240级野外激战紫"	""	""	""	""	""	""	"1,100076,8,10000"	"2,1020502,8,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052440"	"240级野外激战金"	""	""	""	""	""	""	"1,100076,12,10000"	"2,1020502,12,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052610"	"260级野外激战绿"	""	""	""	""	""	""	"1,100076,2,10000"	"2,1020502,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052620"	"260级野外激战蓝"	""	""	""	""	""	""	"1,100076,4,10000"	"2,1020502,4,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052630"	"260级野外激战紫"	""	""	""	""	""	""	"1,100076,8,10000"	"2,1020502,8,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052640"	"260级野外激战金"	""	""	""	""	""	""	"1,100076,12,10000"	"2,1020502,12,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052810"	"280级野外激战绿"	""	""	""	""	""	""	"1,100076,2,10000"	"2,1020502,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052820"	"280级野外激战蓝"	""	""	""	""	""	""	"1,100076,4,10000"	"2,1020502,4,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052830"	"280级野外激战紫"	""	""	""	""	""	""	"1,100076,8,10000"	"2,1020502,8,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4052840"	"280级野外激战金"	""	""	""	""	""	""	"1,100076,12,10000"	"2,1020502,12,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4053010"	"300级野外激战绿"	""	""	""	""	""	""	"1,100076,2,10000"	"2,1020502,2,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4053020"	"300级野外激战蓝"	""	""	""	""	""	""	"1,100076,4,10000"	"2,1020502,4,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4053030"	"300级野外激战紫"	""	""	""	""	""	""	"1,100076,8,10000"	"2,1020502,8,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4053040"	"300级野外激战金"	""	""	""	""	""	""	"1,100076,12,10000"	"2,1020502,12,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090410"	"40级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,750"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090440"	"40级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090450"	"40级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090460"	"40级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090710"	"70级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,833"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090740"	"70级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090750"	"70级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090760"	"70级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090910"	"90级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,916"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090940"	"90级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090950"	"90级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4090960"	"90级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091110"	"110级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091140"	"110级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091150"	"110级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091160"	"110级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091310"	"130级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1083"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091340"	"130级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091350"	"130级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091360"	"130级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091510"	"150级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1166"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091540"	"150级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091550"	"150级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091560"	"150级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091710"	"170级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1250"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091740"	"170级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091750"	"170级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091760"	"170级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091910"	"190级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1333"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091940"	"190级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091950"	"190级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4091960"	"190级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092110"	"210级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1416"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092140"	"210级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092150"	"210级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092160"	"210级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092310"	"230级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092340"	"230级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092350"	"230级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092360"	"230级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092510"	"250级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1583"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092540"	"250级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092550"	"250级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092560"	"250级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092710"	"270级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1666"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092740"	"270级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092750"	"270级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092760"	"270级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092910"	"290级坐骑本，怪1掉落"	""	""	""	""	""	""	"1,110101,1,1750"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092940"	"290级坐骑本，怪4掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092950"	"290级坐骑本，怪5掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"4092960"	"290级坐骑本，怪6掉落"	""	""	""	""	""	""	"1,110101,1,10000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010110"	"40级跨服副本1星"	""	""	""	""	""	""	"2,5010110,2,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010120"	"40级跨服副本2星"	""	""	""	""	""	""	"2,5010120,2,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010130"	"40级跨服副本3星"	""	""	""	""	""	""	"2,5010130,2,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010210"	"80级跨服副本1星"	""	""	""	""	""	""	"2,5010210,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010220"	"80级跨服副本2星"	""	""	""	""	""	""	"2,5010220,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010230"	"80级跨服副本3星"	""	""	""	""	""	""	"2,5010230,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010310"	"120级跨服副本1星"	""	""	""	""	""	""	"2,5010310,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010320"	"120级跨服副本2星"	""	""	""	""	""	""	"2,5010320,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010330"	"120级跨服副本3星"	""	""	""	""	""	""	"2,5010330,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010410"	"160级跨服副本1星"	""	""	""	""	""	""	"2,5010410,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010420"	"160级跨服副本2星"	""	""	""	""	""	""	"2,5010420,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010430"	"160级跨服副本3星"	""	""	""	""	""	""	"2,5010430,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010510"	"200级跨服副本1星"	""	""	""	""	""	""	"2,5010510,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010520"	"200级跨服副本2星"	""	""	""	""	""	""	"2,5010520,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
"5010530"	"200级跨服副本3星"	""	""	""	""	""	""	"2,5010530,1,10000"	""	"1,100035,5,10000"	"1,100035,4,5000"	"1,100035,3,5000"	"1,100035,2,5000"	"1,100035,1,5000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	
