"寻路编号"	"寻路类型（1，与NPC聊天，2，打开自动战斗杀怪，3,静物交互,4，无操作,）"	"Npc的typeid"	"所在场景ID"	"坐标X"	"坐标Y"	"坐标Z"	"点名（索引点表CreatureSpawnConfig）"	"名称"	"是否为传送阵"	"Npc在地图上的图标"	"战力区域显示"	"是否显示列表中0不显示"	""	""	
"329"	"2"	"12085"	"1003"	"405.100000"	"49.000000"	"65.100000"	""	"欧阳羽(Lv.83)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"330"	"3"	"12086"	"1003"	"453.500000"	"49.100000"	"61.900000"	""	"写字"	""	""	""	""	""	""	
"331"	"1"	"12087"	"1003"	"377.500000"	"46.300000"	"74.200000"	""	"萧晔(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"332"	"1"	"12088"	"1003"	"379.000000"	"46.000000"	"95.800000"	""	"青衣童子(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"333"	"2"	"12089"	"1003"	"372.100000"	"46.100000"	"141.500000"	""	"北魏士兵(Lv.84)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"334"	"2"	"12090"	"1003"	"360.500000"	"43.300000"	"117.600000"	""	"北魏头领(Lv.85)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"335"	"1"	"12091"	"1003"	"350.200000"	"43.000000"	"115.700000"	""	"北魏头领(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"336"	"2"	"12092"	"1003"	"354.500000"	"40.700000"	"77.400000"	""	"北魏士兵(Lv.86)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"337"	"3"	"12093"	"1003"	"333.600000"	"40.000000"	"94.300000"	""	"蛛丝马迹"	""	""	""	""	""	""	
"338"	"1"	"12094"	"1003"	"268.700000"	"40.000000"	"47.900000"	""	"法显(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"339"	"1"	"12095"	"1003"	"253.800000"	"40.000000"	"54.900000"	""	"谢灵运(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"340"	"1"	"12096"	"1003"	"261.900000"	"40.000000"	"68.200000"	""	"青衣童子(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"341"	"1"	"12097"	"1003"	"246.300000"	"40.000000"	"70.500000"	""	"孟太守(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"342"	"2"	"12098"	"1003"	"239.300000"	"40.400000"	"88.400000"	""	"南朝精兵(Lv.87)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"343"	"2"	"12099"	"1003"	"265.300000"	"40.000000"	"95.200000"	""	"孟太守(Lv.88)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"344"	"2"	"12100"	"1003"	"291.600000"	"40.600000"	"76.900000"	""	"萧氏部下(Lv.89)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"345"	"2"	"12101"	"1003"	"275.400000"	"40.000000"	"72.000000"	""	"萧晔(Lv.90)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"346"	"1"	"12102"	"1003"	"131.600000"	"41.000000"	"119.100000"	""	"若溪(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"347"	"1"	"12103"	"1003"	"71.100000"	"39.900000"	"136.800000"	""	"若水(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"348"	"1"	"12104"	"1003"	"75.900000"	"39.900000"	"147.700000"	""	"谢灵运(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"349"	"1"	"12105"	"1003"	"61.100000"	"39.800000"	"107.300000"	""	"苏若兰(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"350"	"1"	"12106"	"1003"	"56.900000"	"40.000000"	"158.300000"	""	"帅哥(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"351"	"1"	"12107"	"1003"	"54.700000"	"40.000000"	"152.700000"	""	"帅哥(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"352"	"3"	"12108"	"1003"	"55.200000"	"40.000000"	"142.400000"	""	"查看礼物"	""	""	""	""	""	""	
"353"	"1"	"12109"	"1003"	"57.200000"	"40.000000"	"147.300000"	""	"帅哥(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"354"	"2"	"12110"	"1003"	"88.500000"	"40.100000"	"178.800000"	""	"帅哥(Lv.91)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"355"	"1"	"12111"	"1003"	"56.000000"	"42.500000"	"245.500000"	""	"窦涛(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"356"	"2"	"12112"	"1003"	"135.200000"	"40.300000"	"215.700000"	""	"狼(Lv.92)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"357"	"3"	"12113"	"1003"	"61.000000"	"39.900000"	"94.200000"	""	"空城计"	""	""	""	""	""	""	
"358"	"3"	"12114"	"1003"	"135.600000"	"39.900000"	"109.000000"	""	"谣言"	""	""	""	""	""	""	
"359"	"3"	"12115"	"1003"	"73.900000"	"40.000000"	"87.500000"	""	"假象"	""	""	""	""	""	""	
"360"	"1"	"12116"	"1003"	"50.400000"	"42.400000"	"232.000000"	""	"刘楚玉(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"361"	"1"	"12117"	"1003"	"57.600000"	"42.400000"	"248.400000"	""	"欧阳羽(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"362"	"2"	"12118"	"1003"	"49.000000"	"42.400000"	"261.500000"	""	"窦涛(Lv.93)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"363"	"3"	"12119"	"1003"	"59.100000"	"40.000000"	"95.500000"	""	"出行准备"	""	""	""	""	""	""	
"364"	"1"	"12120"	"1003"	"67.200000"	"42.600000"	"242.000000"	""	"法显(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"365"	"3"	"12121"	"1003"	"47.100000"	"42.400000"	"237.800000"	""	"食物"	""	""	""	""	""	""	
"366"	"1"	"12122"	"1003"	"69.400000"	"42.500000"	"227.900000"	""	"白伊(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"367"	"3"	"12123"	"1003"	"68.800000"	"42.500000"	"232.100000"	""	"弹琴"	""	""	""	""	""	""	
"368"	"2"	"12124"	"1003"	"66.800000"	"39.100000"	"284.600000"	""	"黑衣人(Lv.94)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"369"	"1"	"12125"	"1003"	"79.910000"	"39.450000"	"285.710000"	""	"黑衣人(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"370"	"1"	"12126"	"1003"	"189.900000"	"39.800000"	"269.700000"	""	"侍卫(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"371"	"1"	"12127"	"1003"	"134.300000"	"39.900000"	"262.800000"	""	"彩云(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"372"	"2"	"12128"	"1003"	"113.700000"	"40.200000"	"316.600000"	""	"阮佃夫(Lv.95)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"373"	"1"	"12129"	"1003"	"102.700000"	"40.400000"	"335.300000"	""	"阮佃夫(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"374"	"1"	"12130"	"1003"	"123.600000"	"40.100000"	"320.800000"	""	"刘楚玉(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"375"	"2"	"12131"	"1003"	"88.300000"	"40.400000"	"343.900000"	""	"士兵(Lv.96)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"376"	"2"	"12132"	"1003"	"109.400000"	"40.100000"	"365.300000"	""	"士兵头目(Lv.97)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"377"	"2"	"12133"	"1003"	"155.300000"	"40.500000"	"392.300000"	""	"军队(Lv.98)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"378"	"2"	"12134"	"1003"	"134.300000"	"40.500000"	"377.200000"	""	"沈庆之(Lv.99)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"379"	"1"	"12135"	"1003"	"171.400000"	"40.300000"	"402.000000"	""	"沈庆之(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"380"	"1"	"12136"	"1003"	"116.000000"	"40.100000"	"348.300000"	""	"欧阳羽(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"381"	"1"	"12137"	"1003"	"100.100000"	"39.800000"	"440.300000"	""	"刘彧(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"382"	"3"	"12138"	"1003"	"97.200000"	"39.900000"	"436.000000"	""	"写诗"	""	""	""	""	""	""	
"383"	"2"	"12139"	"1003"	"170.200000"	"40.400000"	"376.600000"	""	"山贼(Lv.100)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"384"	"2"	"12140"	"1003"	"182.600000"	"40.100000"	"394.000000"	""	"山贼头领(Lv.101)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"385"	"3"	"12141"	"1003"	"93.400000"	"40.100000"	"378.700000"	""	"探查消息"	""	""	""	""	""	""	
"386"	"1"	"12142"	"1003"	"226.500000"	"40.200000"	"409.800000"	""	"宗越(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"387"	"3"	"12143"	"1003"	"235.200000"	"40.000000"	"421.200000"	""	"调查"	""	""	""	""	""	""	
"388"	"2"	"12144"	"1003"	"237.100000"	"40.000000"	"434.700000"	""	"阿奴(Lv.102)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"389"	"1"	"12145"	"1003"	"224.400000"	"40.100000"	"440.500000"	""	"阿奴(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"390"	"3"	"12146"	"1003"	"221.900000"	"40.200000"	"445.000000"	""	"治疗"	""	""	""	""	""	""	
"391"	"3"	"12147"	"1003"	"129.200000"	"39.900000"	"426.100000"	""	"烹饪"	""	""	""	""	""	""	
"392"	"1"	"12148"	"1003"	"139.500000"	"39.900000"	"425.100000"	""	"小孩(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"393"	"1"	"12149"	"1003"	"203.500000"	"40.100000"	"444.600000"	""	"墨雨(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"394"	"3"	"12150"	"1003"	"233.900000"	"40.100000"	"418.000000"	""	"调查情况"	""	""	""	""	""	""	
"395"	"1"	"12151"	"1003"	"206.400000"	"40.200000"	"417.800000"	""	"曹子阑(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"396"	"3"	"12152"	"1003"	"69.700000"	"40.000000"	"441.800000"	""	"曹子阑"	""	""	""	""	""	""	
"397"	"1"	"12153"	"1003"	"95.700000"	"40.100000"	"356.300000"	""	"白伊(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"398"	"2"	"12154"	"1003"	"181.300000"	"40.300000"	"417.000000"	""	"北魏士兵(Lv.103)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"399"	"2"	"12155"	"1003"	"191.800000"	"40.100000"	"436.100000"	""	"北魏密探(Lv.104)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"400"	"2"	"12156"	"1003"	"194.500000"	"40.200000"	"407.000000"	""	"萧道成(Lv.105)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"401"	"3"	"12157"	"1003"	"198.300000"	"40.300000"	"448.000000"	""	"萧道成"	""	""	""	""	""	""	
"402"	"1"	"12158"	"1003"	"198.300000"	"40.300000"	"448.000000"	""	"萧道成(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"403"	"1"	"12159"	"1003"	"91.500000"	"39.800000"	"429.800000"	""	"北魏秘使(Lv.120)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"404"	"2"	"12160"	"1003"	"92.600000"	"39.900000"	"402.000000"	""	"刘休仁(Lv.106)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"405"	"2"	"12161"	"1003"	"104.800000"	"39.900000"	"400.600000"	""	"刘昶(Lv.107)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"406"	"2"	"12162"	"1003"	"68.100000"	"40.000000"	"433.100000"	""	"白小一(Lv.108)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"407"	"3"	"12163"	"1003"	"134.100000"	"40.000000"	"399.800000"	""	"白小一"	""	""	""	""	""	""	
"408"	"2"	"12164"	"1003"	"89.900000"	"39.800000"	"442.800000"	""	"刘彧(Lv.109)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"409"	"2"	"12165"	"1003"	"129.100000"	"40.000000"	"406.300000"	""	"刘子勋(Lv.110)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"410"	"1"	"12166"	"1003"	"255.400000"	"40.000000"	"387.600000"	""	"刘昶(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"411"	"1"	"12167"	"1003"	"259.000000"	"40.000000"	"397.700000"	""	"刘子勋(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"412"	"3"	"12168"	"1003"	"255.400000"	"40.000000"	"387.600000"	""	"刘昶"	""	""	""	""	""	""	
"413"	"3"	"12169"	"1003"	"259.000000"	"40.000000"	"397.700000"	""	"刘子勋"	""	""	""	""	""	""	
"414"	"2"	"12170"	"1003"	"317.300000"	"40.300000"	"390.600000"	""	"马队(Lv.111)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"415"	"2"	"12171"	"1003"	"298.600000"	"40.100000"	"402.900000"	""	"马车夫(Lv.112)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"416"	"1"	"12172"	"1003"	"267.600000"	"40.000000"	"378.000000"	""	"萧晔(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"417"	"1"	"12173"	"1003"	"219.100000"	"40.100000"	"451.700000"	""	"萧逸明(Lv.120)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"418"	"2"	"13001"	"1004"	"319.160000"	"11.070000"	"102.380000"	""	"虎贲军(Lv.121)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"419"	"2"	"13002"	"1004"	"329.160000"	"11.230000"	"59.870000"	""	"虎贲将领(Lv.122)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"420"	"1"	"13003"	"1004"	"279.950000"	"10.280000"	"102.940000"	""	"白伊(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"421"	"1"	"13004"	"1004"	"278.930000"	"10.250000"	"95.800000"	""	"欧阳羽(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"422"	"1"	"13005"	"1004"	"282.270000"	"10.600000"	"105.980000"	""	"刘楚玉(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"423"	"2"	"13006"	"1004"	"305.280000"	"10.870000"	"58.720000"	""	"虎贲军(Lv.123)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"424"	"2"	"13007"	"1004"	"237.710000"	"11.010000"	"53.930000"	""	"虎贲将领(Lv.124)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"425"	"2"	"13008"	"1004"	"249.830000"	"10.780000"	"39.210000"	""	"沈田子(Lv.125)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"426"	"1"	"13009"	"1004"	"259.220000"	"11.010000"	"49.840000"	""	"沈田子(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"427"	"2"	"13010"	"1004"	"224.470000"	"9.890000"	"83.210000"	""	"虎贲精英(Lv.124)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"428"	"3"	"13011"	"1004"	"282.280000"	"10.820000"	"106.010000"	""	"刘楚玉"	""	""	""	""	""	""	
"429"	"3"	"13012"	"1004"	"262.140000"	"11.850000"	"108.590000"	""	"跳崖攀爬"	""	""	""	""	""	""	
"430"	"1"	"13013"	"1004"	"258.700000"	"10.530000"	"82.620000"	""	"虎贲精英(Lv.150)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"431"	"2"	"13015"	"1004"	"244.960000"	"11.660000"	"132.050000"	""	"山猪(Lv.126)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"432"	"2"	"13016"	"1004"	"266.550000"	"12.440000"	"130.130000"	""	"野猪(Lv.127)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"433"	"2"	"13017"	"1004"	"280.050000"	"11.850000"	"150.380000"	""	"狼(Lv.128)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"434"	"2"	"13018"	"1004"	"299.420000"	"11.510000"	"148.530000"	""	"老虎(Lv.129)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"435"	"3"	"13019"	"1004"	"412.140000"	"18.140000"	"199.700000"	""	"采集草药"	""	""	""	""	""	""	
"436"	"2"	"13020"	"1004"	"455.550000"	"19.190000"	"168.230000"	""	"虎贲探子(Lv.129)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"437"	"1"	"13021"	"1004"	"457.310000"	"18.870000"	"209.950000"	""	"白伊(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"438"	"1"	"13022"	"1004"	"459.210000"	"19.080000"	"205.320000"	""	"刘楚玉(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"439"	"2"	"13023"	"1004"	"438.880000"	"19.160000"	"169.880000"	""	"虎贲探子(Lv.130)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"440"	"2"	"13024"	"1004"	"431.560000"	"19.270000"	"208.640000"	""	"马贼(Lv.130)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"441"	"2"	"13025"	"1004"	"423.000000"	"16.900000"	"193.500000"	""	"马老大(Lv.132)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"442"	"1"	"13026"	"1004"	"442.410000"	"19.160000"	"188.030000"	""	"马老大(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"443"	"1"	"13030"	"1004"	"385.350000"	"10.250000"	"121.920000"	""	"村民(Lv.150)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"444"	"3"	"13033"	"1004"	"455.230000"	"18.720000"	"206.560000"	""	"写信"	""	""	""	""	""	""	
"445"	"2"	"13034"	"1004"	"403.620000"	"10.390000"	"78.160000"	""	"马贼(Lv.131)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"446"	"1"	"13035"	"1004"	"407.170000"	"10.350000"	"99.650000"	""	"花姑娘(Lv.150)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"447"	"3"	"13036"	"1004"	"406.990000"	"10.480000"	"99.740000"	""	"教学认字"	""	""	""	""	""	""	
"448"	"3"	"13037"	"1004"	"359.660000"	"9.690000"	"138.900000"	""	"放出信号"	""	""	""	""	""	""	
"449"	"2"	"13038"	"1004"	"360.240000"	"10.920000"	"158.730000"	""	"马贼(Lv.130)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"450"	"2"	"13039"	"1004"	"324.750000"	"10.890000"	"130.570000"	""	"马贼守卫(Lv.130)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"451"	"3"	"13044"	"1004"	"302.280000"	"11.680000"	"116.020000"	""	"跟踪白伊"	""	""	""	""	""	""	
"452"	"3"	"13045"	"1004"	"234.570000"	"10.580000"	"115.300000"	""	"暗中观察"	""	""	""	""	""	""	
"453"	"1"	"13046"	"1004"	"222.810000"	"11.690000"	"134.320000"	""	"黑衣人(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"454"	"3"	"13047"	"1004"	"229.920000"	"11.880000"	"135.270000"	""	"放出消息"	""	""	""	""	""	""	
"455"	"2"	"13048"	"1004"	"198.970000"	"11.970000"	"131.510000"	""	"马贼(Lv.134)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"456"	"2"	"13049"	"1004"	"177.930000"	"11.720000"	"134.520000"	""	"马贼守卫(Lv.133)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"457"	"2"	"13050"	"1004"	"198.670000"	"16.930000"	"52.610000"	""	"马贼巡逻(Lv.135)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"458"	"2"	"13051"	"1004"	"114.820000"	"19.070000"	"51.060000"	""	"马老大(Lv.136)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"459"	"1"	"13052"	"1004"	"126.400000"	"22.770000"	"22.630000"	""	"白伊(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"460"	"1"	"13053"	"1004"	"113.100000"	"22.580000"	"24.690000"	""	"刘楚玉(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"461"	"2"	"13054"	"1004"	"128.710000"	"22.610000"	"32.080000"	""	"黑衣人(Lv.136)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"462"	"2"	"13055"	"1004"	"174.720000"	"16.730000"	"38.710000"	""	"黑衣精锐(Lv.137)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"463"	"2"	"13056"	"1004"	"149.570000"	"16.950000"	"40.980000"	""	"黑衣精锐头领(Lv.138)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"464"	"3"	"13057"	"1004"	"113.110000"	"22.760000"	"24.950000"	""	"刘楚玉"	""	""	""	""	""	""	
"465"	"1"	"13058"	"1004"	"153.230000"	"14.890000"	"66.360000"	""	"黑衣精锐头领(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"466"	"3"	"13060"	"1004"	"122.820000"	"22.650000"	"23.120000"	""	"信物"	""	""	""	""	""	""	
"467"	"2"	"13061"	"1004"	"109.180000"	"12.730000"	"63.540000"	""	"马贼精兵(Lv.138)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"468"	"2"	"13062"	"1004"	"87.690000"	"16.010000"	"49.360000"	""	"雪狐(Lv.137)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"469"	"2"	"13063"	"1004"	"150.190000"	"12.870000"	"137.280000"	""	"云锦弟子(Lv.137)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"470"	"2"	"13066"	"1004"	"52.720000"	"16.210000"	"43.920000"	""	"野猪(Lv.135)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"471"	"2"	"13067"	"1004"	"62.650000"	"13.970000"	"75.370000"	""	"狼(Lv.136)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"472"	"2"	"13068"	"1004"	"38.500000"	"14.200000"	"92.500000"	""	"老虎(Lv.138)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"473"	"2"	"13069"	"1004"	"82.460000"	"12.570000"	"82.440000"	""	"山贼(Lv.139)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"474"	"2"	"13071"	"1004"	"122.680000"	"12.200000"	"118.990000"	""	"金甲守卫(Lv.140)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"475"	"2"	"13072"	"1004"	"61.890000"	"12.090000"	"103.540000"	""	"银甲守卫(Lv.139)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"476"	"2"	"13073"	"1004"	"74.410000"	"11.410000"	"123.660000"	""	"星罗祭师(Lv.141)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"477"	"2"	"13074"	"1004"	"67.860000"	"9.960000"	"171.340000"	""	"萧逸明(Lv.142)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"478"	"1"	"13075"	"1004"	"88.090000"	"10.000000"	"170.810000"	""	"萧逸明(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"479"	"1"	"13076"	"1004"	"66.120000"	"10.000000"	"197.050000"	""	"刘楚玉(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"480"	"2"	"13077"	"1004"	"73.200000"	"10.000000"	"186.550000"	""	"刘楚玉(Lv.142)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"481"	"2"	"13078"	"1004"	"118.870000"	"10.000000"	"198.810000"	""	"金甲守卫(Lv.141)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"482"	"2"	"13079"	"1004"	"104.210000"	"9.730000"	"232.020000"	""	"银甲守卫(Lv.140)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"483"	"2"	"13080"	"1004"	"81.400000"	"10.010000"	"227.400000"	""	"星罗祭师(Lv.142)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"484"	"2"	"13081"	"1004"	"47.650000"	"10.000000"	"218.200000"	""	"鸠摩罗(Lv.143)"	""	"pic_mappoint_png,boss"	""	"1"	""	""	
"485"	"3"	"13082"	"1004"	"66.140000"	"9.790000"	"197.010000"	""	"信物"	""	""	""	""	""	""	
"486"	"2"	"13084"	"1004"	"105.880000"	"10.050000"	"293.540000"	""	"野猪(Lv.141)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"487"	"2"	"13085"	"1004"	"139.190000"	"10.960000"	"303.200000"	""	"狼(Lv.142)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"488"	"2"	"13086"	"1004"	"143.890000"	"11.750000"	"250.890000"	""	"老虎(Lv.143)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"489"	"1"	"13087"	"1004"	"271.120000"	"15.810000"	"265.120000"	""	"村姑(Lv.150)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"490"	"3"	"13088"	"1004"	"271.500000"	"16.000000"	"248.200000"	""	"取饭"	""	""	""	""	""	""	
"491"	"1"	"13089"	"1004"	"279.080000"	"15.570000"	"267.260000"	""	"村民(Lv.150)"	""	"pic_mappoint_png,npc"	""	"0"	""	""	
"492"	"2"	"13090"	"1004"	"321.600000"	"10.100000"	"233.400000"	""	"混混(Lv.143)"	""	"pic_mappoint_png,boss"	""	"0"	""	""	
"493"	"1"	"13091"	"1004"	"311.590000"	"10.630000"	"235.420000"	""	"僧人(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"494"	"1"	"13092"	"1004"	"319.050000"	"9.570000"	"249.120000"	""	"僧人(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"495"	"1"	"13093"	"1004"	"275.130000"	"15.610000"	"244.540000"	""	"萧逸明(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"496"	"1"	"13094"	"1004"	"271.680000"	"15.680000"	"244.860000"	""	"法显(Lv.150)"	""	"pic_mappoint_png,npc"	""	"1"	""	""	
"497"	"3"	"13095"	"1004"	"282.420000"	"16.010000"	"245.610000"	""	"望闻问切"	""	""	""	""	""	""	
"498"	"3"	"13096"	"1004"	"300.200000"	"9.880000"	"202.440000"	""	"何首乌"	""	""	""	""	""	""	
"499"	"3"	"13097"	"1004"	"296.000000"	"9.750000"	"202.700000"	""	"胡桃肉"	""	""	""	""	""	""	
"500"	"3"	"13098"	"1004"	"285.070000"	"9.540000"	"205.830000"	""	"酸枣仁"	""	""	""	""	""	""	
"501"	"3"	"13099"	"1004"	"281.580000"	"9.900000"	"211.850000"	""	"合欢皮"	""	""	""	""	""	""	
"502"	"3"	"13100"	"1004"	"277.600000"	"9.730000"	"222.540000"	""	"桂圆"	""	""	""	""	""	""	
"503"	"3"	"13101"	"1004"	"277.470000"	"9.620000"	"216.110000"	""	"柏子仁"	""	""	""	""	""	""	
"504"	"3"	"13106"	"1004"	"322.860000"	"9.710000"	"286.740000"	""	"查看"	""	""	""	""	""	""	
