"id"	"描述"	"效果类型"	"效果索引(程序用,不填)"	"延时"	"目标类型1.选中目标点（选点技能）2.选中目标方向固定距离的点（选点技能）距离3.选中原点处圆形范围内随机一个点（选点技能）范围半径4.选中目标点处圆形范围内随机一个点（选点技能）范围半径5.选择目标方向带方向偏移（子弹类技能）偏移角度6.选择目标方向随机方向偏移（子弹类技能）范围参数1（向左偏移角度一般为正数）范围参数2（向右偏移角度一般为负数）7.选中目标方向固定距离点带方向偏移（选点技能）距离偏移角度8.选中目标方向固定距离点随机方向偏移（选点技能）距离范围参数1范围参数2"	"目标参数1"	"目标参数2"	"目标参数3"	"效果参数1"	"效果参数2"	"效果参数3"	"效果参数1"	"效果参数2"	"效果参数3"	"nn效果参数1"	"nn效果参数2"	"nn效果参数3"	"ff效果参数1"	"ff效果参数2"	"ff效果参数3"	"符咒类型id对应creatureType表格"	"表现"	""	""	
"26001002"	"混沌葫芦-增加伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26001002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26001003"	"混沌葫芦-附带减命中"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26001003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26002001"	"乾坤笔-增加暴击"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26002001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26002002"	"乾坤笔-增加持续时间"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26002002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26002003"	"乾坤笔-增加移动速度"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26002003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26003001"	"天命手环-附带水抗"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26003001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26003002"	"天命手环-附带火抗"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26003002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26003003"	"天命手环-附带土抗"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26003003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26004001"	"神机盒-减CD"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26004001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26004002"	"神机盒-增加伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26004002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26004003"	"神机盒-附带眩晕"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26004003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26005001"	"混元拂尘-减CD"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26005001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26005002"	"混元拂尘-附带dot"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26005002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26005003"	"混元拂尘-减速更多"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26005003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26006001"	"风火轮-增加伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26006001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26006002"	"风火轮-附带眩晕"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26006002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26006003"	"风火轮-附带吸血"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26006003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26007001"	"炎霄剑-减CD"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26007001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26007002"	"炎霄剑-增加伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26007002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26007003"	"炎霄剑-附带dot"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26007003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26008001"	"天罡五雷盾-反弹效果增加"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26008001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26008002"	"天罡五雷盾-减CD"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26008002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26008003"	"天罡五雷盾-附带回血"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26008003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26009001"	"天清玉瓶-减CD"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26009001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26009002"	"天清玉瓶-增加恢复量"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26009002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26009003"	"天清玉瓶-增加防御"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26009003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26010001"	"无影刺-减CD"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26010001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26010002"	"无影刺-增加伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26010002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26010003"	"无影刺-附带减速"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26010003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26011001"	"遮天钟-减CD"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26011001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26011002"	"遮天钟-恢复生命"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26011002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26011003"	"遮天钟-免疫眩晕"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26011003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26012001"	"山河图-增加闪避"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26012001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26012002"	"山河图-增加持续时间"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26012002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26012003"	"山河图-增加命中"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26012003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26013001"	"封魔之刃-手里剑-减少cd"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26013001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26013002"	"封魔之刃-手里剑-增加dot25%伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26013002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26013003"	"封魔之刃-手里剑-目标10%减速"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26013003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26014001"	"夺魄-镰刀-减少cd"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26014001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26014002"	"夺魄-镰刀-2倍伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26014002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26014003"	"夺魄-镰刀-1.5秒眩晕"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26014003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26015001"	"传国玉玺-玉玺-80%减防"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26015001"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26015002"	"传国玉玺-玉玺-2倍伤害"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26015002"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"26015003"	"传国玉玺-玉玺-3秒50%减速"	"trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"26015003"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000120"	"柳色群体治疗"	"CreateAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"30000120"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000220"	"楚玉目自身buff防御+20%"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30000220"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000221"	"楚玉目自身buff攻击+20%"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30000221"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000230"	"楚玉千丝魂断"	"CreateCharmOwnedAura"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"30000230"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"30000321"	"百里流桑冲刺带出技能"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30000321"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000323"	"百里流桑冲刺结束给自己罩子"	"CreateAura"	"0"	"430"	"0"	"0.000000"	"0.000000"	"0.000000"	"30000323"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000330"	"百里流桑欢戏竹马伤害"	"Trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30000330"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000511"	"容止冲刺自己加速"	"CreateAura"	"0"	"600"	"0"	"0.000000"	"0.000000"	"0.000000"	"30000511"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000720"	"天如镜加血"	"CreateAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"30000720"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30000810"	"钟年年目标点砸地"	"CreateCharmCastMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"30000811"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"30000820"	"钟年年直线攻击"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30000820"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001120"	"墨香自身buff"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30001120"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001220"	"何戢直线直线攻击+加罩子"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30001220"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001330"	"寂然目标点debuff"	"CreateCharmCastMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"30001331"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"30001340"	"寂然自身buff"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30001340"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001410"	"天如月召唤陨石砸地"	"CreateCharmCastMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"30001411"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"30001420"	"天如月天崩地裂"	"CreateCharmOwnedAura"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"30001420"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"30001430"	"天如月自身buff"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30001430"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001510"	"刘子业四周多次吸血"	"Trigger"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30001510"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001610"	"王意之可破碎护罩"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30001610"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001830"	"萧别自身buff华胥引"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"30001830"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30001910"	"沈庆之自我加血醉酒当歌"	"CreateAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"30001910"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30002010"	"阿蛮自己治疗"	"CreateAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"30002010"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30002120"	"苏小小目标点齿轮连续转"	"CreateCharmOwnedAura"	"0"	"0"	"2"	"2.000000"	"0.000000"	"0.000000"	"30002120"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"30002310"	"花木兰剑刃风暴"	"CreateAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"30002310"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"30002320"	"花木兰无敌"	"CreateAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"30002320"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000121"	"山贼首领旋风斩位移前上光环"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000121"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000230"	"劫匪首领怒吼+自己buff"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000230"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000320"	"虎王怒吼大范围带伤害"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000320"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000340"	"虎王怒吼小范围带伤害"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000340"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000412"	"饕餮前方吸血"	"Trigger"	"0"	"1000"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000412"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000510"	"野蛮领主劈砍召唤流星雨4个"	"RandomCast"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"35000519"	"4"	"0"	"800.000000"	"850.000000"	"14.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	""	""	
"35000511"	"野蛮领主劈砍召唤流星雨8个"	"RandomCast"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"35000519"	"6"	"0"	"700.000000"	"750.000000"	"16.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	""	""	
"35000512"	"野蛮领主劈砍召唤流星雨12个"	"RandomCast"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"35000519"	"8"	"0"	"600.000000"	"650.000000"	"18.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	""	""	
"35000610"	"魔道士召唤雷电劈地"	"CreateCharmCastMagic"	"0"	"0"	"2"	"2.000000"	"0.000000"	"0.000000"	"35000611"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000611"	"魔道士召唤雷电劈地"	"CreateCharmCastMagic"	"0"	"300"	"2"	"8.000000"	"0.000000"	"0.000000"	"35000611"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000612"	"魔道士召唤雷电劈地"	"CreateCharmCastMagic"	"0"	"600"	"2"	"14.000000"	"0.000000"	"0.000000"	"35000611"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000613"	"魔道士召唤雷电劈地"	"CreateCharmCastMagic"	"0"	"900"	"2"	"20.000000"	"0.000000"	"0.000000"	"35000611"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000620"	"魔道士激光炮"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000620"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000630"	"魔道士罩子"	"CreateAura"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000630"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000632"	"魔道士4次乱射"	"CreateAura"	"0"	"1533"	"0"	"0.000000"	"0.000000"	"0.000000"	"35000632"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	""	""	""	
"35000710"	"蛇女召唤地刺"	"CreateCharmCastMagic"	"0"	"0"	"1"	"0.000000"	"0.000000"	"0.000000"	"35000711"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000711"	"蛇女召唤地刺"	"CreateCharmCastMagic"	"0"	"250"	"4"	"14.000000"	"0.000000"	"0.000000"	"35000711"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000712"	"蛇女召唤地刺"	"CreateCharmCastMagic"	"0"	"500"	"4"	"14.000000"	"0.000000"	"0.000000"	"35000711"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000713"	"蛇女召唤地刺"	"CreateCharmCastMagic"	"0"	"750"	"4"	"14.000000"	"0.000000"	"0.000000"	"35000711"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000730"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"0.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000731"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000732"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000733"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000734"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
"35000735"	"蛇女召唤毒液液滴"	"CreateCharmOwnedAura"	"0"	"0"	"3"	"14.000000"	"0.000000"	"0.000000"	"35000730"	"0"	"0"	"3.000000"	"18.000000"	"0.000000"	"0"	"0"	"0"	"0.000000"	"0.000000"	"0.000000"	"1001"	""	""	""	
